id,ticket_id,user_id,vehicle_id,jo_date,date_arrived,date_promised,started_at,completed_at,released_at,estimated_duration,actual_duration,estimated_grand_total,actual_grand_total,partial_payment,balance,status,quotation_notes,quotation_approved
223,223,319,120,2026-03-06,2026-03-06 22:16:03,2026-03-06 22:16:03,2026-03-07 22:16:03,2026-03-07 22:16:03,2026-03-07 22:16:03,02:00:00,02:00:00,4858.20,4365.52,0.00,4365.52,completed,Generated by seed,True
224,224,320,121,2026-02-19,2026-02-19 20:29:19,2026-02-19 20:29:19,2026-02-20 20:29:19,2026-02-20 20:29:19,2026-02-20 20:29:19,02:00:00,02:00:00,2001.16,1964.75,0.00,1964.75,in_progress,Generated by seed,True
225,225,321,122,2026-01-30,2026-01-30 09:12:00,2026-01-30 09:12:00,2026-01-31 09:12:00,2026-01-31 09:12:00,2026-01-31 09:12:00,02:00:00,02:00:00,1499.99,1614.43,0.00,1614.43,completed,Generated by seed,True
226,226,321,122,2026-03-02,2026-03-02 23:22:40,2026-03-02 23:22:40,2026-03-03 23:22:40,2026-03-03 23:22:40,2026-03-03 23:22:40,02:00:00,02:00:00,4240.50,3903.94,0.00,3903.94,in_progress,Generated by seed,True
227,227,322,123,2026-02-04,2026-02-04 06:28:07,2026-02-04 06:28:07,2026-02-05 06:28:07,2026-02-05 06:28:07,2026-02-05 06:28:07,02:00:00,02:00:00,7068.59,7255.06,0.00,7255.06,completed,Generated by seed,True
228,228,322,123,2026-03-06,2026-03-06 11:37:57,2026-03-06 11:37:57,2026-03-07 11:37:57,2026-03-07 11:37:57,2026-03-07 11:37:57,02:00:00,02:00:00,1648.20,1363.33,0.00,1363.33,completed,Generated by seed,True
229,229,323,124,2026-02-02,2026-02-02 08:36:15,2026-02-02 08:36:15,2026-02-03 08:36:15,2026-02-03 08:36:15,2026-02-03 08:36:15,02:00:00,02:00:00,1477.31,1596.91,0.00,1596.91,in_progress,Generated by seed,True
230,230,324,125,2026-02-17,2026-02-17 15:53:10,2026-02-17 15:53:10,2026-02-18 15:53:10,2026-02-18 15:53:10,2026-02-18 15:53:10,02:00:00,02:00:00,3827.70,4442.32,0.00,4442.32,completed,Generated by seed,True
231,231,324,125,2026-03-17,2026-03-17 06:25:18,2026-03-17 06:25:18,2026-03-18 06:25:18,2026-03-18 06:25:18,2026-03-18 06:25:18,02:00:00,02:00:00,837.59,855.48,0.00,855.48,completed,Generated by seed,True
232,232,324,125,2026-04-01,2026-04-01 20:27:13,2026-04-01 20:27:13,2026-04-02 20:27:13,2026-04-02 20:27:13,2026-04-02 20:27:13,02:00:00,02:00:00,1632.16,1540.02,0.00,1540.02,in_progress,Generated by seed,True
233,233,325,126,2026-01-28,2026-01-28 22:03:55,2026-01-28 22:03:55,2026-01-29 22:03:55,2026-01-29 22:03:55,2026-01-29 22:03:55,02:00:00,02:00:00,839.27,873.70,0.00,873.70,completed,Generated by seed,True
234,234,325,126,2026-02-25,2026-02-25 13:13:15,2026-02-25 13:13:15,2026-02-26 13:13:15,2026-02-26 13:13:15,2026-02-26 13:13:15,02:00:00,02:00:00,1216.15,1335.23,0.00,1335.23,in_progress,Generated by seed,True
235,235,326,127,2026-02-13,2026-02-13 13:20:30,2026-02-13 13:20:30,2026-02-14 13:20:30,2026-02-14 13:20:30,2026-02-14 13:20:30,02:00:00,02:00:00,1510.60,1702.01,0.00,1702.01,completed,Generated by seed,True
236,236,326,127,2026-02-25,2026-02-25 01:19:38,2026-02-25 01:19:38,2026-02-26 01:19:38,2026-02-26 01:19:38,2026-02-26 01:19:38,02:00:00,02:00:00,2915.04,2959.08,0.00,2959.08,completed,Generated by seed,True
237,237,326,127,2026-04-25,2026-04-25 01:25:55,2026-04-25 01:25:55,2026-04-26 01:25:55,2026-04-26 01:25:55,2026-04-26 01:25:55,02:00:00,02:00:00,780.95,872.74,0.00,872.74,in_progress,Generated by seed,True
238,238,327,128,2026-02-07,2026-02-07 12:19:50,2026-02-07 12:19:50,2026-02-08 12:19:50,2026-02-08 12:19:50,2026-02-08 12:19:50,02:00:00,02:00:00,1577.84,1526.69,0.00,1526.69,completed,Generated by seed,True
239,239,327,128,2026-03-29,2026-03-29 17:19:30,2026-03-29 17:19:30,2026-03-30 17:19:30,2026-03-30 17:19:30,2026-03-30 17:19:30,02:00:00,02:00:00,1246.69,1202.91,0.00,1202.91,in_progress,Generated by seed,True
240,240,328,129,2026-02-19,2026-02-19 03:18:07,2026-02-19 03:18:07,2026-02-20 03:18:07,2026-02-20 03:18:07,2026-02-20 03:18:07,02:00:00,02:00:00,4197.07,3969.95,0.00,3969.95,completed,Generated by seed,True
241,241,328,129,2026-03-28,2026-03-28 07:50:12,2026-03-28 07:50:12,2026-03-29 07:50:12,2026-03-29 07:50:12,2026-03-29 07:50:12,02:00:00,02:00:00,1262.52,1437.30,0.00,1437.30,in_progress,Generated by seed,True
242,242,329,130,2026-02-04,2026-02-04 15:09:02,2026-02-04 15:09:02,2026-02-05 15:09:02,2026-02-05 15:09:02,2026-02-05 15:09:02,02:00:00,02:00:00,1147.48,1321.84,0.00,1321.84,in_progress,Generated by seed,True
243,243,330,131,2026-03-06,2026-03-06 13:03:43,2026-03-06 13:03:43,2026-03-07 13:03:43,2026-03-07 13:03:43,2026-03-07 13:03:43,02:00:00,02:00:00,759.08,918.19,0.00,918.19,completed,Generated by seed,True
244,244,330,131,2026-03-14,2026-03-14 01:48:22,2026-03-14 01:48:22,2026-03-15 01:48:22,2026-03-15 01:48:22,2026-03-15 01:48:22,02:00:00,02:00:00,6781.98,6868.50,0.00,6868.50,in_progress,Generated by seed,True
245,245,331,132,2026-01-24,2026-01-24 01:12:16,2026-01-24 01:12:16,2026-01-25 01:12:16,2026-01-25 01:12:16,2026-01-25 01:12:16,02:00:00,02:00:00,1310.89,1298.86,0.00,1298.86,in_progress,Generated by seed,True
246,246,332,133,2026-01-29,2026-01-29 04:22:28,2026-01-29 04:22:28,2026-01-30 04:22:28,2026-01-30 04:22:28,2026-01-30 04:22:28,02:00:00,02:00:00,1839.06,2226.73,0.00,2226.73,completed,Generated by seed,True
247,247,332,133,2026-02-22,2026-02-22 06:03:48,2026-02-22 06:03:48,2026-02-23 06:03:48,2026-02-23 06:03:48,2026-02-23 06:03:48,02:00:00,02:00:00,2569.70,2983.66,0.00,2983.66,completed,Generated by seed,True
248,248,333,134,2026-02-27,2026-02-27 07:15:46,2026-02-27 07:15:46,2026-02-28 07:15:46,2026-02-28 07:15:46,2026-02-28 07:15:46,02:00:00,02:00:00,750.78,749.03,0.00,749.03,in_progress,Generated by seed,True
249,249,334,135,2026-02-04,2026-02-04 08:43:19,2026-02-04 08:43:19,2026-02-05 08:43:19,2026-02-05 08:43:19,2026-02-05 08:43:19,02:00:00,02:00:00,3701.92,3736.84,0.00,3736.84,completed,Generated by seed,True
250,250,335,136,2026-02-15,2026-02-15 19:16:25,2026-02-15 19:16:25,2026-02-16 19:16:25,2026-02-16 19:16:25,2026-02-16 19:16:25,02:00:00,02:00:00,1996.05,1990.97,0.00,1990.97,completed,Generated by seed,True
251,251,335,136,2026-03-22,2026-03-22 17:04:48,2026-03-22 17:04:48,2026-03-23 17:04:48,2026-03-23 17:04:48,2026-03-23 17:04:48,02:00:00,02:00:00,2562.57,2540.62,0.00,2540.62,completed,Generated by seed,True
252,252,335,136,2026-03-28,2026-03-28 12:22:31,2026-03-28 12:22:31,2026-03-29 12:22:31,2026-03-29 12:22:31,2026-03-29 12:22:31,02:00:00,02:00:00,3768.76,3883.41,0.00,3883.41,completed,Generated by seed,True
253,253,336,137,2026-01-28,2026-01-28 15:17:10,2026-01-28 15:17:10,2026-01-29 15:17:10,2026-01-29 15:17:10,2026-01-29 15:17:10,02:00:00,02:00:00,2280.15,2408.26,0.00,2408.26,completed,Generated by seed,True
254,254,336,137,2026-02-18,2026-02-18 06:13:16,2026-02-18 06:13:16,2026-02-19 06:13:16,2026-02-19 06:13:16,2026-02-19 06:13:16,02:00:00,02:00:00,1947.30,2004.28,0.00,2004.28,in_progress,Generated by seed,True
255,255,337,138,2026-02-19,2026-02-19 18:44:50,2026-02-19 18:44:50,2026-02-20 18:44:50,2026-02-20 18:44:50,2026-02-20 18:44:50,02:00:00,02:00:00,808.72,887.45,0.00,887.45,completed,Generated by seed,True
256,256,337,138,2026-03-01,2026-03-01 01:39:03,2026-03-01 01:39:03,2026-03-02 01:39:03,2026-03-02 01:39:03,2026-03-02 01:39:03,02:00:00,02:00:00,2852.59,3430.43,0.00,3430.43,completed,Generated by seed,True
257,257,337,138,2026-03-29,2026-03-29 10:03:21,2026-03-29 10:03:21,2026-03-30 10:03:21,2026-03-30 10:03:21,2026-03-30 10:03:21,02:00:00,02:00:00,1279.95,1285.51,0.00,1285.51,completed,Generated by seed,True
258,258,338,139,2026-03-08,2026-03-08 10:13:03,2026-03-08 10:13:03,2026-03-09 10:13:03,2026-03-09 10:13:03,2026-03-09 10:13:03,02:00:00,02:00:00,2712.31,2285.09,0.00,2285.09,completed,Generated by seed,True
259,259,339,140,2026-01-26,2026-01-26 22:35:38,2026-01-26 22:35:38,2026-01-27 22:35:38,2026-01-27 22:35:38,2026-01-27 22:35:38,02:00:00,02:00:00,8417.53,8387.76,0.00,8387.76,completed,Generated by seed,True
260,260,340,141,2026-03-07,2026-03-07 04:17:13,2026-03-07 04:17:13,2026-03-08 04:17:13,2026-03-08 04:17:13,2026-03-08 04:17:13,02:00:00,02:00:00,1612.56,1690.21,0.00,1690.21,completed,Generated by seed,True
261,261,341,142,2026-02-05,2026-02-05 04:03:45,2026-02-05 04:03:45,2026-02-06 04:03:45,2026-02-06 04:03:45,2026-02-06 04:03:45,02:00:00,02:00:00,8217.87,8457.11,0.00,8457.11,completed,Generated by seed,True
262,262,341,142,2026-03-06,2026-03-06 13:05:55,2026-03-06 13:05:55,2026-03-07 13:05:55,2026-03-07 13:05:55,2026-03-07 13:05:55,02:00:00,02:00:00,2349.38,2326.31,0.00,2326.31,in_progress,Generated by seed,True
263,263,342,143,2026-02-17,2026-02-17 02:03:02,2026-02-17 02:03:02,2026-02-18 02:03:02,2026-02-18 02:03:02,2026-02-18 02:03:02,02:00:00,02:00:00,1549.30,1654.88,0.00,1654.88,completed,Generated by seed,True
264,264,342,143,2026-03-16,2026-03-16 13:26:42,2026-03-16 13:26:42,2026-03-17 13:26:42,2026-03-17 13:26:42,2026-03-17 13:26:42,02:00:00,02:00:00,1215.62,1380.76,0.00,1380.76,completed,Generated by seed,True
265,265,343,144,2026-03-01,2026-03-01 16:12:59,2026-03-01 16:12:59,2026-03-02 16:12:59,2026-03-02 16:12:59,2026-03-02 16:12:59,02:00:00,02:00:00,759.45,858.43,0.00,858.43,completed,Generated by seed,True
266,266,343,144,2026-02-23,2026-02-23 07:55:31,2026-02-23 07:55:31,2026-02-24 07:55:31,2026-02-24 07:55:31,2026-02-24 07:55:31,02:00:00,02:00:00,5155.34,5187.73,0.00,5187.73,in_progress,Generated by seed,True
267,267,344,145,2026-01-27,2026-01-27 10:45:15,2026-01-27 10:45:15,2026-01-28 10:45:15,2026-01-28 10:45:15,2026-01-28 10:45:15,02:00:00,02:00:00,6147.58,6535.17,0.00,6535.17,completed,Generated by seed,True
268,268,344,145,2026-03-27,2026-03-27 19:47:10,2026-03-27 19:47:10,2026-03-28 19:47:10,2026-03-28 19:47:10,2026-03-28 19:47:10,02:00:00,02:00:00,732.35,730.76,0.00,730.76,completed,Generated by seed,True
269,269,345,146,2026-02-13,2026-02-13 01:47:49,2026-02-13 01:47:49,2026-02-14 01:47:49,2026-02-14 01:47:49,2026-02-14 01:47:49,02:00:00,02:00:00,6453.90,6510.67,0.00,6510.67,completed,Generated by seed,True
270,270,345,146,2026-04-07,2026-04-07 05:24:23,2026-04-07 05:24:23,2026-04-08 05:24:23,2026-04-08 05:24:23,2026-04-08 05:24:23,02:00:00,02:00:00,808.73,939.71,0.00,939.71,in_progress,Generated by seed,True
271,271,346,147,2026-01-30,2026-01-30 15:23:04,2026-01-30 15:23:04,2026-01-31 15:23:04,2026-01-31 15:23:04,2026-01-31 15:23:04,02:00:00,02:00:00,1619.28,1388.91,0.00,1388.91,completed,Generated by seed,True
272,272,347,148,2026-02-23,2026-02-23 17:19:26,2026-02-23 17:19:26,2026-02-24 17:19:26,2026-02-24 17:19:26,2026-02-24 17:19:26,02:00:00,02:00:00,3024.29,2741.64,0.00,2741.64,completed,Generated by seed,True
273,273,347,148,2026-04-05,2026-04-05 08:36:16,2026-04-05 08:36:16,2026-04-06 08:36:16,2026-04-06 08:36:16,2026-04-06 08:36:16,02:00:00,02:00:00,4464.49,4756.03,0.00,4756.03,completed,Generated by seed,True
274,274,347,148,2026-03-20,2026-03-20 06:53:57,2026-03-20 06:53:57,2026-03-21 06:53:57,2026-03-21 06:53:57,2026-03-21 06:53:57,02:00:00,02:00:00,8628.78,9369.37,0.00,9369.37,completed,Generated by seed,True
275,275,348,149,2026-02-02,2026-02-02 12:12:29,2026-02-02 12:12:29,2026-02-03 12:12:29,2026-02-03 12:12:29,2026-02-03 12:12:29,02:00:00,02:00:00,1457.94,1627.12,0.00,1627.12,completed,Generated by seed,True
276,276,348,149,2026-02-27,2026-02-27 04:36:10,2026-02-27 04:36:10,2026-02-28 04:36:10,2026-02-28 04:36:10,2026-02-28 04:36:10,02:00:00,02:00:00,1184.45,1284.39,0.00,1284.39,completed,Generated by seed,True
277,277,348,149,2026-05-03,2026-05-03 04:28:50,2026-05-03 04:28:50,2026-05-04 04:28:50,2026-05-04 04:28:50,2026-05-04 04:28:50,02:00:00,02:00:00,3220.15,4035.82,0.00,4035.82,in_progress,Generated by seed,True
278,278,349,150,2026-02-23,2026-02-23 06:03:24,2026-02-23 06:03:24,2026-02-24 06:03:24,2026-02-24 06:03:24,2026-02-24 06:03:24,02:00:00,02:00:00,2247.76,2409.93,0.00,2409.93,completed,Generated by seed,True
279,279,349,150,2026-03-22,2026-03-22 10:39:58,2026-03-22 10:39:58,2026-03-23 10:39:58,2026-03-23 10:39:58,2026-03-23 10:39:58,02:00:00,02:00:00,5373.92,5253.40,0.00,5253.40,completed,Generated by seed,True
280,280,350,151,2026-02-09,2026-02-09 08:26:00,2026-02-09 08:26:00,2026-02-10 08:26:00,2026-02-10 08:26:00,2026-02-10 08:26:00,02:00:00,02:00:00,2455.92,2695.80,0.00,2695.80,in_progress,Generated by seed,True
281,281,351,152,2026-01-19,2026-01-19 11:39:24,2026-01-19 11:39:24,2026-01-20 11:39:24,2026-01-20 11:39:24,2026-01-20 11:39:24,02:00:00,02:00:00,1891.55,1817.90,0.00,1817.90,in_progress,Generated by seed,True
282,282,352,153,2026-01-19,2026-01-19 13:15:54,2026-01-19 13:15:54,2026-01-20 13:15:54,2026-01-20 13:15:54,2026-01-20 13:15:54,02:00:00,02:00:00,2120.05,2306.20,0.00,2306.20,completed,Generated by seed,True
283,283,352,153,2026-02-26,2026-02-26 06:52:24,2026-02-26 06:52:24,2026-02-27 06:52:24,2026-02-27 06:52:24,2026-02-27 06:52:24,02:00:00,02:00:00,1158.24,1400.75,0.00,1400.75,completed,Generated by seed,True
284,284,353,154,2026-02-21,2026-02-21 20:21:17,2026-02-21 20:21:17,2026-02-22 20:21:17,2026-02-22 20:21:17,2026-02-22 20:21:17,02:00:00,02:00:00,5965.11,5699.18,0.00,5699.18,completed,Generated by seed,True
285,285,353,154,2026-03-10,2026-03-10 12:04:36,2026-03-10 12:04:36,2026-03-11 12:04:36,2026-03-11 12:04:36,2026-03-11 12:04:36,02:00:00,02:00:00,2303.75,2203.92,0.00,2203.92,completed,Generated by seed,True
286,286,354,155,2026-01-25,2026-01-25 00:21:32,2026-01-25 00:21:32,2026-01-26 00:21:32,2026-01-26 00:21:32,2026-01-26 00:21:32,02:00:00,02:00:00,756.84,847.69,0.00,847.69,in_progress,Generated by seed,True
287,287,355,156,2026-02-10,2026-02-10 23:12:49,2026-02-10 23:12:49,2026-02-11 23:12:49,2026-02-11 23:12:49,2026-02-11 23:12:49,02:00:00,02:00:00,2280.68,2462.80,0.00,2462.80,completed,Generated by seed,True
288,288,355,156,2026-04-06,2026-04-06 00:57:11,2026-04-06 00:57:11,2026-04-07 00:57:11,2026-04-07 00:57:11,2026-04-07 00:57:11,02:00:00,02:00:00,5570.61,5932.73,0.00,5932.73,completed,Generated by seed,True
289,289,356,157,2026-01-23,2026-01-23 09:15:31,2026-01-23 09:15:31,2026-01-24 09:15:31,2026-01-24 09:15:31,2026-01-24 09:15:31,02:00:00,02:00:00,821.66,954.27,0.00,954.27,completed,Generated by seed,True
290,290,356,157,2026-03-17,2026-03-17 17:25:02,2026-03-17 17:25:02,2026-03-18 17:25:02,2026-03-18 17:25:02,2026-03-18 17:25:02,02:00:00,02:00:00,2127.92,2025.34,0.00,2025.34,completed,Generated by seed,True
291,291,356,157,2026-04-15,2026-04-15 10:35:12,2026-04-15 10:35:12,2026-04-16 10:35:12,2026-04-16 10:35:12,2026-04-16 10:35:12,02:00:00,02:00:00,1297.64,1419.59,0.00,1419.59,completed,Generated by seed,True
292,292,357,158,2026-02-10,2026-02-10 09:58:57,2026-02-10 09:58:57,2026-02-11 09:58:57,2026-02-11 09:58:57,2026-02-11 09:58:57,02:00:00,02:00:00,1159.40,1252.34,0.00,1252.34,in_progress,Generated by seed,True
293,293,358,159,2026-02-02,2026-02-02 01:03:23,2026-02-02 01:03:23,2026-02-03 01:03:23,2026-02-03 01:03:23,2026-02-03 01:03:23,02:00:00,02:00:00,745.59,883.38,0.00,883.38,in_progress,Generated by seed,True
294,294,359,160,2026-01-21,2026-01-21 16:07:58,2026-01-21 16:07:58,2026-01-22 16:07:58,2026-01-22 16:07:58,2026-01-22 16:07:58,02:00:00,02:00:00,2230.44,2229.02,0.00,2229.02,in_progress,Generated by seed,True
295,295,360,161,2026-01-26,2026-01-26 08:09:12,2026-01-26 08:09:12,2026-01-27 08:09:12,2026-01-27 08:09:12,2026-01-27 08:09:12,02:00:00,02:00:00,2500.99,2441.93,0.00,2441.93,completed,Generated by seed,True
296,296,360,161,2026-04-06,2026-04-06 03:23:16,2026-04-06 03:23:16,2026-04-07 03:23:16,2026-04-07 03:23:16,2026-04-07 03:23:16,02:00:00,02:00:00,4604.27,5136.78,0.00,5136.78,completed,Generated by seed,True
297,297,360,161,2026-04-19,2026-04-19 13:00:58,2026-04-19 13:00:58,2026-04-20 13:00:58,2026-04-20 13:00:58,2026-04-20 13:00:58,02:00:00,02:00:00,3379.03,3689.55,0.00,3689.55,in_progress,Generated by seed,True
298,298,361,162,2026-01-23,2026-01-23 00:02:24,2026-01-23 00:02:24,2026-01-24 00:02:24,2026-01-24 00:02:24,2026-01-24 00:02:24,02:00:00,02:00:00,802.37,856.95,0.00,856.95,completed,Generated by seed,True
299,299,361,162,2026-03-29,2026-03-29 17:12:23,2026-03-29 17:12:23,2026-03-30 17:12:23,2026-03-30 17:12:23,2026-03-30 17:12:23,02:00:00,02:00:00,4424.62,4586.60,0.00,4586.60,in_progress,Generated by seed,True
300,300,362,163,2026-01-20,2026-01-20 22:50:10,2026-01-20 22:50:10,2026-01-21 22:50:10,2026-01-21 22:50:10,2026-01-21 22:50:10,02:00:00,02:00:00,5252.40,5828.18,0.00,5828.18,completed,Generated by seed,True
301,301,363,164,2026-01-29,2026-01-29 10:07:49,2026-01-29 10:07:49,2026-01-30 10:07:49,2026-01-30 10:07:49,2026-01-30 10:07:49,02:00:00,02:00:00,849.19,915.27,0.00,915.27,completed,Generated by seed,True
302,302,363,164,2026-03-26,2026-03-26 17:25:25,2026-03-26 17:25:25,2026-03-27 17:25:25,2026-03-27 17:25:25,2026-03-27 17:25:25,02:00:00,02:00:00,7908.85,8051.76,0.00,8051.76,completed,Generated by seed,True
303,303,363,164,2026-04-27,2026-04-27 00:26:45,2026-04-27 00:26:45,2026-04-28 00:26:45,2026-04-28 00:26:45,2026-04-28 00:26:45,02:00:00,02:00:00,1622.38,1716.90,0.00,1716.90,completed,Generated by seed,True
304,304,364,165,2026-02-18,2026-02-18 21:01:24,2026-02-18 21:01:24,2026-02-19 21:01:24,2026-02-19 21:01:24,2026-02-19 21:01:24,02:00:00,02:00:00,4424.70,5069.83,0.00,5069.83,completed,Generated by seed,True
305,305,364,165,2026-03-20,2026-03-20 07:08:59,2026-03-20 07:08:59,2026-03-21 07:08:59,2026-03-21 07:08:59,2026-03-21 07:08:59,02:00:00,02:00:00,2986.64,2601.19,0.00,2601.19,in_progress,Generated by seed,True
306,306,365,166,2026-02-16,2026-02-16 05:42:06,2026-02-16 05:42:06,2026-02-17 05:42:06,2026-02-17 05:42:06,2026-02-17 05:42:06,02:00:00,02:00:00,1590.28,1711.27,0.00,1711.27,in_progress,Generated by seed,True
307,307,366,167,2026-01-30,2026-01-30 04:51:46,2026-01-30 04:51:46,2026-01-31 04:51:46,2026-01-31 04:51:46,2026-01-31 04:51:46,02:00:00,02:00:00,3157.65,3319.17,0.00,3319.17,completed,Generated by seed,True
308,308,366,167,2026-03-20,2026-03-20 09:02:31,2026-03-20 09:02:31,2026-03-21 09:02:31,2026-03-21 09:02:31,2026-03-21 09:02:31,02:00:00,02:00:00,816.73,810.27,0.00,810.27,in_progress,Generated by seed,True
309,309,367,168,2026-02-08,2026-02-08 08:49:02,2026-02-08 08:49:02,2026-02-09 08:49:02,2026-02-09 08:49:02,2026-02-09 08:49:02,02:00:00,02:00:00,1502.47,1786.82,0.00,1786.82,completed,Generated by seed,True
310,310,367,168,2026-03-10,2026-03-10 18:39:03,2026-03-10 18:39:03,2026-03-11 18:39:03,2026-03-11 18:39:03,2026-03-11 18:39:03,02:00:00,02:00:00,8629.68,8899.07,0.00,8899.07,completed,Generated by seed,True
311,311,367,168,2026-03-29,2026-03-29 23:10:15,2026-03-29 23:10:15,2026-03-30 23:10:15,2026-03-30 23:10:15,2026-03-30 23:10:15,02:00:00,02:00:00,2625.41,2764.80,0.00,2764.80,completed,Generated by seed,True
312,312,368,169,2026-02-12,2026-02-12 10:01:19,2026-02-12 10:01:19,2026-02-13 10:01:19,2026-02-13 10:01:19,2026-02-13 10:01:19,02:00:00,02:00:00,4257.99,4845.69,0.00,4845.69,in_progress,Generated by seed,True
313,313,369,170,2026-02-04,2026-02-04 02:01:00,2026-02-04 02:01:00,2026-02-05 02:01:00,2026-02-05 02:01:00,2026-02-05 02:01:00,02:00:00,02:00:00,2193.72,2480.06,0.00,2480.06,in_progress,Generated by seed,True
314,314,370,171,2026-01-25,2026-01-25 21:30:36,2026-01-25 21:30:36,2026-01-26 21:30:36,2026-01-26 21:30:36,2026-01-26 21:30:36,02:00:00,02:00:00,1606.55,1715.91,0.00,1715.91,completed,Generated by seed,True
315,315,370,171,2026-03-09,2026-03-09 04:13:38,2026-03-09 04:13:38,2026-03-10 04:13:38,2026-03-10 04:13:38,2026-03-10 04:13:38,02:00:00,02:00:00,3543.14,3908.99,0.00,3908.99,in_progress,Generated by seed,True
316,316,371,172,2026-01-21,2026-01-21 23:46:29,2026-01-21 23:46:29,2026-01-22 23:46:29,2026-01-22 23:46:29,2026-01-22 23:46:29,02:00:00,02:00:00,1240.12,1338.01,0.00,1338.01,completed,Generated by seed,True
317,317,371,172,2026-03-24,2026-03-24 13:59:12,2026-03-24 13:59:12,2026-03-25 13:59:12,2026-03-25 13:59:12,2026-03-25 13:59:12,02:00:00,02:00:00,2284.01,2775.60,0.00,2775.60,completed,Generated by seed,True
318,318,371,172,2026-04-04,2026-04-04 01:32:31,2026-04-04 01:32:31,2026-04-05 01:32:31,2026-04-05 01:32:31,2026-04-05 01:32:31,02:00:00,02:00:00,5073.86,5708.99,0.00,5708.99,in_progress,Generated by seed,True
319,319,372,173,2026-02-21,2026-02-21 13:57:54,2026-02-21 13:57:54,2026-02-22 13:57:54,2026-02-22 13:57:54,2026-02-22 13:57:54,02:00:00,02:00:00,5294.73,5888.52,0.00,5888.52,completed,Generated by seed,True
320,320,372,173,2026-03-03,2026-03-03 06:11:48,2026-03-03 06:11:48,2026-03-04 06:11:48,2026-03-04 06:11:48,2026-03-04 06:11:48,02:00:00,02:00:00,2555.04,2265.55,0.00,2265.55,completed,Generated by seed,True
321,321,372,173,2026-04-05,2026-04-05 21:56:23,2026-04-05 21:56:23,2026-04-06 21:56:23,2026-04-06 21:56:23,2026-04-06 21:56:23,02:00:00,02:00:00,3176.28,3928.72,0.00,3928.72,completed,Generated by seed,True
323,323,373,174,2026-02-25,2026-02-25 15:46:36,2026-02-25 15:46:36,2026-02-26 15:46:36,2026-02-26 15:46:36,2026-02-26 15:46:36,02:00:00,02:00:00,4232.34,4495.64,0.00,4495.64,completed,Generated by seed,True
324,324,374,175,2026-01-17,2026-01-17 23:20:17,2026-01-17 23:20:17,2026-01-18 23:20:17,2026-01-18 23:20:17,2026-01-18 23:20:17,02:00:00,02:00:00,1318.30,1176.24,0.00,1176.24,completed,Generated by seed,True
325,325,374,175,2026-04-05,2026-04-05 22:24:24,2026-04-05 22:24:24,2026-04-06 22:24:24,2026-04-06 22:24:24,2026-04-06 22:24:24,02:00:00,02:00:00,2317.69,2583.70,0.00,2583.70,completed,Generated by seed,True
326,326,375,176,2026-02-01,2026-02-01 12:02:50,2026-02-01 12:02:50,2026-02-02 12:02:50,2026-02-02 12:02:50,2026-02-02 12:02:50,02:00:00,02:00:00,814.92,735.42,0.00,735.42,completed,Generated by seed,True
327,327,375,176,2026-03-14,2026-03-14 17:16:54,2026-03-14 17:16:54,2026-03-15 17:16:54,2026-03-15 17:16:54,2026-03-15 17:16:54,02:00:00,02:00:00,1497.73,1559.48,0.00,1559.48,completed,Generated by seed,True
328,328,375,176,2026-05-01,2026-05-01 13:31:43,2026-05-01 13:31:43,2026-05-02 13:31:43,2026-05-02 13:31:43,2026-05-02 13:31:43,02:00:00,02:00:00,6157.08,6954.34,0.00,6954.34,in_progress,Generated by seed,True
329,329,376,177,2026-02-23,2026-02-23 14:25:47,2026-02-23 14:25:47,2026-02-24 14:25:47,2026-02-24 14:25:47,2026-02-24 14:25:47,02:00:00,02:00:00,810.01,754.97,0.00,754.97,completed,Generated by seed,True
330,330,376,177,2026-03-27,2026-03-27 07:16:08,2026-03-27 07:16:08,2026-03-28 07:16:08,2026-03-28 07:16:08,2026-03-28 07:16:08,02:00:00,02:00:00,3598.42,3726.58,0.00,3726.58,completed,Generated by seed,True
331,331,377,178,2026-02-01,2026-02-01 12:53:03,2026-02-01 12:53:03,2026-02-02 12:53:03,2026-02-02 12:53:03,2026-02-02 12:53:03,02:00:00,02:00:00,1319.49,1415.91,0.00,1415.91,completed,Generated by seed,True
332,332,377,178,2026-03-18,2026-03-18 16:18:46,2026-03-18 16:18:46,2026-03-19 16:18:46,2026-03-19 16:18:46,2026-03-19 16:18:46,02:00:00,02:00:00,1424.21,1455.99,0.00,1455.99,completed,Generated by seed,True
333,333,378,179,2026-02-24,2026-02-24 06:02:18,2026-02-24 06:02:18,2026-02-25 06:02:18,2026-02-25 06:02:18,2026-02-25 06:02:18,02:00:00,02:00:00,1240.91,1427.96,0.00,1427.96,completed,Generated by seed,True
334,334,378,179,2026-03-24,2026-03-24 07:46:35,2026-03-24 07:46:35,2026-03-25 07:46:35,2026-03-25 07:46:35,2026-03-25 07:46:35,02:00:00,02:00:00,726.07,817.64,0.00,817.64,completed,Generated by seed,True
335,335,379,180,2026-02-08,2026-02-08 08:13:07,2026-02-08 08:13:07,2026-02-09 08:13:07,2026-02-09 08:13:07,2026-02-09 08:13:07,02:00:00,02:00:00,3839.86,4201.51,0.00,4201.51,completed,Generated by seed,True
