id,job_order_id,service_id,description_of_work,estimated_duration,actual_duration,estimated_hours,actual_hours,estimated_amount,actual_amount
2879,1656,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:04:34,02:11:00,1.95,0.08,2602.05,3031.428899317307
2880,1657,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:09:29,01:40:00,1.32,0.06,1760.68,1756.0002764022838
2881,1657,5,Quick oil and filter change — standard 4L synthetic oil used.,00:14:02,01:46:00,1.27,0.04,1697.19,1889.1514783886946
2882,1658,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:15:34,02:44:00,2.93,0.08,3905.78,4746.262290986619
2884,1659,5,Engine bay wash and basic undercarriage inspection.,00:15:57,01:23:00,1.59,0.05,2113.59,2846.33840249475
2885,1659,5,Engine bay wash and basic undercarriage inspection.,00:20:46,02:04:00,1.95,0.05,2601.86,2543.4229908406164
2886,1660,5,Windshield wiper blades replaced; washer fluid topped up.,00:20:12,02:51:00,2.86,0.02,3807.48,4136.131344415742
2887,1660,5,Quick oil and filter change — standard 4L synthetic oil used.,00:19:41,02:56:00,2.65,0.04,3539.66,3360.6791156058434
2888,1661,5,Engine bay wash and basic undercarriage inspection.,00:19:10,02:40:00,2.28,0.06,3039.84,3592.183374105626
2889,1661,5,Windshield wiper blades replaced; washer fluid topped up.,00:19:04,02:25:00,2.47,0.05,3288.36,3878.5491010242704
2890,1662,5,Windshield wiper blades replaced; washer fluid topped up.,00:07:36,01:28:00,1.63,0.08,2179.39,2266.5494642844396
2893,1663,5,Cabin air filter replaced; A/C evaporator spray applied.,00:19:27,03:14:00,2.63,0.02,3509.07,4080.2294623805988
2894,1664,5,Engine bay wash and basic undercarriage inspection.,00:18:07,01:46:00,1.63,0.02,2175.55,2436.1170358543604
2895,1664,5,Windshield wiper blades replaced; washer fluid topped up.,00:17:45,02:02:00,1.79,0.03,2388.6,2131.5235831932346
2896,1665,5,Tire rotation performed; all four corners swapped per pattern.,00:08:53,01:00:00,1.01,0.04,1348.33,1234.1629514013923
2899,1666,5,Quick oil and filter change — standard 4L synthetic oil used.,00:14:06,02:22:00,1.57,0.07,2094.64,2120.590079870018
2900,1667,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:16:37,01:45:00,1.45,0.03,1935.1,2290.710282407833
2901,1667,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:12:55,01:08:00,1.63,0.09,2167.65,2279.4796129994907
2904,1669,5,Cabin air filter replaced; A/C evaporator spray applied.,00:08:00,02:02:00,2.56,0.04,3413.95,4044.210602858313
2905,1669,5,Windshield wiper blades replaced; washer fluid topped up.,00:12:25,03:24:00,2.65,0.09,3531.51,4558.116850445117
2906,1670,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:21:18,02:24:00,2.45,0.03,3272.85,2900.291035159849
2907,1670,5,Cabin air filter replaced; A/C evaporator spray applied.,00:07:07,02:31:00,1.89,0.07,2519.24,3230.0456877117713
2908,1671,5,Tire rotation performed; all four corners swapped per pattern.,00:15:26,03:00:00,3.15,0.07,4194.79,4236.979693239852
2909,1671,5,Windshield wiper blades replaced; washer fluid topped up.,00:10:36,02:59:00,2.76,0.07,3676.41,3701.169708208908
2910,1672,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:21:16,02:47:00,2.17,0.04,2893.05,3666.583662818119
2911,1672,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:12:39,01:56:00,1.87,0.03,2489.01,2121.648290962918
37,27,1,Work on Oil Change,01:05:07,02:04:00,1.58,1.11,2374.95,2904.0024254857694
964,645,2,Work on Brake Pad Replacement,01:54:36,07:15:00,4.99,2.38,8725.28,10599.029485130213
965,646,3,Work on Tire Rotation & Balance,00:33:30,01:07:00,1.06,0.60,1696.16,1475.290712152149
2912,1673,5,Cabin air filter replaced; A/C evaporator spray applied.,00:17:42,01:00:00,1.02,0.05,1357.62,1300.718111030294
2913,1673,5,Engine bay wash and basic undercarriage inspection.,00:20:37,01:03:00,1.17,0.07,1559.23,1860.3795261315167
2914,1674,5,Windshield wiper blades replaced; washer fluid topped up.,00:08:53,02:05:00,1.60,0.04,2130.6,2170.269275826345
2915,1674,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:14:56,02:14:00,1.60,0.06,2130.12,1802.9413990843966
2916,1675,5,Battery terminals cleaned and coated; voltage test passed.,00:06:01,01:28:00,1.42,0.10,1890.04,1963.6294111347117
2917,1675,5,Tire rotation performed; all four corners swapped per pattern.,00:17:35,01:50:00,1.50,0.09,2002.03,2473.6458996772203
2919,1676,5,Windshield wiper blades replaced; washer fluid topped up.,00:11:55,02:21:00,2.73,0.05,3637.42,3792.311862317431
2920,1677,5,Engine bay wash and basic undercarriage inspection.,00:09:17,01:55:00,1.74,0.10,2317.21,2559.4658595582778
2921,1677,5,Quick oil and filter change — standard 4L synthetic oil used.,00:07:11,02:45:00,2.05,0.09,2732.32,2341.5669738102624
2922,1678,5,Engine bay wash and basic undercarriage inspection.,00:05:15,03:19:00,2.47,0.07,3299.27,4218.797216962726
2923,1678,5,Cabin air filter replaced; A/C evaporator spray applied.,00:19:16,02:06:00,2.09,0.10,2783.26,2788.211416807841
2924,1679,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:10:43,02:16:00,1.76,0.08,2350.08,2908.022768710697
2925,1679,5,Tire rotation performed; all four corners swapped per pattern.,00:08:37,01:39:00,1.55,0.04,2063.92,2078.778259540551
2926,1680,5,Battery terminals cleaned and coated; voltage test passed.,00:09:28,03:49:00,3.35,0.05,4462.55,3852.91476730073
2927,1680,5,Engine bay wash and basic undercarriage inspection.,00:08:05,02:30:00,2.78,0.06,3705.41,3652.4107317571506
2928,1681,5,Cabin air filter replaced; A/C evaporator spray applied.,00:10:35,02:45:00,1.98,0.09,2640.39,2577.47498867967
2929,1681,5,Battery terminals cleaned and coated; voltage test passed.,00:12:22,01:53:00,1.81,0.07,2411.32,2677.047129029337
2932,1683,5,Engine bay wash and basic undercarriage inspection.,00:06:11,02:25:00,1.99,0.08,2648.28,3011.0711778920518
2933,1683,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:06:59,02:24:00,1.75,0.09,2336.33,2683.9891385014857
2934,1684,5,Battery terminals cleaned and coated; voltage test passed.,00:15:42,01:20:00,1.54,0.02,2047.05,1854.0230345364553
2935,1684,5,Windshield wiper blades replaced; washer fluid topped up.,00:13:03,01:32:00,1.38,0.08,1835.34,1808.986524688254
2936,1685,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:06:12,03:59:00,3.09,0.08,4114.29,4401.715262797785
2937,1685,5,Tire rotation performed; all four corners swapped per pattern.,00:10:19,04:06:00,3.19,0.04,4248.28,5536.69968551928
2938,1686,5,Quick oil and filter change — standard 4L synthetic oil used.,00:14:41,02:02:00,2.23,0.07,2975.79,3631.273813045775
2939,1686,5,Windshield wiper blades replaced; washer fluid topped up.,00:15:34,01:22:00,1.90,0.06,2539.81,2910.2052549047303
2940,1687,5,Cabin air filter replaced; A/C evaporator spray applied.,00:15:50,02:36:00,2.61,0.06,3477.51,2840.280378498145
2941,1687,5,Quick oil and filter change — standard 4L synthetic oil used.,00:10:39,03:28:00,2.63,0.06,3513.0,4166.723456763282
2942,1688,5,Quick oil and filter change — standard 4L synthetic oil used.,00:10:47,01:27:00,2.01,0.05,2680.72,2879.176400049937
2943,1688,5,Battery terminals cleaned and coated; voltage test passed.,00:19:00,02:55:00,2.52,0.04,3355.4,3644.076228961953
2944,1689,5,Quick oil and filter change — standard 4L synthetic oil used.,00:19:22,01:49:00,1.93,0.05,2579.65,2657.8263454949547
2945,1689,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:06:37,02:24:00,2.26,0.04,3019.72,2762.8476560885747
2946,1690,5,Cabin air filter replaced; A/C evaporator spray applied.,00:15:56,02:12:00,2.38,0.05,3169.85,3501.013763781803
2947,1690,5,Engine bay wash and basic undercarriage inspection.,00:12:24,02:56:00,2.61,0.05,3485.38,4219.754383383581
2948,1691,5,Tire rotation performed; all four corners swapped per pattern.,00:07:02,02:53:00,2.47,0.07,3292.38,4261.360894044987
2949,1691,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:11:58,02:38:00,2.29,0.04,3047.21,3640.808636944479
2950,1692,5,Cabin air filter replaced; A/C evaporator spray applied.,00:09:41,02:32:00,2.95,0.07,3936.56,3946.100646938648
2951,1692,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:10:58,02:48:00,2.37,0.08,3160.43,4016.4306139445644
2952,1693,5,Tire rotation performed; all four corners swapped per pattern.,00:15:39,01:29:00,1.12,0.02,1491.08,1426.5519216878354
2957,1695,5,Engine bay wash and basic undercarriage inspection.,00:16:14,03:31:00,2.76,0.07,3676.22,3025.311758019572
2958,1696,5,Quick oil and filter change — standard 4L synthetic oil used.,00:19:08,01:13:00,1.59,0.07,2116.4,2499.2251806206414
2959,1696,5,Quick oil and filter change — standard 4L synthetic oil used.,00:09:13,02:26:00,1.55,0.08,2068.22,2643.5668192597605
2960,1697,5,Windshield wiper blades replaced; washer fluid topped up.,00:17:53,02:44:00,2.11,0.09,2808.05,2773.5857736955268
2961,1697,5,Engine bay wash and basic undercarriage inspection.,00:09:41,02:08:00,2.45,0.06,3269.29,3693.0231613693827
2962,1698,5,Cabin air filter replaced; A/C evaporator spray applied.,00:05:02,02:06:00,2.41,0.07,3211.87,4058.7591327737473
2963,1698,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:16:18,02:32:00,2.04,0.09,2715.07,2390.3628163710036
2964,1699,5,Quick oil and filter change — standard 4L synthetic oil used.,00:14:56,01:21:00,1.20,0.03,1599.86,1783.8993274991399
2965,1699,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:21:46,01:21:00,1.01,0.10,1344.9,1665.0051999085529
2966,1700,5,Windshield wiper blades replaced; washer fluid topped up.,00:16:41,01:37:00,1.87,0.05,2496.33,2782.3469684962965
2967,1700,5,Quick oil and filter change — standard 4L synthetic oil used.,00:13:43,02:11:00,2.30,0.07,3070.59,3448.1478827809756
2968,1701,5,Cabin air filter replaced; A/C evaporator spray applied.,00:16:07,01:28:00,1.35,0.08,1798.57,2505.957816147761
2969,1701,5,Cabin air filter replaced; A/C evaporator spray applied.,00:08:14,01:54:00,1.43,0.04,1912.13,2386.427761006566
2970,1702,5,Tire rotation performed; all four corners swapped per pattern.,00:09:47,01:43:00,1.90,0.05,2534.59,2589.256159938021
2974,1704,5,Quick oil and filter change — standard 4L synthetic oil used.,00:12:22,01:44:00,1.19,0.03,1593.19,1737.5197983872013
38,28,1,Work on Oil Change,01:02:08,02:30:00,2.26,1.03,3389.73,3422.286614195149
2975,1704,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:17:57,00:54:00,0.96,0.09,1274.82,1217.8042729617637
2976,1705,5,Tire rotation performed; all four corners swapped per pattern.,00:05:17,02:25:00,2.53,0.05,3373.59,2842.6230356867145
2977,1705,5,Engine bay wash and basic undercarriage inspection.,00:07:23,03:28:00,2.83,0.08,3776.61,4388.204983510433
2978,1706,5,Windshield wiper blades replaced; washer fluid topped up.,00:13:27,02:45:00,3.17,0.03,4226.28,4249.727578481213
2979,1706,5,Battery terminals cleaned and coated; voltage test passed.,00:11:24,04:36:00,3.30,0.03,4394.7,4636.571310252416
2980,1707,5,Engine bay wash and basic undercarriage inspection.,00:17:28,03:10:00,2.94,0.04,3922.47,3441.506525425605
2981,1707,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:21:23,03:30:00,2.81,0.04,3742.4,4542.235124776063
2984,1709,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:11:06,01:51:00,1.48,0.03,1973.53,2803.751753506429
2985,1709,5,Battery terminals cleaned and coated; voltage test passed.,00:05:28,01:33:00,1.53,0.09,2037.32,2214.238387273496
2986,1710,5,Cabin air filter replaced; A/C evaporator spray applied.,00:16:51,01:55:00,1.92,0.03,2564.99,2329.153387349955
2987,1710,5,Tire rotation performed; all four corners swapped per pattern.,00:05:34,01:59:00,1.86,0.06,2483.26,2860.9545390375024
2988,1711,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:05:59,01:30:00,1.29,0.07,1717.46,2232.054099017783
2989,1711,5,Quick oil and filter change — standard 4L synthetic oil used.,00:11:57,01:44:00,1.34,0.02,1789.84,1603.926592645158
2990,1712,5,Windshield wiper blades replaced; washer fluid topped up.,00:17:16,03:34:00,3.24,0.05,4326.39,4051.1500324879157
2991,1712,5,Windshield wiper blades replaced; washer fluid topped up.,00:14:26,02:41:00,2.74,0.07,3657.17,4000.45200125926
2992,1713,5,Tire rotation performed; all four corners swapped per pattern.,00:15:23,02:36:00,2.71,0.08,3607.24,4634.866552213784
2993,1713,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:14:19,03:24:00,2.78,0.03,3701.89,3649.9656751494163
2994,1714,5,Windshield wiper blades replaced; washer fluid topped up.,00:10:53,02:05:00,1.41,0.03,1884.21,1898.5822992967262
2995,1714,5,Quick oil and filter change — standard 4L synthetic oil used.,00:22:19,01:54:00,1.58,0.04,2107.43,2284.1107278482723
2996,1715,5,Tire rotation performed; all four corners swapped per pattern.,00:14:49,01:48:00,2.17,0.04,2890.86,2572.8800686356867
2997,1715,5,Tire rotation performed; all four corners swapped per pattern.,00:10:58,02:06:00,2.07,0.02,2764.99,2784.090683645416
5,4,6,Work on Battery Testing & Replacement,00:29:48,01:14:00,1.24,0.52,11191.52,13944.680867028757
6,5,4,Work on Wheel Alignment,01:01:22,02:02:00,2.09,1.15,2505.09,3450.5516418175257
8,7,3,Work on Tire Rotation & Balance,00:31:24,01:12:00,0.98,0.46,1563.87,2305.876719231179
9,8,4,Work on Wheel Alignment,00:58:54,01:48:00,1.95,0.98,2336.36,2795.184899705553
10,9,8,Work on Transmission Fluid Flush,02:18:45,02:30:00,2.55,2.15,5090.85,6879.155004929766
11,9,5,Work on Engine Diagnostics,01:43:18,01:53:00,1.66,1.70,2209.07,3161.5256772991247
12,10,3,Work on Tire Rotation & Balance,00:35:15,00:35:00,0.74,0.54,1182.43,1818.509793608329
3390,814,7,Describe the service...,,02:09:00,2.33,1.00,5826.62,6965.852217680312
3391,815,7,Describe the service...,,02:27:00,2.04,1.00,5099.05,5189.756754171207
13,10,3,Work on Tire Rotation & Balance,00:29:50,01:19:00,0.98,0.58,1567.28,2012.2173834155326
3506,846,7,Describe the service...,,01:49:00,2.03,1.00,5076.24,4979.605968998265
3507,846,5,Describe the service...,,04:48:00,3.44,1.50,4584.5,4426.308442897035
3508,846,1,Describe the service...,,02:27:00,2.35,1.00,3530.69,3793.0817859401977
3450,876,7,Describe the service...,,02:50:00,3.19,1.00,7980.49,10075.50080172812
3451,876,5,Describe the service...,,04:59:00,5.22,1.50,6964.47,7481.990521167247
3452,876,1,Describe the service...,,04:29:00,3.91,1.00,5861.06,7246.889221132802
1816,1374,1,Full electrical diagnosis and rewiring of damaged harness and relay faults.,04:35:19,05:56:00,4.71,8.24,7069.02,8474.212722318234
2301,1359,1,"Full suspension rebuild: shocks, struts, control arms, and bushings replaced.",03:30:45,04:10:00,4.23,19.36,6347.46,8190.370412086833
2302,1360,1,Complete automatic transmission rebuild with torque converter replacement.,03:01:04,04:43:00,3.41,12.89,5117.0,5190.158561150615
3045,1739,5,Engine bay wash and basic undercarriage inspection.,00:16:03,02:28:00,2.69,0.09,3587.0,3642.458435818582
2999,1716,5,Windshield wiper blades replaced; washer fluid topped up.,00:17:09,01:19:00,1.30,0.07,1734.95,2249.2940731107346
3000,1717,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:07:05,01:52:00,1.55,0.04,2063.49,2548.448983309994
3001,1717,5,Quick oil and filter change — standard 4L synthetic oil used.,00:17:24,02:07:00,1.56,0.02,2074.89,2682.8620525892534
3002,1718,5,Battery terminals cleaned and coated; voltage test passed.,00:21:26,02:55:00,3.36,0.04,4486.26,4727.330481921178
3003,1718,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:07:45,02:39:00,2.83,0.09,3771.89,4663.340864602405
3004,1719,5,Cabin air filter replaced; A/C evaporator spray applied.,00:06:21,02:37:00,2.30,0.05,3061.59,2971.6037723380828
3005,1719,5,Tire rotation performed; all four corners swapped per pattern.,00:15:42,02:32:00,1.92,0.05,2564.81,3305.387187831432
3006,1720,5,Battery terminals cleaned and coated; voltage test passed.,00:18:16,01:14:00,1.02,0.08,1356.39,1317.4066669715203
3007,1720,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:06:00,00:47:00,1.02,0.08,1354.47,1571.7747065286717
3008,1721,5,Quick oil and filter change — standard 4L synthetic oil used.,00:16:25,02:24:00,1.64,0.05,2182.03,2699.0331709213892
3009,1721,5,Cabin air filter replaced; A/C evaporator spray applied.,00:06:31,02:03:00,1.51,0.09,2011.89,1650.3621457833167
2299,1357,1,"Fuel system overhaul: injectors cleaned, fuel pump and filter replaced.",04:41:59,04:05:00,3.78,17.89,5663.09,6712.016763315262
3010,1722,5,Battery terminals cleaned and coated; voltage test passed.,00:21:01,01:09:00,0.90,0.08,1204.41,1876.901682810204
3014,1724,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:16:50,01:28:00,1.71,0.08,2279.89,3256.1056120237417
3015,1724,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:15:30,01:30:00,1.73,0.04,2302.01,2728.44532475685
3016,1725,5,Windshield wiper blades replaced; washer fluid topped up.,00:17:25,01:59:00,2.68,0.06,3568.19,3497.585501628624
3017,1725,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:05:46,03:25:00,2.84,0.07,3792.5,4306.481363981288
3018,1726,5,Engine bay wash and basic undercarriage inspection.,00:06:04,01:52:00,1.52,0.03,2024.45,2119.8773839478545
3019,1726,5,Windshield wiper blades replaced; washer fluid topped up.,00:19:22,01:33:00,1.42,0.05,1896.53,1761.0750285300455
3020,1727,5,Engine bay wash and basic undercarriage inspection.,00:06:44,01:48:00,1.88,0.03,2500.24,2639.1807157221074
3021,1727,5,Tire rotation performed; all four corners swapped per pattern.,00:12:55,01:49:00,1.61,0.05,2146.35,1920.7230156194441
3022,1728,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:20:57,02:13:00,2.44,0.05,3258.92,3996.831991244043
3023,1728,5,Engine bay wash and basic undercarriage inspection.,00:19:47,01:23:00,2.16,0.08,2876.7,3263.006505006188
3024,1729,5,Engine bay wash and basic undercarriage inspection.,00:11:05,01:19:00,1.23,0.03,1633.89,2317.583132344447
3025,1729,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:13:46,02:07:00,1.44,0.07,1920.34,1940.0841252177847
3026,1730,5,Engine bay wash and basic undercarriage inspection.,00:14:16,01:04:00,0.93,0.07,1237.71,1228.728271442324
3027,1730,5,Windshield wiper blades replaced; washer fluid topped up.,00:10:12,01:46:00,1.12,0.02,1493.19,1130.5914210718431
3028,1731,5,Cabin air filter replaced; A/C evaporator spray applied.,00:11:44,01:49:00,1.94,0.08,2584.76,3131.2251943864258
3029,1731,5,Engine bay wash and basic undercarriage inspection.,00:13:47,02:42:00,2.00,0.03,2671.19,2903.1236131012442
3030,1732,5,Cabin air filter replaced; A/C evaporator spray applied.,00:10:54,03:14:00,2.43,0.08,3237.35,2883.841858939937
3031,1732,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:07:37,02:34:00,2.29,0.03,3053.24,3876.8123212650194
3032,1733,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:08:33,01:56:00,1.78,0.07,2375.37,2770.3950871325046
3033,1733,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:05:33,01:46:00,1.78,0.07,2372.81,2783.9528329902737
3034,1734,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:20:35,02:31:00,2.38,0.06,3175.28,4001.215718028596
3035,1734,5,Windshield wiper blades replaced; washer fluid topped up.,00:08:15,03:24:00,2.63,0.09,3503.06,4006.593102747955
3036,1735,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:21:42,01:59:00,1.84,0.04,2453.66,2230.407304500064
3037,1735,5,Quick oil and filter change — standard 4L synthetic oil used.,00:05:39,02:55:00,1.98,0.03,2642.97,2747.674995929885
3038,1736,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:21:59,01:11:00,1.00,0.02,1335.96,1707.223898152784
3039,1736,5,Quick oil and filter change — standard 4L synthetic oil used.,00:08:43,00:44:00,0.96,0.10,1282.11,1167.5225447888213
3040,1737,5,Windshield wiper blades replaced; washer fluid topped up.,00:05:41,01:15:00,1.24,0.10,1651.4,2020.8409405086043
3041,1737,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:20:18,01:51:00,1.26,0.09,1681.18,1449.711657018674
3044,1739,5,Battery terminals cleaned and coated; voltage test passed.,00:14:58,02:59:00,2.54,0.08,3389.9,3252.8495728413377
3234,1834,5,Quick oil and filter change — standard 4L synthetic oil used.,00:20:35,02:12:00,2.17,0.07,2895.26,3608.8877768300326
3235,1834,5,Engine bay wash and basic undercarriage inspection.,00:11:27,02:10:00,1.88,0.10,2508.46,2912.5328054605825
3236,1835,5,Battery terminals cleaned and coated; voltage test passed.,00:05:38,04:08:00,2.98,0.08,3978.32,4393.72791869208
3237,1835,5,Cabin air filter replaced; A/C evaporator spray applied.,00:18:39,03:50:00,3.39,0.10,4518.59,5292.141123549659
3238,1836,5,Battery terminals cleaned and coated; voltage test passed.,00:09:26,02:29:00,2.48,0.07,3303.48,3416.2870179149986
3239,1836,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:08:32,02:05:00,2.54,0.04,3387.05,3830.3800780651513
3240,1837,5,Tire rotation performed; all four corners swapped per pattern.,00:15:25,03:13:00,2.91,0.08,3885.29,4404.078201249762
3241,1837,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:14:33,02:34:00,2.77,0.03,3697.35,4191.418631446963
3242,1838,5,Quick oil and filter change — standard 4L synthetic oil used.,00:18:33,01:48:00,1.40,0.09,1864.93,2736.9008833275348
3243,1838,5,Windshield wiper blades replaced; washer fluid topped up.,00:06:48,01:59:00,1.51,0.08,2018.67,2115.0837247741692
3244,1839,5,Tire rotation performed; all four corners swapped per pattern.,00:17:49,01:36:00,1.14,0.03,1513.45,1882.9218117705793
3057,1745,5,Engine bay wash and basic undercarriage inspection.,00:22:02,01:27:00,1.07,0.04,1424.21,1970.669485272005
3058,1746,5,Cabin air filter replaced; A/C evaporator spray applied.,00:09:32,02:47:00,3.29,0.09,4381.31,3853.168845694419
3059,1746,5,Engine bay wash and basic undercarriage inspection.,00:11:15,03:18:00,2.93,0.03,3901.14,4478.880402308995
3060,1747,5,Windshield wiper blades replaced; washer fluid topped up.,00:18:18,02:24:00,2.07,0.04,2756.09,3012.959235947872
3061,1747,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:05:48,01:42:00,1.90,0.02,2530.29,3027.625079879586
3062,1748,5,Cabin air filter replaced; A/C evaporator spray applied.,00:09:23,03:00:00,2.61,0.05,3477.84,3938.30739535502
3063,1748,5,Engine bay wash and basic undercarriage inspection.,00:06:18,02:22:00,2.60,0.03,3461.06,4728.954956938711
3064,1749,5,Engine bay wash and basic undercarriage inspection.,00:17:06,01:44:00,1.36,0.04,1810.82,1948.2041025340545
3065,1749,5,Engine bay wash and basic undercarriage inspection.,00:05:47,02:05:00,1.55,0.09,2062.5,2706.3394788178052
3066,1750,5,Engine bay wash and basic undercarriage inspection.,00:19:45,02:07:00,2.70,0.08,3602.98,3792.8148541503797
2300,1358,1,Full engine overhaul including cylinder head resurfacing and gasket replacement.,03:16:19,05:26:00,5.00,11.58,7500.0,8648.682614639376
2303,1361,1,"Timing belt, water pump, idler pulley, and tensioner replaced as full kit.",04:02:33,06:47:00,4.67,21.17,7008.46,8275.671407898837
2304,1362,1,"Major brake system overhaul: rotors, calipers, pads, and brake lines replaced.",03:19:22,05:24:00,4.36,17.55,6540.28,7469.629979394827
3067,1750,5,Windshield wiper blades replaced; washer fluid topped up.,00:19:11,03:45:00,2.66,0.10,3552.14,3387.619352657003
3068,1751,5,Cabin air filter replaced; A/C evaporator spray applied.,00:09:07,03:18:00,2.89,0.03,3857.49,4598.648700336369
3069,1751,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:17:44,02:19:00,2.46,0.03,3275.42,4141.14007881014
3070,1752,5,Tire rotation performed; all four corners swapped per pattern.,00:17:07,02:20:00,1.75,0.02,2334.7,2279.151970693318
3071,1752,5,Windshield wiper blades replaced; washer fluid topped up.,00:11:42,02:35:00,1.84,0.09,2449.56,2504.9612252967418
3072,1753,5,Battery terminals cleaned and coated; voltage test passed.,00:06:58,01:35:00,1.35,0.02,1803.89,1824.1568362215294
3073,1753,5,Tire rotation performed; all four corners swapped per pattern.,00:08:54,01:26:00,1.39,0.04,1856.62,2476.943453973903
3074,1754,5,Cabin air filter replaced; A/C evaporator spray applied.,00:10:33,02:08:00,2.38,0.03,3167.53,3772.442184224091
3075,1754,5,Windshield wiper blades replaced; washer fluid topped up.,00:04:55,02:04:00,2.17,0.07,2891.02,3629.403080059893
3076,1755,5,Battery terminals cleaned and coated; voltage test passed.,00:05:59,02:26:00,2.01,0.04,2676.16,2981.4855742067098
3077,1755,5,Tire rotation performed; all four corners swapped per pattern.,00:07:55,02:46:00,2.48,0.07,3306.07,3721.1383781179425
3078,1756,5,Engine bay wash and basic undercarriage inspection.,00:09:37,02:20:00,2.15,0.04,2870.34,3081.0592052537672
3079,1756,5,Tire rotation performed; all four corners swapped per pattern.,00:09:08,01:46:00,1.91,0.08,2548.94,2772.7693555047317
3080,1757,5,Engine bay wash and basic undercarriage inspection.,00:05:04,03:32:00,2.95,0.07,3937.35,4845.713564969704
3081,1757,5,Tire rotation performed; all four corners swapped per pattern.,00:07:50,02:57:00,2.33,0.02,3106.08,2890.1139581231873
3082,1758,5,Engine bay wash and basic undercarriage inspection.,00:09:03,02:06:00,1.47,0.07,1961.45,1903.2963967580808
3083,1758,5,Windshield wiper blades replaced; washer fluid topped up.,00:16:29,01:16:00,1.50,0.07,2005.55,2075.5831177313767
3084,1759,5,Tire rotation performed; all four corners swapped per pattern.,00:17:06,01:21:00,0.97,0.09,1286.76,1762.1803963927407
3085,1759,5,Engine bay wash and basic undercarriage inspection.,00:20:02,00:58:00,0.98,0.04,1310.68,1631.0543201344794
3086,1760,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:16:25,01:02:00,1.06,0.10,1407.75,1106.320663311264
3089,1761,5,Cabin air filter replaced; A/C evaporator spray applied.,00:22:18,01:16:00,0.91,0.10,1214.68,1005.8677270976202
3090,1762,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:13:31,02:23:00,2.08,0.09,2776.11,3301.995977521593
3091,1762,5,Battery terminals cleaned and coated; voltage test passed.,00:12:22,02:01:00,2.19,0.05,2921.87,2926.9994187082993
3092,1763,5,Engine bay wash and basic undercarriage inspection.,00:06:14,03:50:00,3.02,0.03,4025.81,4849.039319565897
3093,1763,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:08:46,04:23:00,3.32,0.06,4432.52,5566.073776316761
3094,1764,5,Battery terminals cleaned and coated; voltage test passed.,00:21:39,02:00:00,1.54,0.10,2055.45,2441.7921796917026
3095,1764,5,Engine bay wash and basic undercarriage inspection.,00:17:42,02:00:00,1.95,0.05,2594.45,2546.637369771772
3099,1766,5,Battery terminals cleaned and coated; voltage test passed.,00:13:47,03:23:00,3.21,0.07,4282.8,4323.397589612753
3100,1767,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:13:36,03:00:00,2.85,0.03,3796.52,4313.110580440705
