id,job_order_id,job_order_service_id,purchase_order_id,status,part_number,description,quantity,retail_unit_price,total_retail_amount,supplier_unit_cost,is_oem,tier
937,199,568,,received,,Engine Oil,8,400.00,3200.00,280.00,false,standard
938,199,568,,received,,Oil Filter,1,350.00,350.00,245.00,false,replacement
939,199,568,,received,,Air Filter,1,450.00,450.00,315.00,false,replacement
940,199,568,,received,,Cabin Filter,1,350.00,350.00,245.00,false,replacement
941,199,568,,received,,Brake Cleaner,1,250.00,250.00,175.00,false,standard
942,199,568,,received,,Fuel Filter,1,450.00,450.00,315.00,false,replacement
943,200,574,,received,,Upper Suspension Bushing,2,650.00,1300.00,455.00,false,replacement
944,200,574,,received,,Ball Joint,2,650.00,1300.00,455.00,false,replacement
945,200,574,,received,,Lower Ball Joint,2,1200.00,2400.00,840.00,false,replacement
946,200,574,,received,,Lower Suspension Bushing,2,1300.00,2600.00,910.00,false,replacement
947,200,574,,received,,Tie Rod End,2,1200.00,2400.00,840.00,false,replacement
948,200,574,,received,,Tie Rod End,2,1200.00,2400.00,840.00,false,replacement
949,200,574,,received,,Front Shock,2,3000.00,6000.00,2100.00,false,replacement
950,200,574,,received,,Stabilizer Link,2,750.00,1500.00,525.00,false,replacement
951,201,577,,received,,Injector Seal,4,450.00,1800.00,315.00,false,replacement
952,201,577,,received,,Injector Oil Seal,4,450.00,1800.00,315.00,false,replacement
953,201,577,,received,,Valve Cover Gasket,1,650.00,650.00,455.00,false,replacement
954,201,577,,received,,Injector Washer,4,650.00,2600.00,455.00,false,replacement
955,201,577,,received,,Silicone,1,200.00,200.00,140.00,false,replacement
956,201,577,,received,,Fuel Filter,1,450.00,450.00,315.00,false,replacement
957,202,579,,received,,Stabilizer Link,2,1450.00,2900.00,1015.00,false,replacement
958,202,579,,received,,Engine / Transmission Support,1,3500.00,3500.00,2450.00,false,replacement
959,202,579,,received,,Engine / Transmission Support,1,3300.00,3300.00,2310.00,false,replacement
960,204,589,,received,,Shock Front,2,5200.00,10400.00,3640.00,false,replacement
961,204,589,,received,,Shock Rear,2,5200.00,10400.00,3640.00,false,replacement
962,204,589,,received,,Shock Stopper,2,350.00,700.00,245.00,false,replacement
963,206,591,,received,,Shock,2,4800.00,9600.00,3360.00,false,replacement
964,206,591,,received,,Shock Stopper,2,250.00,500.00,175.00,false,replacement
965,207,595,,received,,Shock Front KYB,2,4500.00,9000.00,3150.00,false,replacement
966,207,595,,received,,Brake Pads,1,1200.00,1200.00,840.00,false,replacement
967,207,595,,received,,Engine Oil,4,450.00,1800.00,315.00,false,standard
968,207,595,,received,,Oil Filter,1,350.00,350.00,245.00,false,replacement
969,207,595,,received,,Cabin Filter,1,350.00,350.00,245.00,false,replacement
970,207,595,,received,,Air Filter,1,450.00,450.00,315.00,false,replacement
971,207,595,,received,,Brake Cleaner,1,250.00,250.00,175.00,false,standard
972,208,,,received,,Engine Oil,6,450.00,2700.00,315.00,false,standard
973,208,,,received,,Oil Filter,1,550.00,550.00,385.00,false,replacement
974,208,,,received,,Air Filter,1,650.00,650.00,455.00,false,replacement
975,209,598,,received,,Engine Oil,6,450.00,2700.00,315.00,false,standard
976,209,598,,received,,Brake Fluid,1,300.00,300.00,210.00,false,standard
977,209,598,,received,,Steering Belt,1,1200.00,1200.00,840.00,false,replacement
978,209,598,,received,,Wheel Cylinder,2,1500.00,3000.00,1050.00,false,replacement
979,210,601,,received,,Engine Oil,4,450.00,1800.00,315.00,false,standard
980,210,601,,received,,Oil Filter,1,350.00,350.00,245.00,false,replacement
981,210,601,,received,,Air Filter,1,450.00,450.00,315.00,false,replacement
982,210,601,,received,,Valve Cover Gasket,1,950.00,950.00,665.00,false,replacement
983,210,601,,received,,Brake Cleaner,1,250.00,250.00,175.00,false,standard
984,210,601,,received,,Spark Plug,4,350.00,1400.00,245.00,false,replacement
985,211,602,,received,,Shock Stopper,2,350.00,700.00,245.00,false,replacement
986,211,602,,received,,Shock Mounting,2,2500.00,5000.00,1750.00,false,replacement
987,211,602,,received,,Shock Front,1,5200.00,5200.00,3640.00,false,replacement
988,211,602,,received,,Shock Rear,1,5200.00,5200.00,3640.00,false,replacement
989,212,603,,received,,Valve Seal,12,100.00,1200.00,70.00,false,replacement
990,212,603,,received,,Cylinder Head Gasket,1,2500.00,2500.00,1750.00,false,replacement
991,212,603,,received,,Engine Oil,4,450.00,1800.00,315.00,false,standard
992,212,603,,received,,Oil Filter,1,350.00,350.00,245.00,false,replacement
993,212,603,,received,,Engine Coolant,5,200.00,1000.00,140.00,false,standard
994,212,603,,received,,Silicone,1,250.00,250.00,175.00,false,replacement
995,212,603,,received,,Copper Spray,1,1200.00,1200.00,840.00,false,replacement
996,213,607,,received,,Rack End,2,1200.00,2400.00,840.00,false,replacement
997,213,607,,received,,Tie Rod End,2,1200.00,2400.00,840.00,false,replacement
998,213,607,,received,,Wheel Bearing,1,3800.00,3800.00,2660.00,false,replacement
999,213,607,,received,,Brake Pads,1,1500.00,1500.00,1050.00,false,replacement
1000,213,607,,received,,Brake Cleaner,1,250.00,250.00,175.00,false,standard
1001,213,607,,received,,Brake Caliper Repair Kit,1,2200.00,2200.00,1540.00,false,replacement
1002,214,610,,received,,Ignition Coil,2,2200.00,4400.00,1540.00,false,replacement
1003,214,610,,received,,Carb / Throttle Cleaner,1,250.00,250.00,175.00,false,standard
1004,215,615,,received,,Cabin Filter,1,600.00,600.00,420.00,false,replacement
1005,215,615,,received,,Oil Filter,1,600.00,600.00,420.00,false,replacement
1006,215,615,,received,,Engine Oil,8,450.00,3600.00,315.00,false,standard
1007,215,615,,received,,Brake Cleaner,1,250.00,250.00,175.00,false,standard
1008,215,615,,received,,Air Filter,1,650.00,650.00,455.00,false,replacement
1009,215,615,,received,,Automatic Transmission Fluid (ATF),5,450.00,2250.00,315.00,false,standard
1010,215,615,,received,,Brake Pads,1,1450.00,1450.00,1015.00,false,replacement
1011,216,617,,received,,Valve Guide,1,1200.00,1200.00,840.00,false,replacement
1012,216,617,,received,,Engine Valve,1,4000.00,4000.00,2800.00,false,replacement
1013,216,617,,received,,Steering Kit,1,2500.00,2500.00,1750.00,false,replacement
1014,216,617,,received,,Power Steering Fluid,1,250.00,250.00,175.00,false,standard
1015,217,618,,received,,Transmission Assy,1,32000.00,32000.00,22400.00,false,replacement
1016,217,618,,received,,Automatic Transmission Fluid (ATF),6,500.00,3000.00,350.00,false,standard
1017,217,618,,received,,Suspension Bushing,2,550.00,1100.00,385.00,false,replacement
1018,217,618,,received,,Suspension Bushing,2,450.00,900.00,315.00,false,replacement
1019,217,618,,received,,Crankshaft Oil Seal,1,950.00,950.00,665.00,false,replacement
1020,218,623,,received,,Cabin Filter,1,600.00,600.00,420.00,false,replacement
1021,218,623,,received,,Oil Filter,1,600.00,600.00,420.00,false,replacement
1022,218,623,,received,,Engine Oil,8,450.00,3600.00,315.00,false,standard
1023,218,623,,received,,Brake Cleaner,1,250.00,250.00,175.00,false,standard
1024,218,623,,received,,Automatic Transmission Fluid (ATF),1,650.00,650.00,455.00,false,standard
1025,218,623,,received,,Automatic Transmission Fluid (ATF),5,450.00,2250.00,315.00,false,standard
1026,218,623,,received,,Brake Adj,1,1450.00,1450.00,1015.00,false,replacement
1027,219,625,,received,,Transmission Assy,1,32000.00,32000.00,22400.00,false,replacement
1028,219,625,,received,,Automatic Transmission Fluid (ATF),6,500.00,3000.00,350.00,false,standard
1029,219,625,,received,,Engine / Transmission Support,1,1500.00,1500.00,1050.00,false,replacement
1030,219,625,,received,,Engine / Transmission Support,1,1900.00,1900.00,1330.00,false,replacement
1031,219,625,,received,,Engine / Transmission Support,1,2200.00,2200.00,1540.00,false,replacement
1032,219,625,,received,,Engine / Transmission Support,1,2800.00,2800.00,1960.00,false,replacement
1033,219,625,,received,,Suspension Bushing,2,550.00,1100.00,385.00,false,replacement
1034,219,625,,received,,Suppression Bushing (small),2,450.00,900.00,315.00,false,replacement
1035,219,625,,received,,Crankshaft Oil Seal,1,950.00,950.00,665.00,false,replacement
1036,219,625,,received,,Vacuum Hose,1,250.00,250.00,175.00,false,replacement
1037,220,632,,received,,Engine Oil,8,450.00,3600.00,315.00,false,standard
1038,220,632,,received,,Oil Filter,1,350.00,350.00,245.00,false,replacement
1039,220,632,,received,,Cabin Filter,1,400.00,400.00,280.00,false,replacement
1040,220,632,,received,,Automatic Transmission Fluid (ATF),1,650.00,650.00,455.00,false,standard
1041,220,632,,received,,Brake Cleaner,1,250.00,250.00,175.00,false,standard
1042,220,632,,received,,Fuel Filter,1,450.00,450.00,315.00,false,replacement
1043,221,639,,received,,Valve Cover Gasket,1,750.00,750.00,525.00,false,replacement
1044,221,639,,received,,Injector Seal,4,450.00,1800.00,315.00,false,replacement
1045,221,639,,received,,Injector Oil Seal,4,450.00,1800.00,315.00,false,replacement
1046,221,639,,received,,Valve Cover O-ring,4,350.00,1400.00,245.00,false,replacement
1047,221,639,,received,,Coolant Bypass Hose / Tube,1,4500.00,4500.00,3150.00,false,replacement
1048,221,639,,received,,Engine Oil,8,450.00,3600.00,315.00,false,standard
1049,221,639,,received,,Oil Filter,1,350.00,350.00,245.00,false,replacement
1050,221,639,,received,,Air Filter,1,650.00,650.00,455.00,false,replacement
1051,221,639,,received,,Cabin Filter,1,400.00,400.00,280.00,false,replacement
1052,221,639,,received,,Engine Coolant,6,175.00,1050.00,122.50,false,standard
1053,221,639,,received,,Fuel Filter,1,750.00,750.00,525.00,false,replacement
1054,221,639,,received,,Silicone,1,200.00,200.00,140.00,false,replacement
1055,221,639,,received,,Auxiliary Fan / Blower Motor,1,7500.00,7500.00,5250.00,false,replacement
1056,221,639,,received,,Thermostat,1,1300.00,1300.00,910.00,false,replacement
1057,221,639,,received,,Injector Washer,4,450.00,1800.00,315.00,false,replacement
1058,221,639,,received,,Injector O Ring,4,300.00,1200.00,210.00,false,replacement
1059,222,643,,received,,Engine Oil,8,400.00,3200.00,280.00,false,standard
1060,222,643,,received,,Oil Filter,1,350.00,350.00,245.00,false,replacement
1061,222,643,,received,,Air Filter,1,450.00,450.00,315.00,false,replacement
1062,222,643,,received,,Cabin Filter,1,400.00,400.00,280.00,false,replacement
1063,222,643,,received,,Fuel Filter,1,750.00,750.00,525.00,false,replacement
1064,222,643,,received,,Brake Pads,2,1800.00,3600.00,1260.00,false,replacement
1065,222,643,,received,,Brake Cleaner,1,250.00,250.00,175.00,false,standard
1066,223,646,,received,,Brake Pads,1,1800.00,1800.00,1260.00,false,replacement
1067,223,646,,received,,Engine Oil,6,450.00,2700.00,315.00,false,standard
1068,223,646,,received,,Oil Filter,1,650.00,650.00,455.00,false,replacement
1069,223,646,,received,,Air Filter,1,750.00,750.00,525.00,false,replacement
1070,223,646,,received,,Brake Cleaner,1,250.00,250.00,175.00,false,standard
1071,223,646,,received,,Fuel Filter,1,850.00,850.00,595.00,false,replacement
1072,223,646,,received,,Brake Pads,1,1800.00,1800.00,1260.00,false,replacement
1073,224,650,,received,,Brake Pads,1,1800.00,1800.00,1260.00,false,replacement
1074,224,650,,received,,Engine Oil,6,450.00,2700.00,315.00,false,standard
1075,224,650,,received,,Air Filter,1,750.00,750.00,525.00,false,replacement
1076,224,650,,received,,Brake Cleaner,1,250.00,250.00,175.00,false,standard
1077,224,650,,received,,Fuel Filter,1,850.00,850.00,595.00,false,replacement
1078,224,650,,received,,Brake Pads,1,1800.00,1800.00,1260.00,false,replacement
1079,224,650,,received,,Oil Filter,1,750.00,750.00,525.00,false,replacement
1080,225,655,,received,,Engine Oil,4,500.00,2000.00,350.00,false,standard
1081,225,655,,received,,Oil Filter,1,850.00,850.00,595.00,false,replacement
1082,225,655,,received,,Cabin Filter,1,850.00,850.00,595.00,false,replacement
1083,225,655,,received,,Shock KYB,2,5000.00,10000.00,3500.00,false,replacement
1084,225,655,,received,,Spark Plug,3,1200.00,3600.00,840.00,false,replacement
1085,225,655,,received,,Brake Pads,1,2000.00,2000.00,1400.00,false,replacement
1086,225,655,,received,,Brake Cleaner,1,250.00,250.00,175.00,false,standard
1087,225,655,,received,,Carb / Throttle Cleaner,1,250.00,250.00,175.00,false,standard
1088,225,655,,received,,Automatic Transmission Fluid (ATF),4,550.00,2200.00,385.00,false,standard
1089,226,656,,received,,Overhauling Gasket Set,1,13000.00,13000.00,9100.00,false,replacement
1090,226,656,,received,,Engine Oil,8,450.00,3600.00,315.00,false,standard
1091,226,656,,received,,Oil Filter,1,350.00,350.00,245.00,false,replacement
1092,226,656,,received,,Cabin Filter,1,400.00,400.00,280.00,false,replacement
1093,226,656,,received,,Engine Coolant,6,175.00,1050.00,122.50,false,standard
1094,226,656,,received,,Fuel Filter,1,750.00,750.00,525.00,false,replacement
1095,226,656,,received,,Silicone,1,200.00,200.00,140.00,false,replacement
1096,226,656,,received,,Thermostat,1,1300.00,1300.00,910.00,false,replacement
1097,226,656,,received,,Coolant Bypass Hose / Tube,1,4500.00,4500.00,3150.00,false,replacement
1098,226,656,,received,,Auxiliary Fan / Blower Motor,1,7500.00,7500.00,5250.00,false,replacement
1099,226,656,,received,,Water Jacket,1,1500.00,1500.00,1050.00,false,replacement
1100,226,656,,received,,Bearing,1,250.00,250.00,175.00,false,replacement
1101,226,656,,received,,Vacuum Hose,1,250.00,250.00,175.00,false,replacement
1102,228,661,,received,,Tie Rod End,2,1200.00,2400.00,840.00,false,replacement
1103,228,661,,received,,Base Joint,2,1250.00,2500.00,875.00,false,replacement
1104,228,661,,received,,Suspension Bushing,2,750.00,1500.00,525.00,false,replacement
1105,228,661,,received,,Shock Mounting,2,1100.00,2200.00,770.00,false,replacement
1106,229,665,,received,,Rack N Pinion,1,13000.00,13000.00,9100.00,false,replacement
1107,229,665,,received,,Stabilizer Link,8,200.00,1600.00,140.00,false,replacement
1108,229,665,,received,,Valve Cover Gasket,1,1250.00,1250.00,875.00,false,replacement
1109,229,665,,received,,Suspension Bushing,2,650.00,1300.00,455.00,false,replacement
1110,229,665,,received,,Suspension Bushing,2,750.00,1500.00,525.00,false,replacement
1111,230,669,,received,,Rack N Pinion Assy,1,9500.00,9500.00,6650.00,false,replacement
1112,230,669,,received,,Stabilizer Link,1,1600.00,1600.00,1120.00,false,replacement
1113,230,669,,received,,Value Cover Gasket,1,1250.00,1250.00,875.00,false,replacement
1114,230,669,,received,,Suspension Bushing,2,750.00,1500.00,525.00,false,replacement
1115,230,669,,received,,Suspension Bushing,2,650.00,1300.00,455.00,false,replacement
1116,232,680,,received,,Rack End,1,8500.00,8500.00,5950.00,false,replacement
1117,232,680,,received,,Stabilizer Link,1,1450.00,1450.00,1015.00,false,replacement
1118,232,680,,received,,Valve Cover Gasket,1,1250.00,1250.00,875.00,false,replacement
1119,232,680,,received,,Suspension Bushing,2,750.00,1500.00,525.00,false,replacement
1120,232,680,,received,,Suspension Bushing,2,650.00,1300.00,455.00,false,replacement
1121,233,,,received,,Oil Filter,1,750.00,750.00,525.00,false,replacement
1122,233,,,received,,Engine Oil,5,500.00,2500.00,350.00,false,standard
1123,234,684,,received,,Rack End,2,1200.00,2400.00,840.00,false,replacement
1124,234,684,,received,,Tie Rod End,2,1200.00,2400.00,840.00,false,replacement
1125,234,684,,received,,Ball Joint,2,1250.00,2500.00,875.00,false,replacement
1126,234,684,,received,,Stabilizer Link,2,1200.00,2400.00,840.00,false,replacement
1127,234,684,,received,,Shock Mounting,2,1100.00,2200.00,770.00,false,replacement
1128,234,684,,received,,Air Filter,1,750.00,750.00,525.00,false,replacement
1129,234,684,,received,,Cabin Filter,1,750.00,750.00,525.00,false,replacement
1130,234,684,,received,,Oil Filter,1,650.00,650.00,455.00,false,replacement
1131,234,684,,received,,Spark Plug,4,900.00,3600.00,630.00,false,replacement
1132,234,684,,received,,Engine Oil,4,500.00,2000.00,350.00,false,standard
1133,236,,,received,,Stabilizer,2,850.00,1700.00,595.00,false,replacement
1134,236,,,received,,Engine / Transmission Support,1,3500.00,3500.00,2450.00,false,replacement
1135,236,,,received,,Suspension Bushing,2,650.00,1300.00,455.00,false,replacement
1136,236,,,received,,Shock,1,4000.00,4000.00,2800.00,false,replacement
1137,237,690,,received,,Spark Plug,4,500.00,2000.00,350.00,false,replacement
1138,237,690,,received,,Brake Pads,1,3200.00,3200.00,2240.00,false,replacement
1139,237,690,,received,,Oil Filter,1,350.00,350.00,245.00,false,replacement
1140,237,690,,received,,Engine Oil,4,500.00,2000.00,350.00,false,standard
1141,237,690,,received,,Air Filter,1,950.00,950.00,665.00,false,replacement
1142,237,690,,received,,Brake Cleaner,1,250.00,250.00,175.00,false,standard
1143,238,693,,received,,Tie Rod End,2,1200.00,2400.00,840.00,false,replacement
1144,238,693,,received,,Rack End,2,1200.00,2400.00,840.00,false,replacement
1145,238,693,,received,,Rubber Boot,2,550.00,1100.00,385.00,false,replacement
1146,238,693,,received,,Stabilizer,2,1250.00,2500.00,875.00,false,replacement
1147,239,697,,received,,Stabilizer Link,2,850.00,1700.00,595.00,false,replacement
1148,239,697,,received,,Engine / Transmission Support,1,3500.00,3500.00,2450.00,false,replacement
1149,239,697,,received,,Suspension Bushing,2,650.00,1300.00,455.00,false,replacement
1150,239,697,,received,,Shock Absorber,2,4000.00,8000.00,2800.00,false,replacement
1151,240,699,,received,,Cabin Filter,1,600.00,600.00,420.00,false,replacement
1152,240,699,,received,,Oil Filter,1,600.00,600.00,420.00,false,replacement
1153,240,699,,received,,Engine Oil,8,450.00,3600.00,315.00,false,standard
1154,240,699,,received,,Brake Cleaner,1,250.00,250.00,175.00,false,standard
1155,240,699,,received,,Air Filter,1,650.00,650.00,455.00,false,replacement
1156,241,,,received,,Air Filter,1,650.00,650.00,455.00,false,replacement
1157,241,,,received,,Clutch Solenoid,1,4500.00,4500.00,3150.00,false,replacement
1158,241,,,received,,Dry Clutch Set,1,50000.00,50000.00,35000.00,false,replacement
1159,242,703,,received,,Tire Mounting,2,500.00,1000.00,350.00,false,replacement
1160,242,703,,received,,Tire,1,4200.00,4200.00,2940.00,false,replacement
1161,243,704,,received,,Cylinder Head Gasket,1,3500.00,3500.00,2450.00,true,original
1162,243,704,,received,,Axle Boot,2,750.00,1500.00,525.00,false,replacement
1163,243,704,,received,,Axle Boot,2,750.00,1500.00,525.00,false,replacement
1164,243,704,,received,,Engine Oil,4,450.00,1800.00,315.00,false,standard
1165,243,704,,received,,Engine Coolant,7,175.00,1225.00,122.50,false,standard
1166,243,704,,received,,Socket Injector,4,200.00,800.00,140.00,false,replacement
1167,244,707,,received,,Wheel Cylinder,1,950.00,950.00,665.00,false,replacement
1168,244,707,,received,,Cabin Filter,1,350.00,350.00,245.00,false,replacement
1169,244,707,,received,,Oil Filter,1,350.00,350.00,245.00,false,replacement
1170,244,707,,received,,Pressure Plate,1,4800.00,4800.00,3360.00,false,replacement
1171,244,707,,received,,Release Bearing,1,2000.00,2000.00,1400.00,false,replacement
1172,244,707,,received,,Clutch Disc,1,5200.00,5200.00,3640.00,false,replacement
1173,245,708,,received,,Crankshaft Oil Seal,1,2400.00,2400.00,1680.00,true,original
1174,245,708,,received,,Crankshaft Oil Seal,1,1800.00,1800.00,1260.00,false,replacement
1175,245,708,,received,,Valve Cover Gasket,1,950.00,950.00,665.00,true,original
1176,245,708,,received,,Valve Cover Gasket,1,550.00,550.00,385.00,false,replacement
1177,245,708,,received,,Engine / Transmission Support,1,4200.00,4200.00,2940.00,true,original
1178,245,708,,received,,Engine / Transmission Support,1,2300.00,2300.00,1610.00,false,replacement
1179,245,708,,received,,Water Plug,1,250.00,250.00,175.00,false,replacement
1180,245,708,,received,,Axle Oil Seal,1,750.00,750.00,525.00,false,replacement
1181,247,,,received,,Overhauling Gasket Set,1,4200.00,4200.00,2940.00,false,replacement
1182,247,,,received,,Piston Ring OEM,1,4500.00,4500.00,3150.00,false,replacement
1183,247,,,received,,Liner,1,6500.00,6500.00,4550.00,false,replacement
1184,247,,,received,,Main Bearing Std,1,2500.00,2500.00,1750.00,false,replacement
1185,247,,,received,,Con Rod Bearing Std,1,2500.00,2500.00,1750.00,false,replacement
1186,247,,,received,,Oil Cooler Hose,2,1250.00,2500.00,875.00,false,replacement
1187,247,,,received,,Heater Hose Orig,2,1250.00,2500.00,875.00,false,replacement
1188,247,,,received,,Oil Cooler Assy Orig,1,4500.00,4500.00,3150.00,false,replacement
1189,247,,,received,,Thrust Washer Std,1,450.00,450.00,315.00,false,replacement
1190,247,,,received,,Main Drive Pulley Orig,1,5700.00,5700.00,3990.00,false,replacement
1191,247,,,received,,Crankshaft Oil Seal,1,5600.00,5600.00,3920.00,false,replacement
1192,247,,,received,,Automatic Transmission Fluid (ATF),8,500.00,4000.00,350.00,false,standard
1193,247,,,received,,Engine Oil,8,50.00,400.00,35.00,false,standard
1194,248,715,,received,,Alternator,1,4500.00,4500.00,3150.00,false,replacement
1195,250,720,,received,,Pitman,1,900.00,900.00,630.00,false,replacement
1196,250,720,,received,,Center Post,1,800.00,800.00,560.00,false,replacement
1197,250,720,,received,,Handbrake Cable,1,2500.00,2500.00,1750.00,false,replacement
1198,251,726,,received,,Spark Plug,3,250.00,750.00,175.00,false,replacement
1199,251,726,,received,,Shock Mounting,2,1050.00,2100.00,735.00,false,replacement
1200,251,726,,received,,Tie Rod End,2,1200.00,2400.00,840.00,false,replacement
1201,251,726,,received,,Tie Rod End,2,1200.00,2400.00,840.00,false,replacement
1202,251,726,,received,,Air Filter,1,450.00,450.00,315.00,false,replacement
1203,251,726,,received,,Cabin Filter,1,450.00,450.00,315.00,false,replacement
1204,251,726,,received,,Oil Filter,1,350.00,350.00,245.00,false,replacement
1205,252,728,,received,,Drive / Fan Belt,1,1800.00,1800.00,1260.00,false,replacement
1206,252,728,,received,,Pulley Belt,2,1200.00,2400.00,840.00,false,replacement
1207,252,728,,received,,Alternator,1,7500.00,7500.00,5250.00,false,replacement
1208,253,732,,received,,Tensioner,1,2500.00,2500.00,1750.00,false,replacement
1209,253,732,,received,,Drive / Fan Belt,1,1800.00,1800.00,1260.00,false,replacement
1210,253,732,,received,,Air Filter,1,600.00,600.00,420.00,false,replacement
1211,253,732,,received,,Water Pump,1,2500.00,2500.00,1750.00,false,replacement
1212,253,732,,received,,Engine Coolant,4,150.00,600.00,105.00,false,standard
1213,253,732,,received,,Brake Cleaner,1,250.00,250.00,175.00,false,standard
1214,253,732,,received,,Automatic Transmission Fluid (ATF),4,450.00,1800.00,315.00,false,standard
1215,253,732,,received,,Brake Pads,1,1200.00,1200.00,840.00,false,replacement
1216,254,734,,received,,Automotive Light Bulb,2,350.00,700.00,245.00,false,replacement
1217,254,734,,received,,Socket,2,200.00,400.00,140.00,false,replacement
1218,255,737,,received,,Air Filter,1,700.00,700.00,490.00,false,replacement
1219,255,737,,received,,Oil Filter,1,650.00,650.00,455.00,false,replacement
1220,255,737,,received,,Engine Flusher,1,700.00,700.00,490.00,false,replacement
1221,255,737,,received,,Daphine Oil,8,450.00,3600.00,315.00,false,replacement
1222,256,740,,received,,Engine / Transmission Support,1,2500.00,2500.00,1750.00,false,replacement
1223,256,740,,received,,Psf,1,450.00,450.00,315.00,false,replacement
1224,256,740,,received,,Transmission Oil Seal,1,1200.00,1200.00,840.00,false,replacement
1225,256,740,,received,,Brake Fluid,1,350.00,350.00,245.00,false,standard
1226,257,741,,received,,Clutch Set,1,15500.00,15500.00,10850.00,false,replacement
1227,257,741,,received,,Release Bearing,1,1200.00,1200.00,840.00,false,replacement
1228,257,741,,received,,Gear / Differential Oil,3,650.00,1950.00,455.00,false,standard
1229,257,741,,received,,Plywheel,1,32000.00,32000.00,22400.00,false,replacement
1230,257,741,,received,,Pilot Bearing,1,300.00,300.00,210.00,false,replacement
1231,258,742,,received,,Clutch Disc,1,15500.00,15500.00,10850.00,false,replacement
1232,258,742,,received,,Release Bearing,1,1200.00,1200.00,840.00,false,replacement
1233,258,742,,received,,Gear / Differential Oil,3,650.00,1950.00,455.00,false,standard
1234,258,742,,received,,Plywheel,1,32000.00,32000.00,22400.00,false,replacement
1235,260,749,,received,,Engine Oil,4,350.00,1400.00,245.00,false,standard
1236,260,749,,received,,Air Filter,1,500.00,500.00,350.00,false,replacement
1237,260,749,,received,,Oil Filter,1,350.00,350.00,245.00,false,replacement
1238,260,749,,received,,Brake Cleaner,1,300.00,300.00,210.00,false,standard
1239,261,753,,received,,Engine Oil,4,350.00,1400.00,245.00,false,standard
1240,261,753,,received,,Air Filter,1,500.00,500.00,350.00,false,replacement
1241,261,753,,received,,Oil Filter,1,350.00,350.00,245.00,false,replacement
1242,261,753,,received,,Brake Cleaner,1,300.00,300.00,210.00,false,standard
1243,262,758,,received,,Automatic Transmission Fluid (ATF),6,380.00,2280.00,266.00,false,standard
1244,262,758,,received,,Psf,1,380.00,380.00,266.00,false,replacement
1245,262,758,,received,,Engine / Transmission Support,1,1800.00,1800.00,1260.00,false,replacement
1246,262,758,,received,,Transmission Oil Seal,1,850.00,850.00,595.00,false,replacement
1247,263,760,,received,,Air Filter,1,650.00,650.00,455.00,false,replacement
1248,263,760,,received,,Oil Filter,1,400.00,400.00,280.00,false,replacement
1249,263,760,,received,,Cabin Filter,1,750.00,750.00,525.00,false,replacement
1250,263,760,,received,,Engine Oil,8,450.00,3600.00,315.00,false,standard
1251,263,760,,received,,Brake Cleaner,1,250.00,250.00,175.00,false,standard
1252,264,763,,received,,Engine / Transmission Support,1,2500.00,2500.00,1750.00,false,replacement
1253,264,763,,received,,Automatic Transmission Fluid (ATF),6,450.00,2700.00,315.00,false,standard
1254,264,763,,received,,Psf,1,450.00,450.00,315.00,false,replacement
1255,264,763,,received,,Transmission Oil Seal,1,1200.00,1200.00,840.00,false,replacement
1256,265,765,,received,,Main Bearing,1,1200.00,1200.00,840.00,false,replacement
1257,265,765,,received,,Conrod Bearing,1,950.00,950.00,665.00,false,replacement
1258,265,765,,received,,Overhauling Gasket Set,1,2500.00,2500.00,1750.00,false,replacement
1259,265,765,,received,,Oil,4,350.00,1400.00,245.00,false,replacement
1260,265,765,,received,,Oil Filter,1,450.00,450.00,315.00,false,replacement
1261,265,765,,received,,RTV Silicone Gasket Maker,1,250.00,250.00,175.00,false,standard
1262,265,765,,received,,Copper Spray,1,1200.00,1200.00,840.00,false,replacement
1263,265,765,,received,,Distilled Water,1,100.00,100.00,70.00,false,replacement
1264,265,765,,received,,Engine Coolant,1,300.00,300.00,210.00,false,standard
1265,265,765,,received,,Liner,1,8000.00,8000.00,5600.00,false,replacement
1266,266,772,,received,,Brake Pads,1,2500.00,2500.00,1750.00,false,replacement
1267,266,772,,received,,Engine Oil,5,450.00,2250.00,315.00,false,standard
1268,266,772,,received,,Oil Filter,1,250.00,250.00,175.00,false,replacement
1269,266,772,,received,,Automatic Transmission Fluid (ATF),6,380.00,2280.00,266.00,false,standard
1270,266,772,,received,,Air Filter,1,300.00,300.00,210.00,false,replacement
1271,266,772,,received,,Spark Plug,4,200.00,800.00,140.00,false,replacement
1272,266,772,,received,,Carb / Throttle Cleaner,1,250.00,250.00,175.00,false,standard
1273,266,772,,received,,Brake Fluid,1,250.00,250.00,175.00,false,standard
1274,266,772,,received,,Right Engine Support,1,2200.00,2200.00,1540.00,false,replacement
1275,267,775,,received,,Crankshaft Oil Seal,1,1800.00,1800.00,1260.00,false,replacement
1276,267,775,,received,,Silicone,1,250.00,250.00,175.00,false,replacement
1277,268,776,,received,,Airflow,1,4500.00,4500.00,3150.00,false,replacement
1278,268,776,,received,,Fuel Filter,1,650.00,650.00,455.00,false,replacement
1279,269,781,,received,,Rack End,2,1200.00,2400.00,840.00,false,replacement
1280,269,781,,received,,The Rod,2,1500.00,3000.00,1050.00,false,replacement
1281,269,781,,received,,Stabilizer Link,2,1200.00,2400.00,840.00,false,replacement
1282,269,781,,received,,Stab. Bui Hng,2,350.00,700.00,245.00,false,replacement
