id,job_order_id,service_id,description_of_work,estimated_duration,actual_duration,estimated_hours,actual_hours,estimated_amount,actual_amount
634,221,3,Replace Fuel Filter,00:45:00,00:44:24,0.75,0.74,550,550
635,221,9,Cleaning EGR,03:30:00,04:21:36,3.50,4.36,4500,4500
636,221,51,Replace Valve Cover Gasket,01:45:00,01:57:36,1.75,1.96,3500,3500
637,221,41,Replace Water Pump,02:00:00,02:18:36,2.00,2.31,2500,2500
638,221,6,Fuel Injector Cleaning / Service,01:30:00,01:40:12,1.50,1.67,1500,1500
639,221,58,General Mechanical Inspection & Check-Up,00:30:00,00:31:48,0.50,0.53,500,500
640,222,1,Change Oil,00:45:00,00:43:48,0.75,0.73,800,800
641,222,14,Replace Brake Pads,01:00:00,00:53:24,1.00,0.89,1500,1500
642,222,18,Wheel Alignment,01:00:00,01:05:24,1.00,1.09,1000,1000
643,222,19,Wheel Balancing,00:30:00,00:35:24,0.50,0.59,1000,1000
644,223,1,Change Oil,00:45:00,00:45:36,0.75,0.76,1000,1000
645,223,14,Replace Brake Pads,01:00:00,01:00:00,1.00,1.00,1500,1500
646,223,3,Replace Fuel Filter,00:45:00,00:40:48,0.75,0.68,500,500
647,224,1,Change Oil,00:45:00,00:39:36,0.75,0.66,1000,1000
648,224,13,Brake Service & Cleaning,01:15:00,01:17:24,1.25,1.29,800,800
649,224,14,Replace Brake Pads,01:00:00,01:01:12,1.00,1.02,800,800
650,224,3,Replace Fuel Filter,00:45:00,00:39:36,0.75,0.66,550,550
651,225,1,Change Oil,00:45:00,00:46:48,0.75,0.78,1200,1200
652,225,12,Replace Spark Plugs,00:30:00,00:27:00,0.50,0.45,500,500
653,225,21,Replace Shock Absorbers,02:00:00,02:17:24,2.00,2.29,1800,1800
654,225,14,Replace Brake Pads,01:00:00,00:55:12,1.00,0.92,600,600
655,225,10,Throttle Body Cleaning,00:45:00,00:41:24,0.75,0.69,500,500
656,226,53,Top Overhaul,14:00:00,15:12:36,14.00,15.21,25000,25000
657,227,26,Overhaul / Replace Steering Rack & Pinion,04:00:00,04:12:36,4.00,4.21,4500,4500
658,228,21,Replace Shock Absorbers,02:00:00,02:27:00,2.00,2.45,1500,1500
659,228,23,Replace Tie Rod End,01:00:00,01:06:00,1.00,1.10,500,500
660,228,22,Replace Suspension Bushing,02:30:00,03:03:36,2.50,3.06,1500,1500
661,228,18,Wheel Alignment,01:00:00,01:09:00,1.00,1.15,950,950
662,229,26,Overhaul / Replace Steering Rack & Pinion,04:00:00,03:49:12,4.00,3.82,4500,4500
663,229,22,Replace Suspension Bushing,02:30:00,03:01:48,2.50,3.03,1500,1500
664,229,51,Replace Valve Cover Gasket,01:45:00,01:58:48,1.75,1.98,1500,1500
665,229,18,Wheel Alignment,01:00:00,01:15:00,1.00,1.25,2500,2500
666,230,26,Overhaul / Replace Steering Rack & Pinion,04:00:00,04:51:36,4.00,4.86,4500,4500
667,230,22,Replace Suspension Bushing,02:30:00,02:46:48,2.50,2.78,1500,1500
668,230,51,Replace Valve Cover Gasket,01:45:00,01:37:12,1.75,1.62,1500,1500
669,230,18,Wheel Alignment,01:00:00,00:51:00,1.00,0.85,2500,2500
670,231,1,Change Oil,00:45:00,00:40:12,0.75,0.67,800,800
671,231,3,Replace Fuel Filter,00:45:00,00:44:24,0.75,0.74,550,550
672,231,9,Cleaning EGR,03:30:00,03:26:24,3.50,3.44,4500,4500
673,231,51,Replace Valve Cover Gasket,01:45:00,01:53:24,1.75,1.89,3500,3500
674,231,41,Replace Water Pump,02:00:00,02:03:00,2.00,2.05,2500,2500
675,231,6,Fuel Injector Cleaning / Service,01:30:00,01:30:36,1.50,1.51,1500,1500
676,231,58,General Mechanical Inspection & Check-Up,00:30:00,00:31:48,0.50,0.53,500,500
677,232,24,Replace Rack End,01:15:00,01:08:24,1.25,1.14,4500,4500
678,232,22,Replace Suspension Bushing,02:30:00,02:53:24,2.50,2.89,1500,1500
679,232,51,Replace Valve Cover Gasket,01:45:00,02:11:24,1.75,2.19,1500,1500
680,232,18,Wheel Alignment,01:00:00,01:04:12,1.00,1.07,2500,2500
681,234,24,Replace Rack End,01:15:00,01:16:12,1.25,1.27,4500,4500
682,234,21,Replace Shock Absorbers,02:00:00,02:29:24,2.00,2.49,1200,1200
683,234,18,Wheel Alignment,01:00:00,00:55:12,1.00,0.92,950,950
684,234,22,Replace Suspension Bushing,02:30:00,02:33:36,2.50,2.56,3500,3500
685,235,18,Wheel Alignment,01:00:00,01:04:48,1.00,1.08,950,950
686,235,26,Overhaul / Replace Steering Rack & Pinion,04:00:00,04:54:00,4.00,4.90,4500,4500
687,235,22,Replace Suspension Bushing,02:30:00,02:15:00,2.50,2.25,1500,1500
688,235,51,Replace Valve Cover Gasket,01:45:00,01:36:00,1.75,1.60,1500,1500
689,237,1,Change Oil,00:45:00,00:52:48,0.75,0.88,600,600
690,237,12,Replace Spark Plugs,00:30:00,00:28:12,0.50,0.47,300,300
691,238,18,Wheel Alignment,01:00:00,01:01:48,1.00,1.03,950,950
692,238,33,Replace Axle Boot,01:00:00,01:04:48,1.00,1.08,1000,1000
693,238,29,Replace Stabilizer Link & Bushing,01:00:00,01:15:00,1.00,1.25,600,600
694,239,27,Replace Stabilizer Link,00:45:00,00:52:48,0.75,0.88,600,600
695,239,50,Replace Engine Support,01:30:00,01:25:48,1.50,1.43,550,550
696,239,22,Replace Suspension Bushing,02:30:00,02:13:48,2.50,2.23,1500,1500
697,239,21,Replace Shock Absorbers,02:00:00,01:53:24,2.00,1.89,1200,1200
698,240,1,Change Oil,00:45:00,00:53:24,0.75,0.89,800,800
699,240,13,Brake Service & Cleaning,01:15:00,01:11:24,1.25,1.19,800,800
700,242,58,General Mechanical Inspection & Check-Up,00:30:00,00:28:48,0.50,0.48,500,500
701,242,20,Tire Rotation & Balancing,00:45:00,00:52:12,0.75,0.87,300,300
702,242,20,Tire Rotation & Balancing,00:45:00,00:55:12,0.75,0.92,2500,2500
703,242,58,General Mechanical Inspection & Check-Up,00:30:00,00:33:00,0.50,0.55,2000,2000
704,243,53,Top Overhaul,14:00:00,13:49:12,14.00,13.82,15000,15000
705,244,1,Change Oil,00:45:00,00:49:12,0.75,0.82,600,600
706,244,13,Brake Service & Cleaning,01:15:00,01:33:00,1.25,1.55,800,800
707,244,36,Down Clutch / Pulldown Transmission,04:30:00,04:23:24,4.50,4.39,2800,2800
708,245,58,General Mechanical Inspection & Check-Up,00:30:00,00:35:24,0.50,0.59,800,800
709,246,1,Change Oil,00:45:00,00:47:24,0.75,0.79,800,800
710,246,13,Brake Service & Cleaning,01:15:00,01:33:36,1.25,1.56,800,800
711,246,3,Replace Fuel Filter,00:45:00,00:51:36,0.75,0.86,350,350
712,246,22,Replace Suspension Bushing,02:30:00,02:22:48,2.50,2.38,600,600
713,246,23,Replace Tie Rod End,01:00:00,01:09:36,1.00,1.16,1200,1200
714,246,18,Wheel Alignment,01:00:00,01:09:36,1.00,1.16,1000,1000
715,248,45,Alternator Repair / Replacement,01:30:00,01:38:24,1.50,1.64,1200,1200
716,249,16,Rotor Disc Refacing / Resurfacing,02:00:00,01:42:36,2.00,1.71,3000,3000
717,249,58,General Mechanical Inspection & Check-Up,00:30:00,00:34:48,0.50,0.58,2800,2800
718,250,1,Change Oil,00:45:00,00:55:48,0.75,0.93,800,800
719,250,13,Brake Service & Cleaning,01:15:00,01:25:12,1.25,1.42,800,800
720,250,3,Replace Fuel Filter,00:45:00,00:46:48,0.75,0.78,550,550
721,251,1,Change Oil,00:45:00,00:46:48,0.75,0.78,600,600
722,251,13,Brake Service & Cleaning,01:15:00,01:25:12,1.25,1.42,800,800
723,251,21,Replace Shock Absorbers,02:00:00,02:12:36,2.00,2.21,1200,1200
724,251,23,Replace Tie Rod End,01:00:00,00:58:12,1.00,0.97,1200,1200
725,251,12,Replace Spark Plugs,00:30:00,00:36:36,0.50,0.61,200,200
726,251,18,Wheel Alignment,01:00:00,01:07:48,1.00,1.13,800,800
727,252,47,Electrical System & Wiring Repair,01:30:00,01:38:24,1.50,1.64,1050,1050
728,252,48,Replace Fan Belt / Serpentine Belt,01:00:00,01:08:24,1.00,1.14,2500,2500
729,253,2,Change ATF / Transmission Fluid,00:45:00,00:52:12,0.75,0.87,650,650
730,253,13,Brake Service & Cleaning,01:15:00,01:31:48,1.25,1.53,800,800
731,253,39,Coolant Flush,00:45:00,00:39:36,0.75,0.66,350,350
732,253,45,Alternator Repair / Replacement,01:30:00,01:41:24,1.50,1.69,3500,3500
733,254,58,General Mechanical Inspection & Check-Up,00:30:00,00:34:48,0.50,0.58,6500,6500
734,254,47,Electrical System & Wiring Repair,01:30:00,01:22:12,1.50,1.37,600,600
735,255,1,Change Oil,00:45:00,00:45:00,0.75,0.75,850,850
736,255,13,Brake Service & Cleaning,01:15:00,01:06:00,1.25,1.10,1200,1200
737,255,5,Replace Cabin Filter,00:15:00,00:16:48,0.25,0.28,150,150
738,256,36,Down Clutch / Pulldown Transmission,04:30:00,05:31:48,4.50,5.53,35000,35000
739,256,16,Rotor Disc Refacing / Resurfacing,02:00:00,02:27:36,2.00,2.46,1800,1800
740,256,58,General Mechanical Inspection & Check-Up,00:30:00,00:34:48,0.50,0.58,600,600
741,257,36,Down Clutch / Pulldown Transmission,04:30:00,05:20:24,4.50,5.34,5500,5500
742,258,36,Down Clutch / Pulldown Transmission,04:30:00,04:01:48,4.50,4.03,5500,5500
743,259,54,General Engine Overhaul,23:59:59,23:59:59,24.00,30.00,28000,28000
744,259,58,General Mechanical Inspection & Check-Up,00:30:00,00:32:24,0.50,0.54,35000,35000
745,260,1,Change Oil,00:45:00,00:42:00,0.75,0.70,650,650
746,260,57,Wiper Linkage / Motor Repair,01:30:00,01:50:24,1.50,1.84,5800,5800
747,260,58,General Mechanical Inspection & Check-Up,00:30:00,00:34:48,0.50,0.58,6500,6500
748,260,13,Brake Service & Cleaning,01:15:00,01:06:00,1.25,1.10,800,800
749,260,58,General Mechanical Inspection & Check-Up,00:30:00,00:25:48,0.50,0.43,2000,2000
750,261,1,Change Oil,00:45:00,00:46:12,0.75,0.77,650,650
751,261,57,Wiper Linkage / Motor Repair,01:30:00,01:31:12,1.50,1.52,5800,5800
752,261,58,General Mechanical Inspection & Check-Up,00:30:00,00:27:36,0.50,0.46,6500,6500
753,261,13,Brake Service & Cleaning,01:15:00,01:08:24,1.25,1.14,800,800
754,262,36,Down Clutch / Pulldown Transmission,04:30:00,04:27:00,4.50,4.45,12000,12000
755,262,36,Down Clutch / Pulldown Transmission,04:30:00,04:31:48,4.50,4.53,850,850
756,262,52,Reseal Oil Pan / Crankcase,02:00:00,02:28:48,2.00,2.48,950,950
757,262,2,Change ATF / Transmission Fluid,00:45:00,00:39:00,0.75,0.65,1200,1200
758,262,36,Down Clutch / Pulldown Transmission,04:30:00,04:08:24,4.50,4.14,150,150
759,263,1,Change Oil,00:45:00,00:44:24,0.75,0.74,850,850
760,263,13,Brake Service & Cleaning,01:15:00,01:33:36,1.25,1.56,1200,1200
761,264,16,Rotor Disc Refacing / Resurfacing,02:00:00,01:57:36,2.00,1.96,3500,3500
762,264,36,Down Clutch / Pulldown Transmission,04:30:00,03:55:12,4.50,3.92,1800,1800
763,264,58,General Mechanical Inspection & Check-Up,00:30:00,00:25:48,0.50,0.43,600,600
764,265,54,General Engine Overhaul,23:59:59,23:59:59,24.00,29.57,18000,18000
765,265,54,General Engine Overhaul,23:59:59,23:30:00,24.00,23.50,22000,22000
766,266,16,Rotor Disc Refacing / Resurfacing,02:00:00,02:27:00,2.00,2.45,4000,4000
767,266,1,Change Oil,00:45:00,00:55:12,0.75,0.92,650,650
768,266,2,Change ATF / Transmission Fluid,00:45:00,00:53:24,0.75,0.89,650,650
769,266,12,Replace Spark Plugs,00:30:00,00:25:48,0.50,0.43,400,400
770,266,10,Throttle Body Cleaning,00:45:00,00:52:12,0.75,0.87,800,800
771,266,17,Brake Master / Wheel Cylinder Overhaul,01:30:00,01:36:36,1.50,1.61,1200,1200
772,266,50,Replace Engine Support,01:30:00,01:39:36,1.50,1.66,1200,1200
773,267,36,Down Clutch / Pulldown Transmission,04:30:00,04:16:48,4.50,4.28,8500,8500
774,267,52,Reseal Oil Pan / Crankcase,02:00:00,02:23:24,2.00,2.39,2500,2500
775,267,54,General Engine Overhaul,23:59:59,23:59:59,24.00,25.02,3500,3500
776,268,58,General Mechanical Inspection & Check-Up,00:30:00,00:26:24,0.50,0.44,350,350
777,269,26,Overhaul / Replace Steering Rack & Pinion,04:00:00,04:03:00,4.00,4.05,4500,4500
778,269,22,Replace Suspension Bushing,02:30:00,03:05:24,2.50,3.09,3500,3500
779,269,18,Wheel Alignment,01:00:00,00:51:00,1.00,0.85,800,800
780,269,27,Replace Stabilizer Link,00:45:00,00:48:36,0.75,0.81,600,600
781,269,28,Replace Stabilizer Bushing,00:45:00,00:54:36,0.75,0.91,600,600
782,270,1,Change Oil,00:45:00,00:51:36,0.75,0.86,650,650
783,270,13,Brake Service & Cleaning,01:15:00,01:07:48,1.25,1.13,1200,1200
784,270,17,Brake Master / Wheel Cylinder Overhaul,01:30:00,01:36:36,1.50,1.61,1200,1200
785,270,3,Replace Fuel Filter,00:45:00,00:52:12,0.75,0.87,800,800
786,271,1,Change Oil,00:45:00,00:46:12,0.75,0.77,650,650
787,271,13,Brake Service & Cleaning,01:15:00,01:28:12,1.25,1.47,1200,1200
788,271,17,Brake Master / Wheel Cylinder Overhaul,01:30:00,01:32:24,1.50,1.54,1200,1200
789,271,3,Replace Fuel Filter,00:45:00,00:43:48,0.75,0.73,800,800
790,272,49,Replace Timing Belt / Chain,04:00:00,03:55:12,4.00,3.92,3500,3500
791,272,52,Reseal Oil Pan / Crankcase,02:00:00,01:55:12,2.00,1.92,2800,2800
792,272,22,Replace Suspension Bushing,02:30:00,02:07:48,2.50,2.13,1800,1800
793,272,51,Replace Valve Cover Gasket,01:45:00,01:59:24,1.75,1.99,1200,1200
794,273,16,Rotor Disc Refacing / Resurfacing,02:00:00,02:03:00,2.00,2.05,4000,4000
795,273,1,Change Oil,00:45:00,00:52:12,0.75,0.87,650,650
796,273,2,Change ATF / Transmission Fluid,00:45:00,00:51:36,0.75,0.86,650,650
797,273,12,Replace Spark Plugs,00:30:00,00:26:24,0.50,0.44,400,400
798,273,10,Throttle Body Cleaning,00:45:00,00:39:00,0.75,0.65,800,800
799,273,17,Brake Master / Wheel Cylinder Overhaul,01:30:00,01:45:36,1.50,1.76,1200,1200
800,273,50,Replace Engine Support,01:30:00,01:39:00,1.50,1.65,1200,1200
801,273,13,Brake Service & Cleaning,01:15:00,01:32:24,1.25,1.54,1500,1500
802,274,6,Fuel Injector Cleaning / Service,01:30:00,01:42:36,1.50,1.71,2500,2500
803,274,13,Brake Service & Cleaning,01:15:00,01:30:36,1.25,1.51,450,450
804,274,58,General Mechanical Inspection & Check-Up,00:30:00,00:33:00,0.50,0.55,4000,4000
805,275,8,Intake Manifold Cleaning & Reseal,02:00:00,02:29:24,2.00,2.49,1500,1500
806,275,35,Power Steering Pump Overhaul / Replacement,02:00:00,02:25:12,2.00,2.42,350,350
807,275,17,Brake Master / Wheel Cylinder Overhaul,01:30:00,01:25:12,1.50,1.42,350,350
808,275,36,Down Clutch / Pulldown Transmission,04:30:00,03:57:36,4.50,3.96,250,250
809,277,1,Change Oil,00:45:00,00:39:00,0.75,0.65,650,650
810,277,13,Brake Service & Cleaning,01:15:00,01:09:36,1.25,1.16,800,800
811,277,12,Replace Spark Plugs,00:30:00,00:28:12,0.50,0.47,200,200
812,278,6,Fuel Injector Cleaning / Service,01:30:00,01:42:00,1.50,1.70,3500,3500
813,278,13,Brake Service & Cleaning,01:15:00,01:21:36,1.25,1.36,450,450
814,278,16,Rotor Disc Refacing / Resurfacing,02:00:00,02:26:24,2.00,2.44,4000,4000
815,279,37,Air Conditioning Cleaning & Freon Charge,03:00:00,02:37:12,3.00,2.62,3500,3500
816,279,58,General Mechanical Inspection & Check-Up,00:30:00,00:25:48,0.50,0.43,500,500
817,279,47,Electrical System & Wiring Repair,01:30:00,01:28:48,1.50,1.48,3500,3500
818,280,1,Change Oil,00:45:00,00:45:36,0.75,0.76,850,850
819,280,2,Change ATF / Transmission Fluid,00:45:00,00:44:24,0.75,0.74,650,650
820,280,58,General Mechanical Inspection & Check-Up,00:30:00,00:33:00,0.50,0.55,1200,1200
821,280,58,General Mechanical Inspection & Check-Up,00:30:00,00:29:24,0.50,0.49,650,650
822,280,54,General Engine Overhaul,23:59:59,23:59:59,24.00,27.29,3500,3500
823,280,58,General Mechanical Inspection & Check-Up,00:30:00,00:32:24,0.50,0.54,800,800
824,281,1,Change Oil,00:45:00,00:41:24,0.75,0.69,850,850
825,281,2,Change ATF / Transmission Fluid,00:45:00,00:44:24,0.75,0.74,650,650
826,281,58,General Mechanical Inspection & Check-Up,00:30:00,00:28:48,0.50,0.48,1200,1200
827,281,58,General Mechanical Inspection & Check-Up,00:30:00,00:28:48,0.50,0.48,600,600
828,281,54,General Engine Overhaul,23:59:59,22:39:00,24.00,22.65,3500,3500
829,281,13,Brake Service & Cleaning,01:15:00,01:30:00,1.25,1.50,1200,1200
830,281,36,Down Clutch / Pulldown Transmission,04:30:00,04:30:00,4.50,4.50,800,800
831,282,53,Top Overhaul,14:00:00,16:26:24,14.00,16.44,25000,25000
832,282,54,General Engine Overhaul,23:59:59,23:59:59,24.00,26.97,25000,25000
833,283,54,General Engine Overhaul,23:59:59,23:59:59,24.00,27.42,35000,35000
834,283,54,General Engine Overhaul,23:59:59,23:59:59,24.00,25.51,35000,35000
835,286,54,General Engine Overhaul,23:59:59,20:31:48,24.00,20.53,25000,25000
836,286,54,General Engine Overhaul,23:59:59,23:59:59,24.00,27.94,25000,25000
837,286,36,Down Clutch / Pulldown Transmission,04:30:00,03:51:00,4.50,3.85,8500,8500
838,288,48,Replace Fan Belt / Serpentine Belt,01:00:00,01:10:48,1.00,1.18,1800,1800
839,289,48,Replace Fan Belt / Serpentine Belt,01:00:00,01:05:24,1.00,1.09,1800,1800
840,289,38,Replace A/C Compressor,02:30:00,02:17:24,2.50,2.29,3500,3500
841,289,13,Brake Service & Cleaning,01:15:00,01:29:24,1.25,1.49,800,800
842,289,37,Air Conditioning Cleaning & Freon Charge,03:00:00,03:21:36,3.00,3.36,500,500
843,293,52,Reseal Oil Pan / Crankcase,02:00:00,02:12:00,2.00,2.20,2500,2500
844,293,50,Replace Engine Support,01:30:00,01:17:24,1.50,1.29,4500,4500
845,294,1,Change Oil,00:45:00,00:39:00,0.75,0.65,650,650
846,294,13,Brake Service & Cleaning,01:15:00,01:14:24,1.25,1.24,800,800
847,294,32,Replace CV Joint,01:30:00,01:38:24,1.50,1.64,2000,2000
848,296,1,Change Oil,00:45:00,00:47:24,0.75,0.79,650,650
849,296,13,Brake Service & Cleaning,01:15:00,01:07:48,1.25,1.13,800,800
850,296,31,Replace Wheel Bearing,01:30:00,01:33:00,1.50,1.55,2000,2000
851,296,55,Sliding Door Repair / Mechanism,01:30:00,01:48:00,1.50,1.80,3500,3500
852,296,57,Wiper Linkage / Motor Repair,01:30:00,01:42:36,1.50,1.71,4500,4500
853,297,1,Change Oil,00:45:00,00:49:48,0.75,0.83,650,650
854,297,13,Brake Service & Cleaning,01:15:00,01:12:00,1.25,1.20,800,800
855,297,31,Replace Wheel Bearing,01:30:00,01:33:00,1.50,1.55,2000,2000
856,297,55,Sliding Door Repair / Mechanism,01:30:00,01:21:36,1.50,1.36,1500,1500
857,297,57,Wiper Linkage / Motor Repair,01:30:00,01:51:36,1.50,1.86,4000,4000
858,297,55,Sliding Door Repair / Mechanism,01:30:00,01:40:12,1.50,1.67,1500,1500
859,298,16,Rotor Disc Refacing / Resurfacing,02:00:00,01:45:00,2.00,1.75,3500,3500
860,298,58,General Mechanical Inspection & Check-Up,00:30:00,00:28:12,0.50,0.47,2000,2000
861,299,16,Rotor Disc Refacing / Resurfacing,02:00:00,02:12:36,2.00,2.21,3500,3500
862,300,16,Rotor Disc Refacing / Resurfacing,02:00:00,02:21:36,2.00,2.36,3500,3500
863,301,1,Change Oil,00:45:00,00:48:36,0.75,0.81,500,500
864,301,13,Brake Service & Cleaning,01:15:00,01:33:36,1.25,1.56,800,800
865,301,34,Replace CV Joint & Axle Boot,01:45:00,02:06:00,1.75,2.10,1500,1500
866,301,55,Sliding Door Repair / Mechanism,01:30:00,01:49:48,1.50,1.83,3000,3000
867,301,57,Wiper Linkage / Motor Repair,01:30:00,01:42:36,1.50,1.71,4000,4000
868,301,47,Electrical System & Wiring Repair,01:30:00,01:34:12,1.50,1.57,8000,8000
869,302,16,Rotor Disc Refacing / Resurfacing,02:00:00,02:09:00,2.00,2.15,1500,1500
870,302,13,Brake Service & Cleaning,01:15:00,01:27:00,1.25,1.45,800,800
871,303,1,Change Oil,00:45:00,00:54:00,0.75,0.90,500,500
872,303,13,Brake Service & Cleaning,01:15:00,01:19:12,1.25,1.32,800,800
873,303,55,Sliding Door Repair / Mechanism,01:30:00,01:16:48,1.50,1.28,3000,3000
874,303,57,Wiper Linkage / Motor Repair,01:30:00,01:47:24,1.50,1.79,4000,4000
875,303,47,Electrical System & Wiring Repair,01:30:00,01:45:00,1.50,1.75,8000,8000
876,304,1,Change Oil,00:45:00,00:40:12,0.75,0.67,650,650
877,304,13,Brake Service & Cleaning,01:15:00,01:10:12,1.25,1.17,800,800
878,304,34,Replace CV Joint & Axle Boot,01:45:00,01:32:24,1.75,1.54,2000,2000
879,304,55,Sliding Door Repair / Mechanism,01:30:00,01:35:24,1.50,1.59,3000,3000
880,304,57,Wiper Linkage / Motor Repair,01:30:00,01:49:48,1.50,1.83,4000,4000
881,304,47,Electrical System & Wiring Repair,01:30:00,01:34:12,1.50,1.57,8000,8000
882,306,49,Replace Timing Belt / Chain,04:00:00,04:59:24,4.00,4.99,2000,2000
883,306,48,Replace Fan Belt / Serpentine Belt,01:00:00,00:55:48,1.00,0.93,1500,1500
884,306,36,Down Clutch / Pulldown Transmission,04:30:00,04:57:36,4.50,4.96,350,350
885,306,36,Down Clutch / Pulldown Transmission,04:30:00,05:31:48,4.50,5.53,1500,1500
886,307,22,Replace Suspension Bushing,02:30:00,02:24:36,2.50,2.41,1800,1800
887,307,21,Replace Shock Absorbers,02:00:00,02:04:48,2.00,2.08,1200,1200
888,307,22,Replace Suspension Bushing,02:30:00,03:00:36,2.50,3.01,8500,8500
889,307,39,Coolant Flush,00:45:00,00:47:24,0.75,0.79,350,350
890,307,10,Throttle Body Cleaning,00:45:00,00:42:00,0.75,0.70,500,500
891,307,12,Replace Spark Plugs,00:30:00,00:32:24,0.50,0.54,300,300
892,307,48,Replace Fan Belt / Serpentine Belt,01:00:00,01:04:12,1.00,1.07,800,800
893,307,16,Rotor Disc Refacing / Resurfacing,02:00:00,01:52:48,2.00,1.88,3000,3000
894,308,22,Replace Suspension Bushing,02:30:00,02:49:48,2.50,2.83,1800,1800
895,308,21,Replace Shock Absorbers,02:00:00,02:03:00,2.00,2.05,1200,1200
896,308,39,Coolant Flush,00:45:00,00:51:00,0.75,0.85,350,350
897,308,10,Throttle Body Cleaning,00:45:00,00:38:24,0.75,0.64,500,500
898,308,12,Replace Spark Plugs,00:30:00,00:33:36,0.50,0.56,300,300
899,308,48,Replace Fan Belt / Serpentine Belt,01:00:00,01:04:12,1.00,1.07,800,800
900,308,16,Rotor Disc Refacing / Resurfacing,02:00:00,01:54:36,2.00,1.91,2800,2800
901,308,18,Wheel Alignment,01:00:00,00:51:36,1.00,0.86,800,800
902,310,1,Change Oil,00:45:00,00:42:36,0.75,0.71,650,650
903,310,13,Brake Service & Cleaning,01:15:00,01:18:00,1.25,1.30,800,800
904,310,3,Replace Fuel Filter,00:45:00,00:46:48,0.75,0.78,450,450
905,311,53,Top Overhaul,14:00:00,16:41:24,14.00,16.69,15000,15000
906,311,16,Rotor Disc Refacing / Resurfacing,02:00:00,02:06:36,2.00,2.11,4500,4500
907,312,1,Change Oil,00:45:00,00:55:48,0.75,0.93,650,650
908,312,13,Brake Service & Cleaning,01:15:00,01:31:12,1.25,1.52,800,800
909,312,12,Replace Spark Plugs,00:30:00,00:25:48,0.50,0.43,350,350
910,312,43,Engine Diagnostics & Electrical Scan,00:45:00,00:53:24,0.75,0.89,1500,1500
911,313,13,Brake Service & Cleaning,01:15:00,01:29:24,1.25,1.49,800,800
912,315,22,Replace Suspension Bushing,02:30:00,02:30:00,2.50,2.50,8000,8000
913,315,22,Replace Suspension Bushing,02:30:00,02:38:24,2.50,2.64,800,800
914,315,18,Wheel Alignment,01:00:00,01:12:00,1.00,1.20,1500,1500
915,316,58,General Mechanical Inspection & Check-Up,00:30:00,00:29:24,0.50,0.49,1500,1500
916,316,53,Top Overhaul,14:00:00,17:29:24,14.00,17.49,15000,15000
917,316,31,Replace Wheel Bearing,01:30:00,01:25:48,1.50,1.43,1500,1500
918,316,16,Rotor Disc Refacing / Resurfacing,02:00:00,01:49:12,2.00,1.82,4500,4500
919,317,37,Air Conditioning Cleaning & Freon Charge,03:00:00,03:08:24,3.00,3.14,2500,2500
920,317,38,Replace A/C Compressor,02:30:00,02:19:48,2.50,2.33,3500,3500
921,317,58,General Mechanical Inspection & Check-Up,00:30:00,00:32:24,0.50,0.54,1000,1000
922,319,22,Replace Suspension Bushing,02:30:00,02:51:00,2.50,2.85,800,800
923,319,30,Replace Ball Joint,01:15:00,01:07:12,1.25,1.12,1200,1200
924,319,23,Replace Tie Rod End,01:00:00,01:09:00,1.00,1.15,1000,1000
925,319,22,Replace Suspension Bushing,02:30:00,02:37:48,2.50,2.63,2000,2000
926,319,27,Replace Stabilizer Link,00:45:00,00:49:12,0.75,0.82,600,600
927,319,22,Replace Suspension Bushing,02:30:00,02:43:48,2.50,2.73,800,800
928,319,18,Wheel Alignment,01:00:00,01:04:48,1.00,1.08,800,800
929,319,18,Wheel Alignment,01:00:00,01:00:00,1.00,1.00,2500,2500
930,320,26,Overhaul / Replace Steering Rack & Pinion,04:00:00,04:43:12,4.00,4.72,3500,3500
931,320,45,Alternator Repair / Replacement,01:30:00,01:18:00,1.50,1.30,1800,1800
932,320,18,Wheel Alignment,01:00:00,01:12:36,1.00,1.21,800,800
933,321,1,Change Oil,00:45:00,00:53:24,0.75,0.89,650,650
934,321,13,Brake Service & Cleaning,01:15:00,01:08:24,1.25,1.14,800,800
935,321,22,Replace Suspension Bushing,02:30:00,02:36:36,2.50,2.61,8500,8500
936,321,18,Wheel Alignment,01:00:00,01:10:48,1.00,1.18,800,800
937,321,22,Replace Suspension Bushing,02:30:00,02:19:12,2.50,2.32,1500,1500
938,321,31,Replace Wheel Bearing,01:30:00,01:35:24,1.50,1.59,600,600
939,321,2,Change ATF / Transmission Fluid,00:45:00,00:41:24,0.75,0.69,550,550
940,322,1,Change Oil,00:45:00,00:48:00,0.75,0.80,650,650
941,322,13,Brake Service & Cleaning,01:15:00,01:04:48,1.25,1.08,800,800
942,323,1,Change Oil,00:45:00,00:47:24,0.75,0.79,650,650
943,323,13,Brake Service & Cleaning,01:15:00,01:14:24,1.25,1.24,800,800
944,323,26,Overhaul / Replace Steering Rack & Pinion,04:00:00,04:09:00,4.00,4.15,8500,8500
945,323,18,Wheel Alignment,01:00:00,00:54:36,1.00,0.91,800,800
946,323,22,Replace Suspension Bushing,02:30:00,02:24:00,2.50,2.40,1500,1500
947,323,31,Replace Wheel Bearing,01:30:00,01:51:00,1.50,1.85,1200,1200
948,324,47,Electrical System & Wiring Repair,01:30:00,01:39:36,1.50,1.66,2500,2500
949,325,1,Change Oil,00:45:00,00:48:36,0.75,0.81,700,700
950,325,58,General Mechanical Inspection & Check-Up,00:30:00,00:25:48,0.50,0.43,700,700
