id,employee_id,shop_id,branch,location,rank,base_salary,commission_percent,jobs_capacity,color
363,364,6,North Branch,Makati City,Junior,16155.05,5.86,1,#F0FF33
364,365,9,Main Branch,Pasig City,Junior,29502.33,9.91,3,#F0FF33
365,366,8,East Branch,Makati City,Senior,44457.12,3.24,4,#33FF57
366,367,4,East Branch,Taguig,Senior,22597.84,2.52,4,#F0FF33
367,368,4,West Branch,Quezon City,Junior,32725.08,2.85,2,#3357FF
368,369,2,West Branch,Manila,Senior,21047.94,1.62,3,#3357FF
369,370,1,Main Branch,Makati City,Lead,42016.62,6.92,4,#33FFF0
370,371,5,East Branch,Pasig City,Mid-Level,26401.96,8.75,3,#FF5733
371,372,9,South Branch,Quezon City,Junior,47284.02,2.69,3,#33FFF0
372,373,8,Main Branch,Taguig,Senior,19818.09,3.59,2,#33FFF0
373,374,8,Main Branch,Quezon City,Junior,36712.47,9.18,3,#3357FF
374,375,8,South Branch,Quezon City,Mid-Level,41221.47,6.61,3,#33FFF0
375,376,10,West Branch,Manila,Junior,18679.25,6.16,2,#33FF57
376,377,6,North Branch,Makati City,Mid-Level,17899.16,6.56,1,#33FF57
377,378,6,East Branch,Pasig City,Mid-Level,16699.14,2.58,3,#F0FF33
378,379,2,South Branch,Quezon City,Mid-Level,28112.58,6.21,4,#3357FF
379,380,2,West Branch,Quezon City,Mid-Level,35683.80,1.44,3,#F0FF33
380,381,2,East Branch,Quezon City,Lead,32919.32,2.35,3,#3357FF
381,382,3,South Branch,Makati City,Junior,17457.81,3.78,4,#F033FF
382,383,6,Main Branch,Manila,Junior,26645.62,8.73,4,#FF5733
383,384,4,Main Branch,Pasig City,Senior,44159.62,8.82,4,#33FF57
384,385,8,East Branch,Pasig City,Lead,46938.27,6.68,3,#33FF57
385,386,2,Main Branch,Makati City,Senior,19238.12,6.76,4,#FF5733
386,387,6,Main Branch,Pasig City,Senior,30152.53,7.48,2,#33FFF0
387,388,4,Main Branch,Pasig City,Senior,44591.99,7.03,2,#3357FF
388,389,2,South Branch,Makati City,Mid-Level,36226.82,7.75,4,#F033FF
389,390,4,West Branch,Makati City,Junior,29779.19,3.38,4,#33FF57
390,391,4,North Branch,Pasig City,Junior,40557.58,5.51,1,#FF5733
391,392,5,East Branch,Manila,Mid-Level,30629.54,5.51,3,#3357FF
392,393,1,East Branch,Pasig City,Junior,42716.48,6.17,4,#FF5733
393,394,10,West Branch,Makati City,Senior,15515.39,5.91,2,#33FFF0
394,395,2,West Branch,Manila,Junior,20456.44,1.76,4,#33FF57
395,396,9,East Branch,Makati City,Mid-Level,19380.74,5.47,2,#33FFF0
396,397,1,West Branch,Makati City,Senior,29658.76,7.71,2,#3357FF
397,398,7,North Branch,Manila,Junior,26784.42,3.08,3,#33FFF0
398,399,3,North Branch,Manila,Mid-Level,22612.09,6.64,1,#FF5733
399,400,4,East Branch,Makati City,Mid-Level,42101.64,6.39,2,#F033FF
400,401,2,North Branch,Quezon City,Mid-Level,37217.73,7.47,2,#3357FF
401,402,4,West Branch,Quezon City,Lead,35316.13,7.14,3,#33FFF0
402,403,5,Main Branch,Quezon City,Lead,49671.14,4.27,3,#33FFF0
403,404,6,North Branch,Pasig City,Mid-Level,22788.38,9.28,4,#FF5733
404,405,6,North Branch,Taguig,Junior,24096.99,6.07,1,#F033FF
405,406,1,West Branch,Quezon City,Junior,29710.43,4.17,1,#F033FF
406,407,6,South Branch,Quezon City,Mid-Level,44987.30,6.10,4,#F033FF
407,408,1,East Branch,Quezon City,Mid-Level,19834.43,3.97,1,#33FF57
408,409,7,West Branch,Pasig City,Junior,49111.53,6.44,4,#FF5733
409,410,2,South Branch,Pasig City,Lead,30171.47,7.42,2,#33FFF0
410,411,2,North Branch,Pasig City,Senior,41617.64,1.48,2,#F033FF
411,412,7,Main Branch,Makati City,Junior,49937.52,3.47,4,#33FF57
412,413,7,South Branch,Pasig City,Junior,35783.09,2.78,4,#3357FF
413,414,7,North Branch,Makati City,Senior,44987.97,2.96,2,#F033FF
414,415,4,East Branch,Manila,Lead,36661.18,6.88,2,#F033FF
415,416,2,North Branch,Taguig,Senior,49201.94,5.52,1,#F033FF
416,417,8,East Branch,Quezon City,Junior,47172.38,5.49,4,#33FFF0
417,418,3,North Branch,Taguig,Junior,29435.76,9.18,4,#FF5733
418,419,2,North Branch,Quezon City,Junior,43725.48,8.56,2,#F0FF33
419,420,4,Main Branch,Taguig,Mid-Level,32836.56,1.54,1,#F0FF33
420,421,1,South Branch,Manila,Mid-Level,24113.19,6.71,4,#F0FF33
421,422,1,North Branch,Makati City,Lead,24140.78,9.53,2,#33FF57
422,423,1,West Branch,Taguig,Mid-Level,41540.06,4.58,1,#33FFF0
423,424,7,Main Branch,Quezon City,Senior,21542.96,7.14,4,#F033FF
424,425,7,North Branch,Quezon City,Senior,46964.09,2.47,1,#33FF57
425,426,7,West Branch,Quezon City,Junior,42901.91,4.18,1,#F0FF33
426,427,4,North Branch,Pasig City,Senior,49350.13,1.45,2,#F033FF
427,428,10,North Branch,Makati City,Mid-Level,28682.30,6.89,1,#3357FF
428,429,2,East Branch,Quezon City,Lead,22233.43,1.89,1,#3357FF
429,430,4,Main Branch,Taguig,Junior,41560.86,9.63,3,#3357FF
430,431,3,North Branch,Pasig City,Senior,48591.02,8.07,4,#F033FF
431,432,10,North Branch,Manila,Lead,33505.57,3.05,4,#F033FF
432,433,9,South Branch,Quezon City,Senior,33440.08,2.85,4,#3357FF
433,434,10,East Branch,Manila,Senior,19397.07,6.06,2,#F033FF
434,435,8,South Branch,Quezon City,Junior,42479.79,5.60,3,#F033FF
435,436,6,Main Branch,Makati City,Lead,18022.94,3.72,3,#33FF57
436,437,4,North Branch,Quezon City,Senior,45684.36,5.29,3,#33FF57
437,438,10,West Branch,Quezon City,Junior,45831.75,8.81,4,#FF5733
438,439,7,South Branch,Quezon City,Lead,29679.55,6.36,3,#33FFF0
439,440,5,West Branch,Makati City,Mid-Level,24725.19,4.05,2,#33FFF0
440,441,2,North Branch,Quezon City,Mid-Level,20611.77,5.20,2,#33FFF0
441,442,3,West Branch,Quezon City,Mid-Level,37409.98,8.91,3,#3357FF
442,443,5,South Branch,Pasig City,Lead,22709.08,7.30,4,#F0FF33
443,444,9,South Branch,Taguig,Mid-Level,25545.08,9.43,1,#33FF57
444,445,4,East Branch,Taguig,Junior,31415.07,7.93,1,#F033FF
445,446,6,East Branch,Pasig City,Junior,17140.47,2.40,1,#F033FF
446,447,9,Main Branch,Taguig,Mid-Level,29673.81,6.70,1,#F033FF
447,448,6,South Branch,Quezon City,Senior,43624.27,3.47,4,#33FFF0
448,449,8,Main Branch,Manila,Senior,33116.55,9.50,2,#F0FF33
449,450,2,Main Branch,Manila,Mid-Level,32315.15,3.05,3,#33FFF0
450,451,1,South Branch,Pasig City,Mid-Level,40028.71,4.54,3,#F033FF
451,452,9,West Branch,Quezon City,Senior,26663.98,4.51,4,#F033FF
452,453,6,Main Branch,Makati City,Mid-Level,45210.67,5.32,2,#33FF57
453,454,6,South Branch,Taguig,Senior,45512.17,6.83,2,#33FF57
454,455,5,Main Branch,Taguig,Junior,37968.19,8.32,2,#3357FF
455,456,10,West Branch,Manila,Mid-Level,16526.87,7.80,4,#3357FF
456,457,7,East Branch,Makati City,Junior,17010.46,9.29,4,#FF5733
457,458,6,South Branch,Taguig,Junior,25352.74,1.05,3,#F0FF33
458,459,1,South Branch,Pasig City,Lead,46351.96,1.97,1,#F033FF
459,460,2,Main Branch,Makati City,Lead,49589.19,7.02,2,#33FFF0
460,461,10,North Branch,Quezon City,Senior,38095.55,6.34,4,#33FF57
461,462,8,East Branch,Pasig City,Senior,36718.92,8.56,2,#FF5733
462,463,4,West Branch,Makati City,Junior,17552.26,4.21,2,#33FFF0
463,464,10,North Branch,Manila,Lead,40148.26,7.32,3,#33FFF0
464,465,2,North Branch,Makati City,Mid-Level,40065.30,6.45,3,#33FF57
465,466,6,East Branch,Quezon City,Mid-Level,23407.63,7.45,2,#F0FF33
466,467,1,West Branch,Quezon City,Mid-Level,38797.22,4.88,2,#33FF57
467,468,3,East Branch,Pasig City,Lead,39723.46,3.18,2,#FF5733
468,469,2,West Branch,Quezon City,Lead,18666.50,8.59,4,#F0FF33
469,470,6,Main Branch,Manila,Mid-Level,28122.38,1.57,1,#FF5733
470,471,10,East Branch,Quezon City,Mid-Level,41491.96,8.38,1,#33FFF0
471,472,5,Main Branch,Makati City,Senior,15449.50,4.17,4,#33FFF0
472,473,8,North Branch,Quezon City,Lead,17869.57,8.37,2,#3357FF
473,474,10,West Branch,Taguig,Junior,49596.17,3.96,3,#33FF57
474,475,2,North Branch,Makati City,Senior,41599.99,3.74,4,#3357FF
475,476,7,East Branch,Manila,Senior,30506.87,5.75,4,#33FFF0
476,477,8,East Branch,Manila,Lead,48699.56,6.01,1,#33FFF0
477,478,8,South Branch,Taguig,Mid-Level,24951.29,1.62,1,#33FFF0
478,479,8,North Branch,Makati City,Lead,44971.55,5.70,4,#FF5733
479,480,1,Main Branch,Taguig,Senior,48722.84,3.46,3,#FF5733
480,481,8,West Branch,Makati City,Senior,35009.41,3.80,4,#33FF57
481,482,3,North Branch,Makati City,Mid-Level,22351.68,4.41,2,#33FFF0
482,483,6,Main Branch,Makati City,Senior,46867.27,7.47,1,#FF5733
483,484,9,East Branch,Makati City,Senior,49644.13,8.58,4,#F033FF
484,485,7,East Branch,Manila,Senior,18665.69,6.82,4,#3357FF
485,486,6,Main Branch,Makati City,Mid-Level,28546.75,5.61,3,#F033FF
486,487,10,East Branch,Manila,Junior,15685.63,1.29,4,#3357FF
487,488,10,South Branch,Quezon City,Senior,18251.63,9.24,4,#FF5733
488,489,4,North Branch,Pasig City,Senior,38357.28,9.00,2,#F0FF33
489,490,4,North Branch,Makati City,Junior,48745.17,5.38,1,#FF5733
490,491,5,Main Branch,Taguig,Lead,36856.25,1.28,1,#FF5733
491,492,5,North Branch,Manila,Junior,36771.91,6.33,4,#F033FF
492,493,5,Main Branch,Manila,Senior,31513.86,5.97,1,#FF5733
493,494,2,West Branch,Taguig,Senior,32581.72,3.04,3,#F033FF
494,495,7,East Branch,Taguig,Senior,23236.48,1.56,3,#FF5733
495,496,2,South Branch,Taguig,Mid-Level,49071.90,2.04,2,#F033FF
496,497,8,South Branch,Manila,Junior,45028.91,9.01,1,#F0FF33
497,498,10,South Branch,Quezon City,Lead,22322.94,5.91,4,#3357FF
498,499,5,West Branch,Quezon City,Junior,30271.92,5.47,2,#F0FF33
499,500,5,North Branch,Quezon City,Lead,21209.31,7.74,4,#FF5733
