id,customer_user_id,assigned_employee_id,reference_type,reference_id,session_status,started_at,last_activity_at
280,318,4,service_ticket,355,waiting_for_admin,2026-02-02 02:35:41.312132,2026-02-10 02:35:41.312132
281,347,429,service_ticket,6,waiting_for_admin,2026-07-27 02:35:41.312132,2026-08-11 02:35:41.312132
282,465,436,service_ticket,177,admin_handling,2025-11-27 02:35:41.312132,2025-12-02 02:35:41.312132
283,267,268,service_ticket,443,bot_handling,2026-07-28 02:35:41.312132,2026-08-03 02:35:41.312132
284,456,117,service_ticket,421,admin_handling,2026-04-13 02:35:41.312132,2026-04-26 02:35:41.312132
285,137,10,job_order,7,admin_handling,2025-04-08 02:35:41.312132,2025-04-18 02:35:41.312132
286,323,231,job_order,,resolved,2026-04-03 02:35:41.312132,2026-04-15 02:35:41.312132
287,17,316,service_ticket,409,bot_handling,2026-01-28 02:35:41.312132,2026-02-08 02:35:41.312132
288,465,313,service_ticket,177,admin_handling,2025-11-23 02:35:41.312132,2025-12-11 02:35:41.312132
289,450,442,job_order,148,bot_handling,2026-05-02 02:35:41.312132,2026-05-02 02:35:41.312132
290,361,270,service_ticket,,waiting_for_admin,2026-06-18 02:35:41.312132,2026-06-27 02:35:41.312132
291,474,416,general,87,admin_handling,2026-03-28 02:35:41.312132,2026-04-09 02:35:41.312132
292,232,188,job_order,102,waiting_for_admin,2026-06-18 02:35:41.312132,2026-06-23 02:35:41.312132
293,123,37,job_order,119,waiting_for_admin,2025-10-16 02:35:41.312132,2025-10-26 02:35:41.312132
294,386,201,general,211,waiting_for_admin,2026-02-17 02:35:41.312132,2026-02-22 02:35:41.312132
295,282,499,general,51,resolved,2025-04-17 02:35:41.312132,2025-04-22 02:35:41.312132
296,282,289,service_ticket,51,bot_handling,2025-04-10 02:35:41.312132,2025-04-19 02:35:41.312132
297,422,238,general,214,admin_handling,2025-07-26 02:35:41.312132,2025-08-08 02:35:41.312132
298,234,20,job_order,335,resolved,2025-11-06 02:35:41.312132,2025-11-15 02:35:41.312132
299,136,4,service_ticket,388,bot_handling,2025-11-13 02:35:41.312132,2025-11-21 02:35:41.312132
300,428,434,job_order,,waiting_for_admin,2025-08-20 02:35:41.312132,2025-08-31 02:35:41.312132
