id,user_id,promo_code,offer_type,discount_value,description,issue_date,expiration_date,is_claimed,claimed_on_job_order_id
217,49,FIX-217-D52A,fixed_discount,915.23,Use this voucher to get a fixed amount deducted from your total cost.,2026-02-27,2026-03-29,False,
218,381,PCT-218-5B73,percentage_discount,21.36,Enjoy a percentage off your total bill on your next visit.,2026-07-02,2026-08-01,False,
219,118,FREE-219-84E6,free_service,0.00,Come in for a complimentary multipoint vehicle inspection.,2026-06-10,2026-07-10,False,
220,310,VIP-220-3868,loyalty_reward,0.00,Thank you for your continued trust! Enjoy this exclusive loyalty reward.,2026-04-02,2026-05-02,True,108
221,53,PCT-221-FFEC,percentage_discount,20.31,Enjoy a percentage off your total bill on your next visit.,2026-02-21,2026-03-23,False,
222,457,FIX-222-7C3C,fixed_discount,791.48,Use this voucher to get a fixed amount deducted from your total cost.,2026-05-11,2026-06-10,False,
223,91,FIX-223-AB9F,fixed_discount,1472.34,Use this voucher to get a fixed amount deducted from your total cost.,2026-04-13,2026-05-13,False,
224,465,PCT-224-E70B,percentage_discount,18.67,Enjoy a percentage off your total bill on your next visit.,2026-04-01,2026-05-01,False,
225,425,PCT-225-2C1C,percentage_discount,20.29,Enjoy a percentage off your total bill on your next visit.,2026-05-11,2026-06-10,False,
226,121,PCT-226-39EF,percentage_discount,20.99,Enjoy a percentage off your total bill on your next visit.,2026-05-29,2026-06-28,False,
227,343,FIX-227-FA7B,fixed_discount,1809.99,Use this voucher to get a fixed amount deducted from your total cost.,2026-07-17,2026-08-16,False,
228,489,PCT-228-9B2C,percentage_discount,19.76,Enjoy a percentage off your total bill on your next visit.,2026-05-03,2026-06-02,True,369
229,365,,service_reminder,0.00,Friendly reminder: Your vehicle is due for its periodic maintenance.,2026-05-10,2026-06-09,False,
230,120,FREE-230-3C42,free_service,0.00,Come in for a complimentary multipoint vehicle inspection.,2026-04-28,2026-05-28,False,
231,435,PCT-231-4397,percentage_discount,21.89,Enjoy a percentage off your total bill on your next visit.,2026-05-07,2026-06-06,True,482
232,487,,service_reminder,0.00,Friendly reminder: Your vehicle is due for its periodic maintenance.,2026-03-17,2026-04-16,False,
233,343,PCT-233-C6CA,percentage_discount,18.75,Enjoy a percentage off your total bill on your next visit.,2026-07-14,2026-08-13,False,
234,332,PCT-234-0E05,percentage_discount,13.90,Enjoy a percentage off your total bill on your next visit.,2026-04-06,2026-05-06,False,
235,312,FREE-235-0E56,free_service,0.00,Come in for a complimentary multipoint vehicle inspection.,2026-04-29,2026-05-29,False,
236,343,FIX-236-C396,fixed_discount,678.81,Use this voucher to get a fixed amount deducted from your total cost.,2026-04-05,2026-05-05,False,
237,276,FREE-237-25E8,free_service,0.00,Come in for a complimentary multipoint vehicle inspection.,2026-07-17,2026-08-16,False,
238,213,FREE-238-4492,free_service,0.00,Come in for a complimentary multipoint vehicle inspection.,2026-05-31,2026-06-30,False,
239,220,FREE-239-C09F,free_service,0.00,Come in for a complimentary multipoint vehicle inspection.,2026-03-23,2026-04-22,False,
240,445,PCT-240-A84C,percentage_discount,13.22,Enjoy a percentage off your total bill on your next visit.,2026-03-07,2026-04-06,True,319
241,72,FIX-241-B52A,fixed_discount,841.22,Use this voucher to get a fixed amount deducted from your total cost.,2026-05-06,2026-06-05,False,
242,300,FREE-242-254B,free_service,0.00,Come in for a complimentary multipoint vehicle inspection.,2026-06-02,2026-07-02,True,331
243,376,VIP-243-7C74,loyalty_reward,0.00,Thank you for your continued trust! Enjoy this exclusive loyalty reward.,2026-02-16,2026-03-18,False,
244,101,FIX-244-93AA,fixed_discount,822.69,Use this voucher to get a fixed amount deducted from your total cost.,2026-03-18,2026-04-17,False,
245,162,PCT-245-E6BD,percentage_discount,22.29,Enjoy a percentage off your total bill on your next visit.,2026-02-20,2026-03-22,False,
246,447,FREE-246-400D,free_service,0.00,Come in for a complimentary multipoint vehicle inspection.,2026-06-06,2026-07-06,False,
247,176,PCT-247-3827,percentage_discount,21.93,Enjoy a percentage off your total bill on your next visit.,2026-07-03,2026-08-02,True,76
248,61,,service_reminder,0.00,Friendly reminder: Your vehicle is due for its periodic maintenance.,2026-07-24,2026-08-23,False,
249,156,PCT-249-948C,percentage_discount,21.43,Enjoy a percentage off your total bill on your next visit.,2026-05-05,2026-06-04,False,
250,459,FREE-250-BD2F,free_service,0.00,Come in for a complimentary multipoint vehicle inspection.,2026-05-31,2026-06-30,True,221
251,336,,service_reminder,0.00,Friendly reminder: Your vehicle is due for its periodic maintenance.,2026-07-04,2026-08-03,True,239
252,300,,service_reminder,0.00,Friendly reminder: Your vehicle is due for its periodic maintenance.,2026-03-26,2026-04-25,False,
253,412,,service_reminder,0.00,Friendly reminder: Your vehicle is due for its periodic maintenance.,2026-05-02,2026-06-01,True,321
254,408,PCT-254-EC50,percentage_discount,20.94,Enjoy a percentage off your total bill on your next visit.,2026-05-04,2026-06-03,True,261
255,103,VIP-255-199E,loyalty_reward,0.00,Thank you for your continued trust! Enjoy this exclusive loyalty reward.,2026-04-13,2026-05-13,False,
256,448,FREE-256-33B4,free_service,0.00,Come in for a complimentary multipoint vehicle inspection.,2026-07-08,2026-08-07,False,
257,75,,service_reminder,0.00,Friendly reminder: Your vehicle is due for its periodic maintenance.,2026-06-19,2026-07-19,False,
258,385,FIX-258-958E,fixed_discount,899.50,Use this voucher to get a fixed amount deducted from your total cost.,2026-04-06,2026-05-06,False,
259,475,VIP-259-37EF,loyalty_reward,0.00,Thank you for your continued trust! Enjoy this exclusive loyalty reward.,2026-05-01,2026-05-31,False,
260,96,FREE-260-608D,free_service,0.00,Come in for a complimentary multipoint vehicle inspection.,2026-06-26,2026-07-26,False,
261,138,FIX-261-DFB0,fixed_discount,775.23,Use this voucher to get a fixed amount deducted from your total cost.,2026-05-24,2026-06-23,False,
262,227,PCT-262-522D,percentage_discount,16.80,Enjoy a percentage off your total bill on your next visit.,2026-07-29,2026-08-28,False,
263,345,FIX-263-07B3,fixed_discount,947.89,Use this voucher to get a fixed amount deducted from your total cost.,2026-07-25,2026-08-24,False,
264,226,FIX-264-1C94,fixed_discount,937.98,Use this voucher to get a fixed amount deducted from your total cost.,2026-07-10,2026-08-09,True,70
265,84,,service_reminder,0.00,Friendly reminder: Your vehicle is due for its periodic maintenance.,2026-06-14,2026-07-14,False,
266,17,FIX-266-24FC,fixed_discount,652.69,Use this voucher to get a fixed amount deducted from your total cost.,2026-02-11,2026-03-13,True,409
267,462,FIX-267-319A,fixed_discount,1605.22,Use this voucher to get a fixed amount deducted from your total cost.,2026-03-05,2026-04-04,False,
268,274,FREE-268-1C8E,free_service,0.00,Come in for a complimentary multipoint vehicle inspection.,2026-02-23,2026-03-25,False,
269,119,FREE-269-530C,free_service,0.00,Come in for a complimentary multipoint vehicle inspection.,2026-04-26,2026-05-26,False,
270,258,PCT-270-B285,percentage_discount,21.63,Enjoy a percentage off your total bill on your next visit.,2026-07-27,2026-08-26,False,
271,78,FIX-271-8152,fixed_discount,909.32,Use this voucher to get a fixed amount deducted from your total cost.,2026-05-17,2026-06-16,True,483
272,110,FIX-272-9BF4,fixed_discount,1941.48,Use this voucher to get a fixed amount deducted from your total cost.,2026-03-20,2026-04-19,False,
273,144,,service_reminder,0.00,Friendly reminder: Your vehicle is due for its periodic maintenance.,2026-05-02,2026-06-01,False,
274,276,PCT-274-3E1E,percentage_discount,21.75,Enjoy a percentage off your total bill on your next visit.,2026-05-02,2026-06-01,False,
275,334,FIX-275-AA0E,fixed_discount,801.35,Use this voucher to get a fixed amount deducted from your total cost.,2026-05-08,2026-06-07,False,
276,417,PCT-276-65CA,percentage_discount,16.01,Enjoy a percentage off your total bill on your next visit.,2026-07-21,2026-08-20,True,338
277,135,FIX-277-6B70,fixed_discount,915.65,Use this voucher to get a fixed amount deducted from your total cost.,2026-05-30,2026-06-29,False,
278,332,FIX-278-3F79,fixed_discount,838.93,Use this voucher to get a fixed amount deducted from your total cost.,2026-07-30,2026-08-29,False,
279,321,,service_reminder,0.00,Friendly reminder: Your vehicle is due for its periodic maintenance.,2026-02-17,2026-03-19,True,342
280,85,VIP-280-B422,loyalty_reward,0.00,Thank you for your continued trust! Enjoy this exclusive loyalty reward.,2026-05-15,2026-06-14,True,431
281,347,FIX-281-A8E8,fixed_discount,640.70,Use this voucher to get a fixed amount deducted from your total cost.,2026-05-11,2026-06-10,False,
282,326,FIX-282-F9CE,fixed_discount,1199.05,Use this voucher to get a fixed amount deducted from your total cost.,2026-03-08,2026-04-07,False,
283,346,VIP-283-F5AA,loyalty_reward,0.00,Thank you for your continued trust! Enjoy this exclusive loyalty reward.,2026-05-25,2026-06-24,False,
284,219,FIX-284-4FE4,fixed_discount,635.31,Use this voucher to get a fixed amount deducted from your total cost.,2026-04-27,2026-05-27,True,220
285,284,,service_reminder,0.00,Friendly reminder: Your vehicle is due for its periodic maintenance.,2026-08-05,2026-09-04,False,
286,497,FIX-286-594C,fixed_discount,1132.26,Use this voucher to get a fixed amount deducted from your total cost.,2026-07-06,2026-08-05,False,
287,18,FREE-287-CFC2,free_service,0.00,Come in for a complimentary multipoint vehicle inspection.,2026-06-29,2026-07-29,True,128
288,30,FREE-288-1EBF,free_service,0.00,Come in for a complimentary multipoint vehicle inspection.,2026-07-26,2026-08-25,False,
289,283,,service_reminder,0.00,Friendly reminder: Your vehicle is due for its periodic maintenance.,2026-05-28,2026-06-27,False,
290,90,PCT-290-3EA8,percentage_discount,21.25,Enjoy a percentage off your total bill on your next visit.,2026-07-31,2026-08-30,True,501
291,65,FREE-291-5ADE,free_service,0.00,Come in for a complimentary multipoint vehicle inspection.,2026-04-30,2026-05-30,False,
292,140,,service_reminder,0.00,Friendly reminder: Your vehicle is due for its periodic maintenance.,2026-02-22,2026-03-24,False,
293,213,FIX-293-2CB6,fixed_discount,1695.30,Use this voucher to get a fixed amount deducted from your total cost.,2026-05-08,2026-06-07,False,
294,492,FIX-294-1C64,fixed_discount,1116.67,Use this voucher to get a fixed amount deducted from your total cost.,2026-04-28,2026-05-28,False,
295,479,,service_reminder,0.00,Friendly reminder: Your vehicle is due for its periodic maintenance.,2026-03-20,2026-04-19,False,
296,93,FIX-296-E347,fixed_discount,1447.10,Use this voucher to get a fixed amount deducted from your total cost.,2026-03-29,2026-04-28,True,49
297,16,PCT-297-1DAC,percentage_discount,13.91,Enjoy a percentage off your total bill on your next visit.,2026-02-28,2026-03-30,True,91
298,205,FREE-298-B4A8,free_service,0.00,Come in for a complimentary multipoint vehicle inspection.,2026-04-08,2026-05-08,False,
299,341,PCT-299-F823,percentage_discount,16.44,Enjoy a percentage off your total bill on your next visit.,2026-06-15,2026-07-15,False,
300,387,FREE-300-1D56,free_service,0.00,Come in for a complimentary multipoint vehicle inspection.,2026-05-22,2026-06-21,True,277
