service_id,service_name,base_price,base_duration_hours,is_price_fixed,vehicle_type,vehicle_age,mileage,estimated_duration_mins,actual_duration_mins,actual_amount,is_churned,vehicle_type_encoded,predicted_duration_mins,predicted_amount
13,Brake Service & Cleaning,800.0,1.25,1,Sedan,6,97552.3,78.5,73.9,875.0,0,4,74.46399999999993,848.5
13,Brake Service & Cleaning,800.0,1.25,1,Sedan,6,78643.3,75.5,79.3,800.0,0,4,79.13500000000009,803.5
3,Replace Fuel Filter,550.0,0.75,1,Sedan,6,88703.5,44.3,42.3,550.0,0,4,43.69400000000006,553.25
5,Replace Cabin Filter,200.0,0.25,1,Sedan,6,93017.0,15.6,15.0,200.0,0,4,15.158999999999997,200.0
43,Engine Diagnostics & Electrical Scan,1500.0,0.75,1,Sedan,6,99231.1,43.6,41.3,1550.0,0,4,42.04700000000007,1572.25
47,Electrical System & Wiring Repair,2500.0,1.5,0,Sedan,6,99227.5,85.8,112.5,3275.0,1,4,110.96799999999999,3146.5
1,Change Oil,650.0,0.75,1,SUV,13,207661.0,46.6,46.9,650.0,1,3,46.05700000000001,656.5
3,Replace Fuel Filter,550.0,0.75,1,SUV,13,167164.3,46.4,46.6,550.0,1,3,47.26499999999998,544.5
9,Cleaning EGR,4500.0,3.5,0,SUV,13,157434.1,204.3,239.0,5200.0,1,3,248.74399999999997,5609.5
51,Replace Valve Cover Gasket,1200.0,1.75,0,SUV,13,158428.2,101.3,148.9,1825.0,1,3,150.62899999999985,1911.0
41,Replace Water Pump,2500.0,2.0,0,SUV,13,175853.0,117.9,153.1,3100.0,1,3,153.59800000000018,3166.0
6,Fuel Injector Cleaning / Service,1500.0,1.5,1,SUV,13,161077.3,88.7,87.2,1500.0,1,3,90.215,1523.75
58,General Mechanical Inspection & Check-Up,800.0,0.5,1,SUV,13,172463.7,28.9,31.5,800.0,1,3,30.708999999999993,804.5
1,Change Oil,650.0,0.75,1,Sedan,6,71793.8,44.9,47.9,625.0,0,4,46.474000000000025,640.75
14,Replace Brake Pads,600.0,1.0,1,Sedan,6,88074.2,60.5,56.1,600.0,0,4,58.08800000000006,602.25
18,Wheel Alignment,900.0,1.0,1,Sedan,6,85533.3,59.9,60.7,875.0,0,4,61.04799999999994,886.75
19,Wheel Balancing,500.0,0.5,1,Sedan,6,85046.1,28.7,26.6,475.0,0,4,27.013999999999967,490.25
1,Change Oil,650.0,0.75,1,Van,8,121665.9,45.8,48.5,650.0,0,5,48.19699999999998,644.75
14,Replace Brake Pads,600.0,1.0,1,Van,8,108038.3,62.0,57.4,600.0,0,5,61.179999999999936,598.25
3,Replace Fuel Filter,550.0,0.75,1,Van,8,116301.9,45.0,50.4,550.0,1,5,48.403,542.0
1,Change Oil,650.0,0.75,1,Van,8,113742.3,44.6,43.6,600.0,0,5,44.93599999999999,613.0
13,Brake Service & Cleaning,800.0,1.25,1,Van,8,117036.3,72.7,85.2,850.0,1,5,75.24100000000007,794.0
14,Replace Brake Pads,600.0,1.0,1,Van,8,115049.7,58.4,49.8,625.0,0,5,53.582000000000086,609.25
3,Replace Fuel Filter,550.0,0.75,1,Van,8,114009.3,45.3,44.1,525.0,0,5,45.68899999999998,533.0
1,Change Oil,650.0,0.75,1,Sedan,6,74625.9,46.5,48.8,650.0,0,4,42.11,659.25
12,Replace Spark Plugs,300.0,0.5,1,Sedan,6,97704.6,28.9,32.3,300.0,0,4,29.67800000000002,304.5
21,Replace Shock Absorbers,1200.0,2.0,1,Sedan,6,76948.6,120.7,127.0,1225.0,0,4,125.86200000000001,1213.75
14,Replace Brake Pads,600.0,1.0,1,Sedan,6,79948.9,58.3,61.4,600.0,0,4,59.55899999999996,596.0
10,Throttle Body Cleaning,550.0,0.75,1,Sedan,6,76414.3,42.8,44.7,550.0,0,4,46.40200000000005,543.5
53,Top Overhaul,15000.0,14.0,0,SUV,6,91809.3,810.8,721.2,21450.0,1,3,1016.9559999999987,21869.25
26,Overhaul / Replace Steering Rack & Pinion,4500.0,4.0,0,Sedan,6,75570.3,250.1,286.9,4925.0,1,4,305.5870000000003,5541.75
21,Replace Shock Absorbers,1200.0,2.0,1,Sedan,16,251224.7,119.6,116.2,1225.0,1,4,120.22200000000008,1213.25
23,Replace Tie Rod End,800.0,1.0,1,Sedan,16,223774.8,60.6,67.5,800.0,1,4,63.55099999999997,799.75
22,Replace Suspension Bushing,1500.0,2.5,0,Sedan,16,198321.4,145.6,232.8,2100.0,1,4,237.78099999999966,2453.0
18,Wheel Alignment,900.0,1.0,1,Sedan,16,238206.1,60.1,58.2,900.0,1,4,59.01199999999995,901.25
26,Overhaul / Replace Steering Rack & Pinion,4500.0,4.0,0,Sedan,8,99282.2,238.5,304.1,5825.0,1,4,302.7289999999997,5744.0
22,Replace Suspension Bushing,1500.0,2.5,0,Sedan,8,97636.6,146.1,200.4,1950.0,1,4,175.98500000000004,1790.0
51,Replace Valve Cover Gasket,1200.0,1.75,0,Sedan,8,102249.0,103.7,129.2,2000.0,1,4,129.86300000000008,1874.5
18,Wheel Alignment,900.0,1.0,1,Sedan,8,116656.0,61.6,66.5,875.0,0,4,66.87999999999998,880.5
26,Overhaul / Replace Steering Rack & Pinion,4500.0,4.0,0,Sedan,6,92657.6,237.3,304.4,6225.0,1,4,300.70300000000015,5601.75
22,Replace Suspension Bushing,1500.0,2.5,0,Sedan,6,88653.4,147.7,200.3,2050.0,1,4,192.58799999999977,1968.0
51,Replace Valve Cover Gasket,1200.0,1.75,0,Sedan,6,81320.9,106.9,152.0,2075.0,1,4,142.18200000000002,2018.5
18,Wheel Alignment,900.0,1.0,1,Sedan,6,101235.0,61.4,57.9,875.0,0,4,61.972999999999956,907.5
1,Change Oil,650.0,0.75,1,SUV,13,201228.4,46.0,50.1,675.0,1,3,48.29,664.75
3,Replace Fuel Filter,550.0,0.75,1,SUV,13,206540.1,44.3,44.8,525.0,1,3,47.96899999999999,526.5
9,Cleaning EGR,4500.0,3.5,0,SUV,13,169038.6,217.0,346.4,7100.0,1,3,315.8900000000002,7010.25
51,Replace Valve Cover Gasket,1200.0,1.75,0,SUV,13,155414.7,101.5,130.3,1575.0,1,3,137.58199999999982,1671.5
41,Replace Water Pump,2500.0,2.0,0,SUV,13,207147.3,120.0,173.7,3275.0,1,3,169.33800000000025,3420.0
6,Fuel Injector Cleaning / Service,1500.0,1.5,1,SUV,13,195184.8,92.3,100.5,1500.0,1,3,99.78100000000002,1551.25
58,General Mechanical Inspection & Check-Up,800.0,0.5,1,SUV,13,203346.8,28.7,27.1,850.0,1,3,27.896999999999977,826.25
24,Replace Rack End,900.0,1.25,1,Sedan,8,115376.6,78.0,77.9,925.0,0,4,77.99699999999993,908.5
22,Replace Suspension Bushing,1500.0,2.5,0,Sedan,8,116645.0,145.4,179.1,1725.0,1,4,185.1400000000001,1977.0
51,Replace Valve Cover Gasket,1200.0,1.75,0,Sedan,8,115561.0,101.0,138.2,2275.0,1,4,136.15900000000013,2051.5
18,Wheel Alignment,900.0,1.0,1,Sedan,8,106620.9,58.8,53.5,950.0,0,4,55.88899999999999,938.25
24,Replace Rack End,900.0,1.25,1,Sedan,16,199037.5,75.4,75.2,925.0,1,4,74.63300000000005,890.5
21,Replace Shock Absorbers,1200.0,2.0,1,Sedan,16,242474.6,125.2,130.3,1250.0,1,4,131.78499999999988,1225.5
18,Wheel Alignment,900.0,1.0,1,Sedan,16,240729.0,59.4,62.8,925.0,1,4,60.903000000000056,915.5
22,Replace Suspension Bushing,1500.0,2.5,0,Sedan,16,201184.2,149.5,276.1,6700.0,1,4,258.4629999999996,5082.75
18,Wheel Alignment,900.0,1.0,1,Sedan,8,100601.5,60.2,53.0,925.0,0,4,55.045999999999985,922.5
26,Overhaul / Replace Steering Rack & Pinion,4500.0,4.0,0,Sedan,8,131669.7,251.6,247.4,4200.0,0,4,282.93200000000036,4381.75
22,Replace Suspension Bushing,1500.0,2.5,0,Sedan,8,93297.1,152.9,161.0,1550.0,0,4,177.894,1650.0
51,Replace Valve Cover Gasket,1200.0,1.75,0,Sedan,8,113934.2,105.8,161.0,2225.0,1,4,150.40799999999993,2219.75
1,Change Oil,650.0,0.75,1,Sedan,6,92902.3,44.3,49.3,650.0,0,4,48.22900000000006,649.5
12,Replace Spark Plugs,300.0,0.5,1,Sedan,6,77594.1,28.8,25.9,275.0,0,4,26.668000000000028,288.0
18,Wheel Alignment,900.0,1.0,1,Sedan,6,90057.9,59.3,62.8,900.0,0,4,62.25200000000006,899.75
33,Replace Axle Boot,800.0,1.0,1,Sedan,6,82199.3,58.8,60.9,800.0,0,4,60.167999999999964,800.75
29,Replace Stabilizer Link & Bushing,600.0,1.0,1,Sedan,6,80182.3,59.9,55.6,600.0,0,4,56.68800000000004,599.5
27,Replace Stabilizer Link,700.0,0.75,1,Sedan,8,124630.1,45.3,45.0,700.0,0,4,45.595000000000006,699.5
50,Replace Engine Support,1200.0,1.5,0,Sedan,8,105878.0,91.0,123.7,775.0,0,4,120.53400000000009,1178.5
22,Replace Suspension Bushing,1500.0,2.5,0,Sedan,8,98068.4,150.8,231.6,2250.0,1,4,164.90099999999984,1994.75
21,Replace Shock Absorbers,1200.0,2.0,1,Sedan,8,125023.3,118.5,116.5,1200.0,0,4,118.445,1197.5
1,Change Oil,650.0,0.75,1,Van,6,80888.8,45.8,44.7,650.0,0,5,44.70799999999993,643.5
13,Brake Service & Cleaning,800.0,1.25,1,Van,6,78849.3,72.4,66.9,800.0,0,5,70.74199999999995,800.25
58,General Mechanical Inspection & Check-Up,800.0,0.5,1,Sedan,6,95345.5,29.2,33.9,800.0,0,4,33.16000000000005,803.5
20,Tire Rotation & Balancing,800.0,0.75,1,Sedan,6,92860.6,46.7,52.8,825.0,0,4,45.186000000000014,812.5
20,Tire Rotation & Balancing,800.0,0.75,1,Sedan,6,86458.2,45.1,43.4,850.0,0,4,44.08700000000002,833.0
58,General Mechanical Inspection & Check-Up,800.0,0.5,1,Sedan,6,95274.0,28.9,29.8,825.0,0,4,31.053000000000043,816.75
53,Top Overhaul,15000.0,14.0,0,Sedan,19,292801.5,829.8,1354.9,24950.0,1,4,1358.730999999998,23715.75
1,Change Oil,650.0,0.75,1,Hatchback,6,93553.4,45.1,48.4,625.0,0,1,47.631000000000014,635.25
13,Brake Service & Cleaning,800.0,1.25,1,Hatchback,6,75315.6,73.3,74.2,800.0,0,1,74.2549999999999,803.0
36,Down Clutch / Pulldown Transmission,3500.0,4.5,0,Hatchback,6,88976.4,274.6,414.0,4100.0,1,1,389.1649999999999,4665.0
58,General Mechanical Inspection & Check-Up,800.0,0.5,1,Hatchback,6,86256.6,28.6,32.9,825.0,0,1,31.625000000000036,824.25
1,Change Oil,650.0,0.75,1,Sedan,6,85078.1,47.0,49.6,625.0,0,4,48.52400000000001,626.75
13,Brake Service & Cleaning,800.0,1.25,1,Sedan,6,76338.0,75.3,69.8,800.0,0,4,72.70000000000012,798.0
3,Replace Fuel Filter,550.0,0.75,1,Sedan,6,76538.4,46.2,44.0,550.0,0,4,44.13800000000001,547.25
22,Replace Suspension Bushing,1500.0,2.5,0,Sedan,6,76000.6,151.5,178.5,675.0,0,4,188.61899999999994,1066.5
23,Replace Tie Rod End,800.0,1.0,1,Sedan,6,78423.3,62.8,62.2,800.0,0,4,64.15299999999993,799.25
18,Wheel Alignment,900.0,1.0,1,Sedan,6,99885.9,59.5,51.6,925.0,0,4,56.040000000000006,922.5
45,Alternator Repair / Replacement,1800.0,1.5,0,Sedan,6,75269.9,85.6,97.9,1450.0,0,4,101.30499999999991,1691.0
16,Rotor Disc Refacing / Resurfacing,2500.0,2.0,1,Sedan,6,75614.8,118.8,121.6,2525.0,0,4,121.02800000000016,2532.75
58,General Mechanical Inspection & Check-Up,800.0,0.5,1,Sedan,6,82828.4,29.3,29.3,825.0,0,4,29.927000000000024,823.0
1,Change Oil,650.0,0.75,1,Sedan,6,80854.3,44.7,47.1,650.0,0,4,46.528999999999975,645.0
13,Brake Service & Cleaning,800.0,1.25,1,Sedan,6,75322.7,77.4,66.7,775.0,0,4,70.55499999999995,783.5
3,Replace Fuel Filter,550.0,0.75,1,Sedan,6,88982.3,43.7,34.4,550.0,0,4,43.412000000000006,561.0
1,Change Oil,650.0,0.75,1,Sedan,6,80155.1,45.1,46.9,625.0,0,4,46.152000000000015,632.0
13,Brake Service & Cleaning,800.0,1.25,1,Sedan,6,96212.5,72.4,71.2,775.0,0,4,73.13399999999994,784.0
21,Replace Shock Absorbers,1200.0,2.0,1,Sedan,6,80975.7,122.2,140.0,1175.0,0,4,134.25700000000003,1188.25
23,Replace Tie Rod End,800.0,1.0,1,Sedan,6,79982.0,58.6,55.1,775.0,0,4,56.965000000000025,784.5
12,Replace Spark Plugs,300.0,0.5,1,Sedan,6,79998.2,30.5,32.4,300.0,0,4,32.00500000000004,300.25
18,Wheel Alignment,900.0,1.0,1,Sedan,6,91945.3,57.9,55.4,925.0,0,4,58.21099999999997,913.75
47,Electrical System & Wiring Repair,2500.0,1.5,0,Sedan,6,86628.9,86.2,118.4,1550.0,0,4,112.08499999999987,2058.75
48,Replace Fan Belt / Serpentine Belt,1100.0,1.0,1,Sedan,6,92126.7,58.7,70.6,1075.0,0,4,65.74900000000007,1085.5
2,Change ATF / Transmission Fluid,650.0,0.75,1,Sedan,9,123360.2,44.2,49.1,650.0,1,4,47.44600000000001,646.75
13,Brake Service & Cleaning,800.0,1.25,1,Sedan,9,122402.7,76.4,79.3,825.0,0,4,77.77500000000002,819.5
39,Coolant Flush,350.0,0.75,1,Sedan,9,131273.2,46.4,49.8,350.0,0,4,48.140000000000065,342.0
45,Alternator Repair / Replacement,1800.0,1.5,0,Sedan,9,123361.3,86.4,131.3,5475.0,1,4,125.47299999999989,4630.5
58,General Mechanical Inspection & Check-Up,800.0,0.5,1,Sedan,6,83578.2,30.3,34.8,825.0,0,4,33.214,819.5
47,Electrical System & Wiring Repair,2500.0,1.5,0,Sedan,6,86386.4,88.0,99.7,3400.0,1,4,103.63599999999997,2992.5
1,Change Oil,650.0,0.75,1,SUV,7,101419.2,45.6,43.6,675.0,0,3,44.56199999999998,663.25
13,Brake Service & Cleaning,800.0,1.25,1,SUV,7,82381.1,75.8,72.2,825.0,0,3,75.21099999999993,820.75
5,Replace Cabin Filter,200.0,0.25,1,SUV,7,104474.0,14.7,15.0,200.0,0,3,15.108999999999998,200.0
36,Down Clutch / Pulldown Transmission,3500.0,4.5,0,Sedan,17,207910.4,257.3,363.3,5875.0,1,4,377.2110000000001,5933.75
16,Rotor Disc Refacing / Resurfacing,2500.0,2.0,1,Sedan,17,238544.3,117.6,122.0,2500.0,1,4,123.07499999999999,2532.75
58,General Mechanical Inspection & Check-Up,800.0,0.5,1,Sedan,17,214003.3,30.2,30.8,875.0,1,4,30.74000000000003,846.0
36,Down Clutch / Pulldown Transmission,3500.0,4.5,0,Van,6,69833.9,272.7,375.8,7475.0,1,5,349.6139999999999,6503.25
36,Down Clutch / Pulldown Transmission,3500.0,4.5,0,Sedan,6,78620.8,275.8,360.3,6375.0,1,4,350.79799999999994,6009.25
54,General Engine Overhaul,22000.0,24.0,0,Sedan,6,95451.4,1482.1,2190.5,44275.0,1,4,1897.9490000000012,32163.0
58,General Mechanical Inspection & Check-Up,800.0,0.5,1,Sedan,6,93547.9,28.5,27.1,775.0,0,4,27.96199999999997,782.75
1,Change Oil,650.0,0.75,1,Sedan,22,325479.7,45.4,50.5,625.0,1,4,49.247,633.5
57,Wiper Linkage / Motor Repair,4000.0,1.5,0,Sedan,22,312434.4,86.7,156.1,10850.0,1,4,158.34100000000018,10178.75
58,General Mechanical Inspection & Check-Up,800.0,0.5,1,Sedan,22,273328.6,30.7,30.4,800.0,1,4,32.544000000000004,804.25
13,Brake Service & Cleaning,800.0,1.25,1,Sedan,22,268260.5,73.9,82.3,800.0,1,4,81.20800000000007,798.0
58,General Mechanical Inspection & Check-Up,800.0,0.5,1,Sedan,22,350626.3,30.0,30.8,775.0,1,4,30.454999999999995,802.75
1,Change Oil,650.0,0.75,1,Sedan,22,300330.9,44.5,44.2,650.0,1,4,44.06799999999996,659.25
57,Wiper Linkage / Motor Repair,4000.0,1.5,0,Sedan,22,287969.2,87.1,152.7,10325.0,1,4,155.5790000000002,9960.0
58,General Mechanical Inspection & Check-Up,800.0,0.5,1,Sedan,22,317161.8,31.5,35.3,800.0,1,4,34.59100000000002,797.25
13,Brake Service & Cleaning,800.0,1.25,1,Sedan,22,291745.5,74.3,83.0,825.0,1,4,81.555,813.75
36,Down Clutch / Pulldown Transmission,3500.0,4.5,0,Sedan,6,76297.5,273.6,356.8,4100.0,1,4,346.2869999999999,4234.75
36,Down Clutch / Pulldown Transmission,3500.0,4.5,0,Sedan,6,92750.1,276.8,350.2,5125.0,1,4,362.8560000000001,5214.75
52,Reseal Oil Pan / Crankcase,2050.0,2.0,0,Sedan,6,92575.2,116.2,190.6,1475.0,1,4,131.94300000000007,2374.5
2,Change ATF / Transmission Fluid,650.0,0.75,1,Sedan,6,89950.2,43.3,53.0,625.0,0,4,43.412,655.5
36,Down Clutch / Pulldown Transmission,3500.0,4.5,0,Sedan,6,81111.4,258.0,335.5,4000.0,1,4,333.675,4715.75
1,Change Oil,650.0,0.75,1,SUV,7,97280.3,45.6,53.7,650.0,1,3,49.371999999999936,648.25
13,Brake Service & Cleaning,800.0,1.25,1,SUV,7,90065.8,75.9,87.1,825.0,1,3,76.25399999999998,806.25
16,Rotor Disc Refacing / Resurfacing,2500.0,2.0,1,Sedan,17,232140.5,119.6,127.7,2425.0,1,4,125.75700000000006,2477.5
36,Down Clutch / Pulldown Transmission,3500.0,4.5,0,Sedan,17,241501.7,281.1,399.1,2750.0,1,4,498.0090000000003,7485.0
58,General Mechanical Inspection & Check-Up,800.0,0.5,1,Sedan,17,250092.3,30.8,25.9,775.0,1,4,29.035000000000046,789.0
54,General Engine Overhaul,22000.0,24.0,0,Sedan,6,92694.9,1385.3,1859.4,24275.0,1,4,1830.6139999999984,25881.25
54,General Engine Overhaul,22000.0,24.0,0,Sedan,6,76874.6,1416.9,1473.6,22900.0,0,4,1589.8340000000014,25703.0
16,Rotor Disc Refacing / Resurfacing,2500.0,2.0,1,Sedan,6,95765.2,119.4,110.8,2375.0,0,4,117.82799999999993,2539.75
1,Change Oil,650.0,0.75,1,Sedan,6,81246.1,44.6,51.1,625.0,0,4,48.857,628.0
2,Change ATF / Transmission Fluid,650.0,0.75,1,Sedan,6,86035.8,43.0,45.2,650.0,0,4,44.51300000000002,646.25
12,Replace Spark Plugs,300.0,0.5,1,Sedan,6,76840.8,30.3,26.6,325.0,0,4,27.741999999999972,316.75
10,Throttle Body Cleaning,550.0,0.75,1,Sedan,6,76762.7,44.5,47.2,550.0,0,4,45.74299999999996,546.5
17,Brake Master / Wheel Cylinder Overhaul,800.0,1.5,0,Sedan,6,72773.3,90.5,130.7,1750.0,1,4,125.42800000000013,1560.0
50,Replace Engine Support,1200.0,1.5,0,Sedan,6,85338.8,92.7,103.7,1350.0,1,4,107.87600000000009,1699.25
36,Down Clutch / Pulldown Transmission,3500.0,4.5,0,SUV,6,92384.7,267.2,301.0,9325.0,1,3,376.77199999999976,6259.75
52,Reseal Oil Pan / Crankcase,2050.0,2.0,0,SUV,6,76260.7,121.1,164.2,3700.0,1,3,161.02600000000024,3349.75
54,General Engine Overhaul,22000.0,24.0,0,SUV,6,87925.0,1436.7,2100.8,40275.0,1,3,2017.0009999999993,38407.5
58,General Mechanical Inspection & Check-Up,800.0,0.5,1,Sedan,6,89405.2,31.3,33.0,750.0,0,4,33.554,770.25
26,Overhaul / Replace Steering Rack & Pinion,4500.0,4.0,0,Sedan,9,136070.4,244.1,392.0,7200.0,1,4,344.92600000000004,6594.25
22,Replace Suspension Bushing,1500.0,2.5,0,Sedan,9,137506.0,157.2,194.3,4225.0,1,4,195.39599999999973,3586.75
18,Wheel Alignment,900.0,1.0,1,Sedan,9,127206.2,59.3,61.1,875.0,0,4,60.65600000000001,879.25
27,Replace Stabilizer Link,700.0,0.75,1,Sedan,9,140468.3,43.7,42.5,700.0,0,4,43.63,699.75
28,Replace Stabilizer Bushing,600.0,0.75,1,Sedan,9,143280.0,45.4,50.5,600.0,1,4,48.45499999999999,599.75
1,Change Oil,650.0,0.75,1,Van,9,133705.9,45.6,48.2,675.0,1,5,48.08599999999994,664.25
13,Brake Service & Cleaning,800.0,1.25,1,Van,9,130362.4,75.3,68.7,800.0,0,5,78.03399999999999,806.25
17,Brake Master / Wheel Cylinder Overhaul,800.0,1.5,0,Van,9,132954.3,87.2,120.7,1600.0,1,5,133.3609999999999,1695.75
3,Replace Fuel Filter,550.0,0.75,1,Van,9,137297.1,43.8,42.6,550.0,0,5,43.45899999999999,548.0
1,Change Oil,650.0,0.75,1,Van,9,121029.8,43.6,42.8,625.0,0,5,44.02400000000005,629.0
13,Brake Service & Cleaning,800.0,1.25,1,Van,9,110012.7,75.1,62.3,800.0,0,5,75.84,784.75
17,Brake Master / Wheel Cylinder Overhaul,800.0,1.5,0,Van,9,135098.5,90.1,149.8,2225.0,1,5,140.6219999999999,1922.0
3,Replace Fuel Filter,550.0,0.75,1,Van,9,141861.6,47.1,56.0,550.0,1,5,53.496999999999986,548.0
49,Replace Timing Belt / Chain,3500.0,4.0,0,SUV,6,80391.7,248.2,293.7,4075.0,1,3,295.9590000000003,4663.5
52,Reseal Oil Pan / Crankcase,2050.0,2.0,0,SUV,6,72727.6,115.5,112.1,2725.0,1,3,123.52200000000019,3185.75
22,Replace Suspension Bushing,1500.0,2.5,0,SUV,6,88458.9,152.8,220.2,2275.0,1,3,197.63400000000024,2191.0
51,Replace Valve Cover Gasket,1200.0,1.75,0,SUV,6,68896.6,106.8,113.7,1425.0,1,3,117.87700000000007,1416.5
16,Rotor Disc Refacing / Resurfacing,2500.0,2.0,1,Sedan,6,84152.2,114.3,107.3,2450.0,0,4,107.88499999999995,2467.25
1,Change Oil,650.0,0.75,1,Sedan,6,81799.5,45.4,43.0,675.0,0,4,44.95099999999999,661.75
2,Change ATF / Transmission Fluid,650.0,0.75,1,Sedan,6,79515.5,43.2,45.8,650.0,0,4,44.87200000000005,650.5
12,Replace Spark Plugs,300.0,0.5,1,Sedan,6,90371.2,29.9,28.4,300.0,0,4,28.568000000000037,302.0
10,Throttle Body Cleaning,550.0,0.75,1,Sedan,6,98680.9,43.8,44.8,550.0,0,4,43.78700000000006,552.75
17,Brake Master / Wheel Cylinder Overhaul,800.0,1.5,0,Sedan,6,77583.1,89.2,103.3,1475.0,1,4,108.87699999999991,1293.5
50,Replace Engine Support,1200.0,1.5,0,Sedan,6,90001.0,90.7,121.8,1650.0,1,4,118.89999999999995,1615.5
13,Brake Service & Cleaning,800.0,1.25,1,Sedan,6,88569.2,76.4,76.4,775.0,0,4,77.43999999999993,786.75
6,Fuel Injector Cleaning / Service,1500.0,1.5,1,Sedan,6,85401.7,90.2,85.0,1575.0,0,4,89.46200000000006,1474.25
13,Brake Service & Cleaning,800.0,1.25,1,Sedan,6,72255.8,78.4,88.5,775.0,0,4,82.01800000000004,772.25
58,General Mechanical Inspection & Check-Up,800.0,0.5,1,Sedan,6,84050.3,29.6,33.7,850.0,0,4,32.43799999999996,833.0
8,Intake Manifold Cleaning & Reseal,1750.0,2.0,0,Crossover,12,152882.6,120.6,144.6,1825.0,1,0,138.92100000000016,2085.75
35,Power Steering Pump Overhaul / Replacement,1800.0,2.0,0,Crossover,12,174956.6,118.3,178.6,2950.0,1,0,165.53200000000024,2866.0
17,Brake Master / Wheel Cylinder Overhaul,800.0,1.5,0,Crossover,12,160570.2,90.6,142.1,575.0,1,0,137.88200000000015,924.0
36,Down Clutch / Pulldown Transmission,3500.0,4.5,0,Crossover,12,174631.5,260.1,352.3,4875.0,1,0,359.9559999999998,4578.5
1,Change Oil,650.0,0.75,1,Crossover,6,88061.4,44.0,44.9,650.0,0,0,45.04700000000002,649.5
13,Brake Service & Cleaning,800.0,1.25,1,Crossover,6,83404.9,71.4,76.5,800.0,0,0,76.04500000000002,800.5
12,Replace Spark Plugs,300.0,0.5,1,Crossover,6,77317.3,28.8,31.3,325.0,0,0,27.378000000000025,311.0
6,Fuel Injector Cleaning / Service,1500.0,1.5,1,Sedan,14,192590.4,93.6,97.2,1550.0,1,4,96.49299999999998,1557.5
13,Brake Service & Cleaning,800.0,1.25,1,Sedan,14,220637.2,77.3,88.5,800.0,1,4,83.45100000000002,798.75
16,Rotor Disc Refacing / Resurfacing,2500.0,2.0,1,Sedan,14,221567.9,116.2,110.8,2450.0,1,4,113.74999999999991,2479.75
37,Air Conditioning Cleaning & Freon Charge,3500.0,3.0,0,Sedan,6,76908.0,181.0,178.3,3825.0,0,4,201.06099999999972,4070.5
58,General Mechanical Inspection & Check-Up,800.0,0.5,1,Sedan,6,82830.6,28.8,29.5,775.0,0,4,29.096000000000007,794.5
47,Electrical System & Wiring Repair,2500.0,1.5,0,Sedan,6,75818.6,89.1,134.2,5650.0,1,4,123.14700000000012,4720.75
1,Change Oil,650.0,0.75,1,Sedan,5,83098.9,42.8,51.5,625.0,0,4,47.912,628.0
2,Change ATF / Transmission Fluid,650.0,0.75,1,Sedan,5,77088.4,46.9,50.3,650.0,0,4,47.62900000000004,649.0
58,General Mechanical Inspection & Check-Up,800.0,0.5,1,Sedan,5,58988.5,31.2,29.8,775.0,0,4,33.270000000000024,799.25
58,General Mechanical Inspection & Check-Up,800.0,0.5,1,Sedan,5,68931.0,30.0,27.9,825.0,0,4,28.830000000000037,819.75
54,General Engine Overhaul,22000.0,24.0,0,Sedan,5,80040.9,1413.0,1400.8,21750.0,0,4,1822.963000000001,28584.25
58,General Mechanical Inspection & Check-Up,800.0,0.5,1,Sedan,5,82924.1,31.3,34.4,775.0,0,4,33.52900000000004,780.5
1,Change Oil,650.0,0.75,1,Sedan,5,79308.7,47.1,44.3,650.0,0,4,45.29900000000005,649.75
2,Change ATF / Transmission Fluid,650.0,0.75,1,Sedan,5,77915.2,45.3,46.3,625.0,0,4,46.17600000000007,631.5
58,General Mechanical Inspection & Check-Up,800.0,0.5,1,Sedan,5,66800.9,30.4,29.0,825.0,0,4,29.476000000000013,818.25
58,General Mechanical Inspection & Check-Up,800.0,0.5,1,Sedan,5,66605.6,29.1,29.9,800.0,0,4,29.813000000000052,805.25
54,General Engine Overhaul,22000.0,24.0,0,Sedan,5,72171.3,1497.2,1756.6,28825.0,1,4,1879.4760000000017,31532.25
13,Brake Service & Cleaning,800.0,1.25,1,Sedan,5,79022.6,73.8,75.1,775.0,0,4,76.56300000000009,789.25
36,Down Clutch / Pulldown Transmission,3500.0,4.5,0,Sedan,5,60411.3,265.1,339.6,5000.0,1,4,355.59299999999996,5901.5
53,Top Overhaul,15000.0,14.0,0,Sedan,6,85422.3,870.0,1012.2,29825.0,1,4,1014.889999999999,26290.5
54,General Engine Overhaul,22000.0,24.0,0,Sedan,6,95853.1,1466.3,1857.0,27700.0,1,4,1866.9830000000004,27849.5
54,General Engine Overhaul,22000.0,24.0,0,Van,6,89134.8,1385.3,1999.4,48650.0,1,5,2030.3489999999977,44278.25
54,General Engine Overhaul,22000.0,24.0,0,Van,6,89458.9,1505.1,2227.3,47875.0,1,5,2144.752999999999,45673.5
54,General Engine Overhaul,22000.0,24.0,0,Sedan,6,95599.1,1504.2,2124.2,34400.0,1,4,2049.5770000000034,35599.75
54,General Engine Overhaul,22000.0,24.0,0,Sedan,6,79326.0,1474.8,1562.4,27800.0,1,4,1621.4869999999987,27239.75
36,Down Clutch / Pulldown Transmission,3500.0,4.5,0,Sedan,6,90148.2,257.9,316.8,11575.0,1,4,339.3889999999997,8612.5
