job_order_id,source_file,is_synthetic,make,model,year,services_count,parts_count,service_subtotal,part_subtotal,grand_total
321,395.jpg,False,UNASSIGNED,UNASSIGNED,,7,9,13400.00,20050.00,33450.00
322,396.jpg,False,Toyota,Vios,2012,2,5,1450.00,3100.00,4550.00
323,397.jpg,False,Toyota,Vios,2010,6,7,13450.00,15700.00,29150.00
324,398.jpg,False,Toyota,Fortuner,,1,2,2500.00,5300.00,7800.00
325,synthetic_0001.json,True,Hyundai,Accent,2020,3,5,2250.00,3950.00,6200.00
326,synthetic_0002.json,True,Honda,BR-V,2014,2,4,1050.00,2150.00,3200.00
327,synthetic_0003.json,True,Mitsubishi,Strada,2020,2,4,1300.00,4050.00,5350.00
328,synthetic_0004.json,True,Mitsubishi,Xpander,2009,2,4,1500.00,4700.00,6200.00
329,synthetic_0005.json,True,Toyota,Wigo,2025,3,5,3950.00,13400.00,17350.00
330,synthetic_0006.json,True,Nissan,Terra,2003,2,5,2650.00,4400.00,7050.00
331,synthetic_0007.json,True,Mitsubishi,Montero Sport,2022,3,5,2850.00,11200.00,14050.00
332,synthetic_0008.json,True,Toyota,Corolla Altis,2003,1,3,2100.00,10500.00,12600.00
333,synthetic_0009.json,True,Honda,Fc,1998,2,8,12050.00,11750.00,23800.00
334,synthetic_0010.json,True,Hyundai,H100,2018,2,5,1300.00,4250.00,5550.00
335,synthetic_0011.json,True,Toyota,Wigo,2025,5,4,2450.00,3750.00,6200.00
336,synthetic_0012.json,True,Toyota,Wigo,2000,3,3,2700.00,4250.00,6950.00
337,synthetic_0013.json,True,Kia,Sorento,2015,2,8,17250.00,12250.00,29500.00
338,synthetic_0014.json,True,Toyota,Avanza,2003,2,4,1750.00,4200.00,5950.00
339,synthetic_0015.json,True,Toyota,Vois,2015,2,5,1150.00,3650.00,4800.00
340,synthetic_0016.json,True,Hyundai,H100,2021,1,4,2250.00,5800.00,8050.00
341,synthetic_0017.json,True,Toyota,Rush,2015,3,3,2850.00,3800.00,6650.00
342,synthetic_0018.json,True,Mitsubishi,L300,1999,4,4,4650.00,22600.00,27250.00
343,synthetic_0019.json,True,Suzuki,Dzire,2019,3,3,2100.00,1700.00,3800.00
344,synthetic_0020.json,True,Hyundai,Starex,2013,4,4,5900.00,8750.00,14650.00
345,synthetic_0021.json,True,Toyota,Corolla Altis,2003,3,4,2950.00,12900.00,15850.00
346,synthetic_0022.json,True,Toyota,Corolla Altis,2005,3,5,5800.00,6050.00,11850.00
347,synthetic_0023.json,True,Mitsubishi,Montero Sport,2007,4,4,1750.00,3050.00,4800.00
348,synthetic_0024.json,True,Toyota,Wigo,2000,3,5,2500.00,5950.00,8450.00
349,synthetic_0025.json,True,Honda,Jazz,2011,2,4,1400.00,3050.00,4450.00
350,synthetic_0026.json,True,Mitsubishi,Montero Sport,1999,2,3,1450.00,4600.00,6050.00
351,synthetic_0027.json,True,Mitsubishi,Xpander,2021,2,3,1350.00,6850.00,8200.00
352,synthetic_0028.json,True,Suzuki,Swift,2013,3,4,3700.00,20800.00,24500.00
353,synthetic_0029.json,True,Toyota,Corolla,2024,2,5,1200.00,5250.00,6450.00
354,synthetic_0030.json,True,Kia,Picanto,2016,3,4,4750.00,12500.00,17250.00
355,synthetic_0031.json,True,Toyota,Hiace,2001,2,5,1200.00,7000.00,8200.00
356,synthetic_0032.json,True,Mitsubishi,L200,2009,1,3,5300.00,6500.00,11800.00
357,synthetic_0033.json,True,Toyota,Rush,2020,3,5,3150.00,18800.00,21950.00
358,synthetic_0034.json,True,Honda,City,1999,2,4,3200.00,7450.00,10650.00
359,synthetic_0035.json,True,Toyota,Corolla,2018,2,5,2450.00,7300.00,9750.00
360,synthetic_0036.json,True,Toyota,Corolla,2004,1,7,13300.00,14000.00,27300.00
361,synthetic_0037.json,True,Toyota,Fortuner,2016,2,4,1350.00,2000.00,3350.00
362,synthetic_0038.json,True,Toyota,Rush,2019,2,4,1400.00,3150.00,4550.00
363,synthetic_0039.json,True,Toyota,Hilux,2014,3,5,3150.00,4700.00,7850.00
364,synthetic_0040.json,True,Toyota,Rush,2006,3,6,3400.00,10100.00,13500.00
365,synthetic_0041.json,True,Hyundai,Grand Starex,2013,4,5,6200.00,12450.00,18650.00
366,synthetic_0042.json,True,Toyota,Corolla,2002,1,4,3100.00,6950.00,10050.00
367,synthetic_0043.json,True,Toyota,Avanza,2003,3,4,2250.00,4650.00,6900.00
368,synthetic_0044.json,True,Honda,Civic,2017,1,3,2750.00,6800.00,9550.00
369,synthetic_0045.json,True,Mitsubishi,Xpander,2002,2,5,1750.00,4650.00,6400.00
370,synthetic_0046.json,True,Honda,Fc,2018,3,5,4900.00,15300.00,20200.00
371,synthetic_0047.json,True,Toyota,Hiace,2008,4,3,5450.00,16300.00,21750.00
372,synthetic_0048.json,True,Toyota,Vios,2019,1,4,2300.00,11200.00,13500.00
373,synthetic_0049.json,True,Toyota,Innova,2006,2,6,2850.00,5750.00,8600.00
374,synthetic_0050.json,True,Toyota,Vois,1999,2,4,4250.00,4800.00,9050.00
375,synthetic_0051.json,True,Toyota,Altis,1999,3,5,3200.00,15600.00,18800.00
376,synthetic_0052.json,True,Toyota,Hiace,1999,2,4,1450.00,11550.00,13000.00
377,synthetic_0053.json,True,Mitsubishi,Mirage,1997,2,4,1150.00,7650.00,8800.00
378,synthetic_0054.json,True,Toyota,Hilux,2000,4,4,1950.00,3600.00,5550.00
379,synthetic_0055.json,True,Toyota,Fortuner,2022,2,4,1100.00,4500.00,5600.00
380,synthetic_0056.json,True,Hyundai,Porter,2010,1,5,4500.00,9400.00,13900.00
381,synthetic_0057.json,True,Isuzu,D-Max,2023,2,4,3550.00,6150.00,9700.00
382,synthetic_0058.json,True,Mazda,Mazda 3,2009,3,4,2050.00,5950.00,8000.00
383,synthetic_0059.json,True,Toyota,Corolla,1998,2,4,1400.00,3000.00,4400.00
384,synthetic_0060.json,True,Toyota,Vios,2009,2,5,1700.00,15150.00,16850.00
385,synthetic_0061.json,True,Mitsubishi,Montero Sport,2023,3,5,2650.00,3450.00,6100.00
386,synthetic_0062.json,True,Honda,Crv Gen 02,2019,5,5,2750.00,5500.00,8250.00
387,synthetic_0063.json,True,Toyota,Vois,2014,2,4,2200.00,3400.00,5600.00
388,synthetic_0064.json,True,Isuzu,Mux,2017,4,3,1900.00,4800.00,6700.00
389,synthetic_0065.json,True,Isuzu,Crosswind,2025,1,3,1800.00,5850.00,7650.00
390,synthetic_0066.json,True,Toyota,Vios,2007,2,4,1100.00,5100.00,6200.00
391,synthetic_0067.json,True,Toyota,Corolla,2019,2,3,1100.00,1800.00,2900.00
392,synthetic_0068.json,True,Toyota,Rush,2016,3,6,3100.00,8700.00,11800.00
393,synthetic_0069.json,True,Toyota,Hiace,2008,3,4,3900.00,10900.00,14800.00
394,synthetic_0070.json,True,Toyota,Fortuner,2023,5,5,2550.00,4600.00,7150.00
395,synthetic_0071.json,True,Mazda,Cx7,2023,2,6,2600.00,6400.00,9000.00
396,synthetic_0072.json,True,Toyota,Hiace,2014,2,3,4000.00,7050.00,11050.00
397,synthetic_0073.json,True,Suzuki,Celerio,2000,3,4,4600.00,10400.00,15000.00
398,synthetic_0074.json,True,Toyota,Hi-Ace,2015,4,4,5200.00,9350.00,14550.00
399,synthetic_0075.json,True,Toyota,Altis,2023,4,5,4600.00,12300.00,16900.00
400,synthetic_0076.json,True,Toyota,Hiace,2011,1,3,3300.00,7400.00,10700.00
401,synthetic_0077.json,True,Nissan,Patrol,2005,5,5,2700.00,4300.00,7000.00
402,synthetic_0078.json,True,Hyundai,Tucson,2021,2,5,1850.00,7250.00,9100.00
403,synthetic_0079.json,True,Toyota,Hilux,2014,2,5,4100.00,7550.00,11650.00
404,synthetic_0080.json,True,Mitsubishi,Xpander,2016,5,4,2300.00,2200.00,4500.00
405,synthetic_0081.json,True,Isuzu,Mux,2015,2,5,22150.00,11400.00,33550.00
406,synthetic_0082.json,True,Hyundai,I100,2002,4,5,5750.00,27000.00,32750.00
407,synthetic_0083.json,True,Mitsubishi,Montero Sport,2020,4,4,4550.00,17400.00,21950.00
408,synthetic_0084.json,True,Toyota,Hilux,2002,3,5,4800.00,6850.00,11650.00
409,synthetic_0085.json,True,Mitsubishi,Mirage,2014,3,5,1950.00,3800.00,5750.00
410,synthetic_0086.json,True,Toyota,Vios,2005,1,4,2400.00,7700.00,10100.00
411,synthetic_0087.json,True,Toyota,Wigo,2016,4,3,6050.00,6800.00,12850.00
412,synthetic_0088.json,True,Toyota,Corolla,2023,2,5,1100.00,4800.00,5900.00
413,synthetic_0089.json,True,Toyota,Avanza,2007,2,4,5150.00,9450.00,14600.00
414,synthetic_0090.json,True,Toyota,Avanza,2020,4,5,4700.00,24700.00,29400.00
415,synthetic_0091.json,True,Mitsubishi,Mirage,2011,3,4,5000.00,12450.00,17450.00
416,synthetic_0092.json,True,Mitsubishi,Strada,2003,4,3,5600.00,16300.00,21900.00
417,synthetic_0093.json,True,Toyota,Rush,2009,1,5,3750.00,7900.00,11650.00
418,synthetic_0094.json,True,Mitsubishi,L300,2006,3,4,2850.00,20550.00,23400.00
419,synthetic_0095.json,True,Toyota,Corolla,1998,2,5,1550.00,10000.00,11550.00
420,synthetic_0096.json,True,Toyota,Corolla,2000,1,3,3250.00,1350.00,4600.00
421,synthetic_0097.json,True,Kia,K2500,2021,2,5,1250.00,5800.00,7050.00
422,synthetic_0098.json,True,Toyota,Vios,2013,2,4,1150.00,2050.00,3200.00
423,synthetic_0099.json,True,Kia,Sorento,2011,3,3,4300.00,1800.00,6100.00
424,synthetic_0100.json,True,Hyundai,Santa Fe,2000,2,4,1250.00,5400.00,6650.00
425,synthetic_0101.json,True,Isuzu,Crosswind,2023,3,5,3500.00,15600.00,19100.00
426,synthetic_0102.json,True,Mitsubishi,Adventure,2009,3,2,2050.00,3000.00,5050.00
427,synthetic_0103.json,True,Ford,Everest,2008,2,5,1950.00,6550.00,8500.00
428,synthetic_0104.json,True,Toyota,Rush,2024,2,3,3500.00,6250.00,9750.00
429,synthetic_0105.json,True,Kia,Carnival,2025,2,4,2200.00,6800.00,9000.00
430,synthetic_0106.json,True,Mitsubishi,Montero,2023,3,4,4150.00,21850.00,26000.00
431,synthetic_0107.json,True,Toyota,Vios,1999,2,4,1350.00,4700.00,6050.00
432,synthetic_0108.json,True,Mitsubishi,Montero Sport,2001,3,4,2250.00,7000.00,9250.00
433,synthetic_0109.json,True,Toyota,Avanza,2015,2,3,1150.00,4550.00,5700.00
434,synthetic_0110.json,True,Nissan,Granduer,2000,2,4,2650.00,8150.00,10800.00
435,synthetic_0111.json,True,Toyota,Hi-Ace,2015,1,4,3050.00,10050.00,13100.00
436,synthetic_0112.json,True,Mitsubishi,Pajero,2025,3,4,3050.00,6800.00,9850.00
437,synthetic_0113.json,True,Toyota,Avanza,2019,2,4,4000.00,12650.00,16650.00
438,synthetic_0114.json,True,Toyota,Avanza,2020,2,2,3000.00,950.00,3950.00
439,synthetic_0115.json,True,Honda,Crv,2005,1,3,4200.00,5950.00,10150.00
440,synthetic_0116.json,True,Mazda,Mazda 3,2024,2,5,1450.00,8150.00,9600.00
441,synthetic_0117.json,True,Suzuki,Swift,2013,3,4,5050.00,4250.00,9300.00
442,synthetic_0118.json,True,Mitsubishi,L200,2013,2,2,1200.00,2400.00,3600.00
443,synthetic_0119.json,True,Toyota,Corolla Altis,2005,2,4,1150.00,3400.00,4550.00
444,synthetic_0120.json,True,Nissan,NV350 Urvan,2001,2,2,1050.00,2750.00,3800.00
445,synthetic_0121.json,True,Hyundai,Porter,2003,3,4,3450.00,20800.00,24250.00
446,synthetic_0122.json,True,Mitsubishi,Mirage,2010,2,4,3050.00,6450.00,9500.00
447,synthetic_0123.json,True,Hyundai,Starex,2025,3,2,3000.00,850.00,3850.00
448,synthetic_0124.json,True,Nissan,Navara,2008,2,3,3100.00,5850.00,8950.00
449,synthetic_0125.json,True,Mitsubishi,Adventure,2016,2,4,1500.00,5400.00,6900.00
450,synthetic_0126.json,True,Honda,Brio,2025,2,8,16500.00,11100.00,27600.00
451,synthetic_0127.json,True,Toyota,Fortuner,2024,2,5,1750.00,6800.00,8550.00
452,synthetic_0128.json,True,Toyota,Rush,2003,4,4,4550.00,14100.00,18650.00
453,synthetic_0129.json,True,Isuzu,Mux,2005,3,4,2450.00,3350.00,5800.00
454,synthetic_0130.json,True,Toyota,Corolla,2014,2,5,1800.00,5150.00,6950.00
455,synthetic_0131.json,True,Nissan,Armada,2020,4,5,5100.00,21100.00,26200.00
456,synthetic_0132.json,True,Mitsubishi,Pajero,1997,2,5,1400.00,8100.00,9500.00
457,synthetic_0133.json,True,Mazda,Cx9,2000,3,4,4450.00,13100.00,17550.00
458,synthetic_0134.json,True,Toyota,Vios,2003,3,4,4050.00,12400.00,16450.00
459,synthetic_0135.json,True,Toyota,Vios,2014,2,4,1200.00,6550.00,7750.00
460,synthetic_0136.json,True,Hyundai,I100,1997,1,4,3100.00,6900.00,10000.00
461,synthetic_0137.json,True,Toyota,Vios,2005,2,5,1150.00,6950.00,8100.00
462,synthetic_0138.json,True,Mitsubishi,Montero Sport,2008,1,4,2000.00,9800.00,11800.00
463,synthetic_0139.json,True,Toyota,Rush,2015,4,2,4350.00,7800.00,12150.00
464,synthetic_0140.json,True,Mitsubishi,Montero,2005,3,3,4700.00,5000.00,9700.00
465,synthetic_0141.json,True,Toyota,Fortuner,2013,2,5,1750.00,6100.00,7850.00
466,synthetic_0142.json,True,Toyota,Hi-Ace,2002,2,4,1250.00,6300.00,7550.00
467,synthetic_0143.json,True,Toyota,Hi-Ace,1999,3,4,2350.00,4250.00,6600.00
468,synthetic_0144.json,True,Toyota,Rush,2012,2,3,3100.00,1500.00,4600.00
469,synthetic_0145.json,True,Toyota,Hiace,2017,2,3,4600.00,6950.00,11550.00
470,synthetic_0146.json,True,Honda,Fc,2000,2,5,1200.00,3850.00,5050.00
471,synthetic_0147.json,True,Hyundai,H100,2003,2,4,1150.00,7250.00,8400.00
472,synthetic_0148.json,True,Kia,Picanto,2004,2,4,4550.00,7750.00,12300.00
473,synthetic_0149.json,True,Toyota,Hiace,2017,2,4,3700.00,6250.00,9950.00
474,synthetic_0150.json,True,Hyundai,H100,2003,2,3,1300.00,2450.00,3750.00
475,synthetic_0151.json,True,Ford,EcoSport,2005,2,4,1550.00,3600.00,5150.00
476,synthetic_0152.json,True,Toyota,Corolla Altis,2016,3,4,2600.00,6700.00,9300.00
477,synthetic_0153.json,True,Hyundai,Grand Starex,2006,2,5,950.00,8350.00,9300.00
478,synthetic_0154.json,True,Toyota,Hi-Ace,2006,2,5,2050.00,7100.00,9150.00
479,synthetic_0155.json,True,Toyota,Wigo,2019,4,4,4800.00,20300.00,25100.00
480,synthetic_0156.json,True,Toyota,Wigo,2014,2,5,1300.00,5050.00,6350.00
481,synthetic_0157.json,True,Honda,Brio,2008,2,5,1150.00,4850.00,6000.00
482,synthetic_0158.json,True,Toyota,Innova,2001,2,5,1050.00,6250.00,7300.00
483,synthetic_0159.json,True,Ford,Ecosport,2009,1,4,2900.00,12150.00,15050.00
484,synthetic_0160.json,True,Mitsubishi,Adventure,1997,3,4,2550.00,4250.00,6800.00
485,synthetic_0161.json,True,Nissan,Armada,1997,4,5,4850.00,14300.00,19150.00
486,synthetic_0162.json,True,Toyota,Hilux,2023,2,4,1750.00,3800.00,5550.00
487,synthetic_0163.json,True,Toyota,Hi-Ace,2019,2,5,1150.00,4350.00,5500.00
488,synthetic_0164.json,True,Hyundai,Tucson,2020,2,3,1200.00,1600.00,2800.00
489,synthetic_0165.json,True,Mitsubishi,L200,2009,3,4,3900.00,12350.00,16250.00
490,synthetic_0166.json,True,Mitsubishi,L200,2005,2,4,3250.00,12000.00,15250.00
491,synthetic_0167.json,True,Hyundai,Accent,2017,2,2,3200.00,4950.00,8150.00
492,synthetic_0168.json,True,Toyota,Hi-Ace,2020,3,5,2300.00,4050.00,6350.00
493,synthetic_0169.json,True,Mitsubishi,Montero Sport,2016,3,5,2300.00,3500.00,5800.00
494,synthetic_0170.json,True,Mitsubishi,Strada,1998,3,4,2150.00,4850.00,7000.00
495,synthetic_0171.json,True,Toyota,Hilux,2006,3,2,4250.00,4600.00,8850.00
496,synthetic_0172.json,True,Hyundai,Santa Fe,2010,4,4,2050.00,8100.00,10150.00
497,synthetic_0173.json,True,Nissan,Xtrail,2021,2,5,2000.00,7200.00,9200.00
498,synthetic_0174.json,True,Honda,BR-V,2012,3,4,2700.00,3500.00,6200.00
499,synthetic_0175.json,True,Hyundai,Accent,2013,2,4,1500.00,5400.00,6900.00
500,synthetic_0176.json,True,Hyundai,Starex,2002,1,1,2850.00,7700.00,10550.00
501,synthetic_0177.json,True,Hyundai,Porter,2019,4,5,5450.00,13300.00,18750.00
502,synthetic_0178.json,True,Toyota,Corolla Altis,2012,1,4,1600.00,6050.00,7650.00
503,synthetic_0179.json,True,Toyota,Vios,1998,2,5,1050.00,6400.00,7450.00
504,synthetic_0180.json,True,Toyota,Hi-Ace,2020,1,8,11800.00,13500.00,25300.00
505,synthetic_0181.json,True,Toyota,Vois,2007,2,3,1550.00,7450.00,9000.00
506,synthetic_0182.json,True,Mitsubishi,Xpander,2020,3,4,3100.00,11000.00,14100.00
507,synthetic_0183.json,True,Mitsubishi,Mirage,2000,3,5,3900.00,4300.00,8200.00
508,synthetic_0184.json,True,Mitsubishi,L300,2000,1,5,3450.00,7650.00,11100.00
509,synthetic_0185.json,True,Toyota,Avanza,2016,2,6,1600.00,6550.00,8150.00
510,synthetic_0186.json,True,Toyota,Altis,2019,3,6,2650.00,6600.00,9250.00
511,synthetic_0187.json,True,Toyota,Wigo,2004,2,5,1350.00,5350.00,6700.00
512,synthetic_0188.json,True,Mitsubishi,Mirage G4,2016,2,3,4200.00,1450.00,5650.00
513,synthetic_0189.json,True,Toyota,Innova,2004,2,5,1850.00,12450.00,14300.00
514,synthetic_0190.json,True,Honda,BR-V,2025,1,4,2500.00,10800.00,13300.00
515,synthetic_0191.json,True,Mitsubishi,Montero,2001,3,5,4300.00,12900.00,17200.00
516,synthetic_0192.json,True,Honda,Jazz,1998,3,4,3800.00,11250.00,15050.00
517,synthetic_0193.json,True,Toyota,Hilux,2024,2,5,1450.00,5000.00,6450.00
518,synthetic_0194.json,True,Nissan,Xtrail,2006,2,5,2950.00,4850.00,7800.00
519,synthetic_0195.json,True,Toyota,Vios,2018,3,5,2400.00,11250.00,13650.00
520,synthetic_0196.json,True,Toyota,Vios,2005,2,4,4300.00,6800.00,11100.00
521,synthetic_0197.json,True,Toyota,Corolla Altis,1997,3,4,3550.00,3850.00,7400.00
522,synthetic_0198.json,True,Honda,City,1999,1,4,2300.00,11400.00,13700.00
523,synthetic_0199.json,True,Honda,Jazz,2012,1,5,3700.00,8000.00,11700.00
524,synthetic_0200.json,True,Mitsubishi,Pajero,2023,1,3,2150.00,5850.00,8000.00
525,synthetic_0201.json,True,Kia,Sorento,2021,3,5,1950.00,4800.00,6750.00
526,synthetic_0202.json,True,Toyota,Altis,2016,3,4,3900.00,11000.00,14900.00
527,synthetic_0203.json,True,Toyota,Innova,1998,4,4,5250.00,17500.00,22750.00
528,synthetic_0204.json,True,Nissan,Navara,2012,2,5,3950.00,7250.00,11200.00
529,synthetic_0205.json,True,Toyota,Hilux,2024,2,5,1350.00,7350.00,8700.00
530,synthetic_0206.json,True,Toyota,Hilux,2021,2,5,1250.00,5950.00,7200.00
531,synthetic_0207.json,True,Toyota,Avanza,2019,2,5,2800.00,7550.00,10350.00
532,synthetic_0208.json,True,Kia,Sorento,2021,4,5,5350.00,19900.00,25250.00
533,synthetic_0209.json,True,Toyota,Hiace,2018,2,5,4400.00,13300.00,17700.00
534,synthetic_0210.json,True,Kia,K2500,2024,4,4,2200.00,3450.00,5650.00
535,synthetic_0211.json,True,Ford,EcoSport,2006,3,2,3650.00,2700.00,6350.00
536,synthetic_0212.json,True,Mitsubishi,L300,2001,4,4,5000.00,16300.00,21300.00
537,synthetic_0213.json,True,Toyota,Corolla,2006,1,6,11800.00,12450.00,24250.00
538,synthetic_0214.json,True,Toyota,Hiace,2006,2,5,5150.00,7850.00,13000.00
539,synthetic_0215.json,True,Toyota,Avanza,2017,3,4,4300.00,21900.00,26200.00
540,synthetic_0216.json,True,Toyota,Corolla,2024,2,5,1800.00,9300.00,11100.00
541,synthetic_0217.json,True,Toyota,Wigo,2008,2,5,1400.00,3900.00,5300.00
542,synthetic_0218.json,True,Mitsubishi,Pajero,1998,2,5,1400.00,4000.00,5400.00
543,synthetic_0219.json,True,Kia,K2700,2003,2,6,2500.00,8600.00,11100.00
544,synthetic_0220.json,True,Mitsubishi,Pajero,2024,2,5,2100.00,6900.00,9000.00
545,synthetic_0221.json,True,Toyota,Corolla Altis,2005,3,5,4200.00,14600.00,18800.00
546,synthetic_0222.json,True,Toyota,Vios,2018,3,3,4100.00,10400.00,14500.00
547,synthetic_0223.json,True,Toyota,Avanza,2019,2,4,1700.00,5700.00,7400.00
548,synthetic_0224.json,True,Hyundai,I100,2009,5,5,2350.00,7700.00,10050.00
549,synthetic_0225.json,True,Hyundai,Santa Fe,2007,2,4,1700.00,11450.00,13150.00
550,synthetic_0226.json,True,Toyota,Rush,1999,4,4,4950.00,10500.00,15450.00
551,synthetic_0227.json,True,Toyota,Wigo,2018,3,5,4200.00,12400.00,16600.00
552,synthetic_0228.json,True,Toyota,Vios,2007,1,4,4750.00,7400.00,12150.00
553,synthetic_0229.json,True,Toyota,Wigo,2020,2,3,1050.00,3600.00,4650.00
554,synthetic_0230.json,True,Toyota,Vois,2025,1,4,4100.00,7800.00,11900.00
555,synthetic_0231.json,True,Nissan,Granduer,2011,3,5,3850.00,12950.00,16800.00
556,synthetic_0232.json,True,Mitsubishi,Adventure,2015,3,5,2550.00,6100.00,8650.00
557,synthetic_0233.json,True,Mitsubishi,Xpander,2005,2,4,1150.00,7200.00,8350.00
558,synthetic_0234.json,True,Toyota,Rush,2001,2,5,1150.00,7000.00,8150.00
559,synthetic_0235.json,True,Toyota,Hi-Ace,2009,3,3,2550.00,9500.00,12050.00
560,synthetic_0236.json,True,Toyota,Avanza,2016,1,3,2600.00,5250.00,7850.00
561,synthetic_0237.json,True,Toyota,Corolla Altis,1998,2,5,1700.00,11800.00,13500.00
562,synthetic_0238.json,True,Hyundai,Starex,2009,2,4,1400.00,7550.00,8950.00
563,synthetic_0239.json,True,Toyota,Vios,2014,2,7,14100.00,14300.00,28400.00
564,synthetic_0240.json,True,Hyundai,Porter,2012,1,5,3000.00,8300.00,11300.00
565,synthetic_0241.json,True,Toyota,Vois,2011,4,4,1800.00,6050.00,7850.00
566,synthetic_0242.json,True,Mitsubishi,Xpander,2023,2,8,19100.00,17100.00,36200.00
567,synthetic_0243.json,True,Honda,Brio,2006,5,5,2300.00,4450.00,6750.00
568,synthetic_0244.json,True,Hyundai,Tucson,2023,2,6,2250.00,6550.00,8800.00
569,synthetic_0245.json,True,Mitsubishi,Adventure,2022,3,4,3400.00,3050.00,6450.00
570,synthetic_0246.json,True,Hyundai,Grand Starex,2021,1,4,3050.00,4100.00,7150.00
571,synthetic_0247.json,True,Hyundai,Tucson,2022,2,3,1200.00,1500.00,2700.00
572,synthetic_0248.json,True,Ford,EcoSport,2006,2,5,2000.00,5400.00,7400.00
573,synthetic_0249.json,True,Mazda,Mazda 3,2003,2,5,1300.00,8300.00,9600.00
574,synthetic_0250.json,True,Mitsubishi,Adventure,2006,2,4,1300.00,3050.00,4350.00
575,synthetic_0251.json,True,Honda,Jazz,2015,2,3,1900.00,4250.00,6150.00
576,synthetic_0252.json,True,Suzuki,Jimny,2024,3,3,2250.00,2550.00,4800.00
577,synthetic_0253.json,True,Mitsubishi,Xpander,2011,2,6,2500.00,6650.00,9150.00
578,synthetic_0254.json,True,Mitsubishi,L300,2015,1,4,3750.00,12200.00,15950.00
579,synthetic_0255.json,True,Toyota,Vios,2014,4,4,2300.00,4050.00,6350.00
580,synthetic_0256.json,True,Suzuki,Swift,1998,2,4,1250.00,3800.00,5050.00
581,synthetic_0257.json,True,Toyota,Corolla Altis,2023,3,5,3400.00,28200.00,31600.00
582,synthetic_0258.json,True,Hyundai,I100,2007,2,3,1300.00,3850.00,5150.00
583,synthetic_0259.json,True,Toyota,Hiace,2023,2,5,3750.00,12650.00,16400.00
584,synthetic_0260.json,True,Nissan,Patrol,2002,1,5,3900.00,7850.00,11750.00
585,synthetic_0261.json,True,Toyota,Hilux,2011,2,4,1500.00,4700.00,6200.00
586,synthetic_0262.json,True,Honda,City,2023,3,5,2700.00,3750.00,6450.00
587,synthetic_0263.json,True,Toyota,Vios,2016,4,5,5250.00,25500.00,30750.00
588,synthetic_0264.json,True,Mitsubishi,Strada,2021,2,5,1200.00,3550.00,4750.00
589,synthetic_0265.json,True,Honda,Crv Gen 02,2012,3,5,2150.00,5800.00,7950.00
590,synthetic_0266.json,True,Honda,Crv,2002,4,4,2300.00,4400.00,6700.00
591,synthetic_0267.json,True,Toyota,Innova,2021,2,5,5050.00,10600.00,15650.00
592,synthetic_0268.json,True,Suzuki,Dzire,2005,1,5,4400.00,7950.00,12350.00
593,synthetic_0269.json,True,Honda,City,2005,3,4,5250.00,9900.00,15150.00
594,synthetic_0270.json,True,Toyota,Rush,2006,5,5,2750.00,7350.00,10100.00
595,synthetic_0271.json,True,Toyota,Wigo,1997,2,4,1500.00,7450.00,8950.00
596,synthetic_0272.json,True,Toyota,Hi-Ace,2011,4,4,4800.00,9300.00,14100.00
597,synthetic_0273.json,True,Toyota,Hiace,2023,3,5,4250.00,14400.00,18650.00
598,synthetic_0274.json,True,Toyota,Hi-Ace,2020,3,4,5000.00,7250.00,12250.00
599,synthetic_0275.json,True,Toyota,Vois,2019,3,5,3400.00,22900.00,26300.00
600,synthetic_0276.json,True,Toyota,Altis,2003,3,5,3550.00,13800.00,17350.00
601,synthetic_0277.json,True,Toyota,Vois,2002,4,5,5750.00,15600.00,21350.00
602,synthetic_0278.json,True,Kia,Seltos,2007,1,6,17400.00,7900.00,25300.00
603,synthetic_0279.json,True,Hyundai,Santa Fe,2020,1,4,4250.00,12700.00,16950.00
604,synthetic_0280.json,True,Nissan,Almera,2002,3,5,2450.00,12000.00,14450.00
605,synthetic_0281.json,True,Toyota,Corolla Altis,2010,1,5,4300.00,7500.00,11800.00
606,synthetic_0282.json,True,Mitsubishi,Adventure,2012,2,5,1800.00,4700.00,6500.00
607,synthetic_0283.json,True,Toyota,Corolla,2017,4,3,4900.00,8700.00,13600.00
608,synthetic_0284.json,True,Hyundai,Tucson,2015,2,5,2050.00,12700.00,14750.00
609,synthetic_0285.json,True,Mitsubishi,Strada,2000,2,4,1300.00,8900.00,10200.00
610,synthetic_0286.json,True,Mitsubishi,L300,2000,2,5,1200.00,4950.00,6150.00
611,synthetic_0287.json,True,Nissan,NV350 Urvan,2019,4,2,5450.00,8700.00,14150.00
612,synthetic_0288.json,True,Toyota,Corolla Altis,2018,1,4,2900.00,8250.00,11150.00
613,synthetic_0289.json,True,Suzuki,Celerio,1999,2,3,1200.00,3900.00,5100.00
614,synthetic_0290.json,True,Toyota,Wigo,2020,4,5,4950.00,20500.00,25450.00
615,synthetic_0291.json,True,Toyota,Vois,2011,3,4,2650.00,4150.00,6800.00
616,synthetic_0292.json,True,Mitsubishi,Adventure,2010,3,5,4050.00,22100.00,26150.00
617,synthetic_0293.json,True,Honda,Fc,2009,1,6,19400.00,9550.00,28950.00
618,synthetic_0294.json,True,Toyota,Vios,2012,3,5,3900.00,12500.00,16400.00
619,synthetic_0295.json,True,Mitsubishi,Mirage,1997,1,5,3100.00,10050.00,13150.00
620,synthetic_0296.json,True,Mitsubishi,Montero,2018,2,4,2800.00,10650.00,13450.00
