service_id,service_name,base_price,base_duration_hours,is_price_fixed,vehicle_type,vehicle_age,mileage,estimated_duration_mins,actual_duration_mins,actual_amount,is_churned,vehicle_type_encoded,predicted_duration_mins
10,Replace Valve Cover Gasket,1400.0,1.75,0,Hatchback,6,72549.2,107.4,159.4,575.0,0,1,150.53399999999982
2,Brake Service,800.0,1.25,1,Van,6,92856.4,73.5,82.0,3325.0,1,5,79.93100000000003
2,Brake Service,800.0,1.25,1,Van,6,88963.7,74.0,84.1,3200.0,1,5,81.83700000000007
1,Change Oil,650.0,0.75,1,Crossover,11,157104.6,45.2,43.1,825.0,1,0,45.452
2,Brake Service,800.0,1.25,1,Crossover,11,168936.8,78.4,70.0,825.0,0,0,77.83
2,Brake Service,800.0,1.25,1,Crossover,11,168301.7,72.0,84.9,575.0,0,0,79.54099999999995
2,Brake Service,800.0,1.25,1,Crossover,11,155376.4,77.5,85.8,850.0,1,0,77.837
13,Replace Tie Rod / Rack End,1000.0,1.5,1,Crossover,11,159288.4,91.8,98.5,4600.0,1,0,95.73600000000002
1,Change Oil,650.0,0.75,1,Crossover,11,149551.1,43.6,39.9,6100.0,1,0,46.126999999999974
11,Down Clutch / Pulldown Transmission,3500.0,4.5,0,Crossover,11,181190.1,275.4,413.6,4375.0,1,0,395.72499999999957
4,Wheel Alignment,800.0,1.0,1,Crossover,11,175123.4,59.3,62.6,2425.0,1,0,61.690000000000055
1,Change Oil,650.0,0.75,1,Sedan,6,89623.3,42.9,38.5,650.0,0,4,41.00500000000001
2,Brake Service,800.0,1.25,1,Sedan,6,94539.6,75.3,87.8,800.0,0,4,84.49800000000006
2,Brake Service,800.0,1.25,1,Sedan,6,90033.7,77.3,65.5,525.0,0,4,68.91800000000002
2,Brake Service,800.0,1.25,1,Sedan,6,81410.0,72.4,67.4,275.0,0,4,69.0709999999999
14,Rotor Disc Refacing,3000.0,2.0,1,Sedan,25,390886.5,123.6,132.8,2800.0,1,4,128.45699999999985
2,Brake Service,800.0,1.25,1,Sedan,25,363001.4,78.0,80.0,475.0,1,4,81.03399999999999
2,Brake Service,800.0,1.25,1,Sedan,25,327751.4,73.9,66.4,1700.0,1,4,70.10599999999997
2,Brake Service,800.0,1.25,1,Sedan,6,89843.6,71.8,69.2,1575.0,1,4,68.92099999999995
17,Replace Shock Absorbers,1500.0,2.0,1,Sedan,6,86297.2,118.0,118.9,775.0,0,4,117.79799999999983
14,Rotor Disc Refacing,3000.0,2.0,1,Sedan,6,98009.3,122.1,113.0,1225.0,0,4,128.91000000000008
10,Replace Valve Cover Gasket,1400.0,1.75,0,Sedan,6,86802.2,100.8,110.0,1400.0,0,4,115.4059999999999
2,Brake Service,800.0,1.25,1,Sedan,6,90113.2,71.8,65.6,500.0,0,4,67.33800000000005
2,Brake Service,800.0,1.25,1,Sedan,6,91769.2,74.3,81.1,3675.0,1,4,80.28100000000009
14,Rotor Disc Refacing,3000.0,2.0,1,Hatchback,4,54268.5,118.8,113.3,1450.0,0,1,116.50099999999995
1,Change Oil,650.0,0.75,1,Hatchback,4,54219.6,44.0,45.6,4025.0,1,1,46.14999999999997
11,Down Clutch / Pulldown Transmission,3500.0,4.5,0,Hatchback,4,53658.9,258.5,307.2,3750.0,0,1,306.22800000000024
2,Brake Service,800.0,1.25,1,Hatchback,4,52260.7,75.9,69.5,625.0,0,1,72.138
15,Top Overhaul,15000.0,14.0,0,Hatchback,4,55787.0,819.1,1161.2,700.0,0,1,1049.5329999999992
1,Change Oil,650.0,0.75,1,Hatchback,4,56827.9,44.0,48.5,650.0,0,1,47.309
4,Wheel Alignment,800.0,1.0,1,Hatchback,4,59524.5,57.9,58.1,800.0,0,1,61.36800000000001
2,Brake Service,800.0,1.25,1,Sedan,6,90216.9,76.4,76.5,2500.0,1,4,76.93700000000004
1,Change Oil,650.0,0.75,1,Hatchback,6,84280.5,44.8,45.3,625.0,0,1,45.44400000000005
8,Change ATF / Transmission Fluid Flush,650.0,0.75,1,Hatchback,6,89606.3,45.8,46.6,600.0,0,1,46.27699999999998
2,Brake Service,800.0,1.25,1,Hatchback,6,78952.0,78.1,69.6,775.0,0,1,72.54300000000003
6,Replace Fan Belt,800.0,1.0,1,Hatchback,6,86830.5,57.1,66.2,525.0,0,1,64.00899999999993
4,Wheel Alignment,800.0,1.0,1,Hatchback,6,85450.8,61.3,64.3,825.0,0,1,63.256000000000085
2,Brake Service,800.0,1.25,1,Sedan,6,70558.8,72.9,69.0,950.0,0,4,73.48599999999998
5,Engine Diagnostics,1200.0,1.0,0,Pickup,4,49966.6,61.4,91.7,1750.0,1,2,86.39999999999996
2,Brake Service,800.0,1.25,1,Pickup,4,56667.8,77.5,82.1,1025.0,1,2,80.35900000000008
1,Change Oil,650.0,0.75,1,Pickup,4,64998.7,43.7,49.5,525.0,0,2,48.188999999999986
1,Change Oil,650.0,0.75,1,Sedan,6,91488.9,43.1,46.3,1175.0,1,4,43.34499999999997
9,Replace Fuel Filter,550.0,0.75,1,Sedan,6,88025.1,44.0,47.7,800.0,1,4,46.387999999999955
2,Brake Service,800.0,1.25,1,Sedan,6,93231.1,74.7,68.2,1025.0,0,4,70.33599999999996
2,Brake Service,800.0,1.25,1,Sedan,6,89489.9,74.6,79.3,3025.0,1,4,73.67699999999996
12,Replace Suspension Bushing,1500.0,2.5,0,Sedan,6,79257.8,146.9,175.6,1250.0,0,4,186.63100000000009
13,Replace Tie Rod / Rack End,1000.0,1.5,1,Sedan,6,80759.3,86.0,93.2,500.0,0,4,90.61399999999996
2,Brake Service,800.0,1.25,1,Sedan,6,79467.2,74.3,68.3,525.0,0,4,71.93000000000005
4,Wheel Alignment,800.0,1.0,1,Sedan,6,72913.8,57.4,61.0,2550.0,1,4,54.90600000000009
4,Wheel Alignment,800.0,1.0,1,Sedan,6,98744.2,61.1,60.7,775.0,0,4,60.29599999999993
10,Replace Valve Cover Gasket,1400.0,1.75,0,SUV,11,143880.9,105.2,108.7,3125.0,1,3,128.43500000000014
10,Replace Valve Cover Gasket,1400.0,1.75,0,SUV,11,153337.9,108.0,164.0,300.0,0,3,163.28699999999998
9,Replace Fuel Filter,550.0,0.75,1,SUV,11,173171.5,44.3,47.7,350.0,0,3,47.176999999999936
18,Replace Engine Support,1200.0,1.5,0,Sedan,6,89365.0,89.0,115.4,2525.0,1,4,114.47899999999989
2,Brake Service,800.0,1.25,1,Sedan,6,82817.3,76.3,78.9,600.0,0,4,79.01599999999996
13,Replace Tie Rod / Rack End,1000.0,1.5,1,Sedan,6,90670.3,91.0,96.3,950.0,0,4,95.04300000000003
2,Brake Service,800.0,1.25,1,Sedan,6,80323.4,73.0,75.1,1625.0,1,4,75.92400000000009
18,Replace Engine Support,1200.0,1.5,0,Sedan,6,71958.9,85.7,97.5,725.0,0,4,103.9810000000001
2,Brake Service,800.0,1.25,1,Sedan,6,72419.0,75.1,68.1,825.0,0,4,81.55299999999997
2,Brake Service,800.0,1.25,1,Sedan,6,73469.0,73.0,80.4,550.0,0,4,81.20799999999988
2,Brake Service,800.0,1.25,1,Sedan,6,82554.9,75.3,83.3,625.0,0,4,80.8910000000001
18,Replace Engine Support,1200.0,1.5,0,Sedan,6,77622.1,89.2,118.1,1750.0,1,4,112.06500000000014
8,Change ATF / Transmission Fluid Flush,650.0,0.75,1,Sedan,6,81280.2,45.5,45.2,775.0,0,4,45.93799999999996
2,Brake Service,800.0,1.25,1,Sedan,6,79425.2,72.8,79.3,1475.0,1,4,77.84000000000009
17,Replace Shock Absorbers,1500.0,2.0,1,Sedan,6,78505.1,119.0,120.9,2400.0,1,4,120.92599999999986
15,Top Overhaul,15000.0,14.0,0,Hatchback,6,88625.8,855.8,1125.9,18925.0,1,1,1072.7489999999984
17,Replace Shock Absorbers,1500.0,2.0,1,Sedan,9,143778.3,124.1,105.9,1475.0,0,4,115.35999999999989
14,Rotor Disc Refacing,3000.0,2.0,1,Sedan,6,91864.2,116.2,111.1,1500.0,0,4,112.19600000000013
2,Brake Service,800.0,1.25,1,Sedan,6,86753.8,78.0,77.8,525.0,0,4,75.54100000000008
1,Change Oil,650.0,0.75,1,Sedan,6,92587.1,43.0,41.8,650.0,0,4,42.11100000000002
17,Replace Shock Absorbers,1500.0,2.0,1,Sedan,6,86460.8,119.2,111.3,1450.0,0,4,114.11699999999988
2,Brake Service,800.0,1.25,1,Van,6,80255.4,71.8,69.8,525.0,0,5,72.25400000000008
2,Brake Service,800.0,1.25,1,Van,6,92883.2,76.6,76.9,1100.0,1,5,76.61700000000002
1,Change Oil,650.0,0.75,1,Van,6,77586.0,46.2,44.4,800.0,0,5,46.05899999999997
1,Change Oil,650.0,0.75,1,Crossover,11,168314.9,46.3,50.0,625.0,1,0,50.45799999999999
10,Replace Valve Cover Gasket,1400.0,1.75,0,Crossover,11,151616.6,106.8,178.6,1575.0,1,0,170.84599999999992
2,Brake Service,800.0,1.25,1,Crossover,11,137009.4,77.9,81.7,1225.0,1,0,81.16399999999994
17,Replace Shock Absorbers,1500.0,2.0,1,Sedan,9,138076.8,121.8,126.1,1575.0,1,4,125.26099999999997
15,Top Overhaul,15000.0,14.0,0,Hatchback,7,98741.2,837.8,936.8,17425.0,1,1,934.562999999999
13,Replace Tie Rod / Rack End,1000.0,1.5,1,Hatchback,8,101551.9,87.7,86.9,925.0,0,1,88.1059999999999
14,Rotor Disc Refacing,3000.0,2.0,1,Hatchback,8,126642.6,116.3,120.7,1475.0,0,1,120.8410000000001
2,Brake Service,800.0,1.25,1,Hatchback,8,113933.4,76.2,73.7,1050.0,1,1,77.62300000000003
4,Wheel Alignment,800.0,1.0,1,Hatchback,8,116588.3,62.6,56.7,850.0,0,1,59.25599999999992
2,Brake Service,800.0,1.25,1,Sedan,6,75950.3,76.5,80.9,475.0,0,4,79.02799999999988
16,Replace Spark Plugs,350.0,0.5,1,Sedan,6,81956.8,30.9,33.3,425.0,1,4,33.34200000000003
2,Brake Service,800.0,1.25,1,Sedan,6,72654.3,76.5,71.9,500.0,0,4,76.29399999999987
1,Change Oil,650.0,0.75,1,Van,6,71122.1,42.9,42.6,675.0,0,5,45.157999999999966
2,Brake Service,800.0,1.25,1,Van,6,80882.8,76.3,82.0,800.0,0,5,82.46200000000003
4,Wheel Alignment,800.0,1.0,1,Van,6,92543.6,62.4,61.3,1025.0,1,5,61.968000000000075
8,Change ATF / Transmission Fluid Flush,650.0,0.75,1,Van,6,81715.2,43.2,46.7,675.0,0,5,42.232999999999976
4,Wheel Alignment,800.0,1.0,1,Van,6,100561.7,58.4,59.1,975.0,1,5,58.212000000000046
15,Top Overhaul,15000.0,14.0,0,Sedan,6,70413.5,828.3,1097.7,14650.0,1,4,1050.9469999999988
1,Change Oil,650.0,0.75,1,Sedan,6,83013.1,43.8,49.4,11750.0,1,4,47.89199999999999
2,Brake Service,800.0,1.25,1,Sedan,6,78817.1,75.9,89.6,4725.0,1,4,76.859
1,Change Oil,650.0,0.75,1,Van,6,95376.6,45.4,52.7,625.0,0,5,46.870999999999974
2,Brake Service,800.0,1.25,1,Van,6,79316.9,75.7,79.4,725.0,0,5,78.81399999999992
4,Wheel Alignment,800.0,1.0,1,Van,6,85022.5,62.9,69.8,825.0,0,5,64.05700000000006
3,Tire Rotation & Balance,800.0,0.5,1,Van,6,91873.5,28.7,33.8,975.0,1,5,26.838999999999984
8,Change ATF / Transmission Fluid Flush,650.0,0.75,1,Van,6,88111.4,47.0,47.9,600.0,0,5,48.547000000000004
2,Brake Service,800.0,1.25,1,Sedan,22,328860.6,76.1,73.1,4400.0,1,4,75.53400000000009
12,Replace Suspension Bushing,1500.0,2.5,0,Sedan,22,322753.7,145.2,245.0,3175.0,1,4,259.969
1,Change Oil,650.0,0.75,1,Sedan,6,93912.0,43.5,49.8,1050.0,1,4,47.34900000000007
2,Brake Service,800.0,1.25,1,Sedan,6,97552.3,78.5,73.9,575.0,0,4,76.5869999999999
2,Brake Service,800.0,1.25,1,Sedan,6,78643.3,75.5,79.3,1475.0,1,4,76.83800000000008
9,Replace Fuel Filter,550.0,0.75,1,Sedan,6,88703.5,44.3,42.3,800.0,1,4,43.88100000000004
9,Replace Fuel Filter,550.0,0.75,1,Sedan,6,93017.0,46.7,43.4,200.0,0,4,44.60600000000002
5,Engine Diagnostics,1200.0,1.0,0,Sedan,6,99231.1,58.2,64.2,1750.0,1,4,68.03099999999993
2,Brake Service,800.0,1.25,1,Sedan,6,99227.5,71.5,74.4,8850.0,1,4,72.6119999999999
1,Change Oil,650.0,0.75,1,SUV,13,207661.0,46.6,46.9,775.0,1,3,47.08800000000001
9,Replace Fuel Filter,550.0,0.75,1,SUV,13,167164.3,46.4,46.6,525.0,1,3,47.43100000000001
1,Change Oil,650.0,0.75,1,SUV,13,157434.1,43.8,38.6,4450.0,1,3,41.23799999999995
10,Replace Valve Cover Gasket,1400.0,1.75,0,SUV,13,158428.2,101.3,148.9,3875.0,1,3,147.34899999999982
2,Brake Service,800.0,1.25,1,SUV,13,175853.0,73.7,69.2,2400.0,1,3,71.69099999999995
2,Brake Service,800.0,1.25,1,SUV,13,161077.3,73.9,72.7,1525.0,1,3,77.21199999999996
10,Replace Valve Cover Gasket,1400.0,1.75,0,SUV,13,172463.7,101.3,166.1,500.0,1,3,158.11500000000007
1,Change Oil,650.0,0.75,1,Sedan,6,71793.8,44.9,47.9,725.0,0,4,46.46300000000003
2,Brake Service,800.0,1.25,1,Sedan,6,88074.2,75.6,70.1,1500.0,1,4,71.7050000000001
4,Wheel Alignment,800.0,1.0,1,Sedan,6,85533.3,59.9,60.7,950.0,0,4,61.78899999999995
3,Tire Rotation & Balance,800.0,0.5,1,Sedan,6,85046.1,28.7,26.6,875.0,0,4,26.819999999999983
1,Change Oil,650.0,0.75,1,Van,8,121665.9,45.8,48.5,1025.0,1,5,46.51699999999997
2,Brake Service,800.0,1.25,1,Van,8,108038.3,77.6,71.8,1475.0,1,5,75.80000000000008
9,Replace Fuel Filter,550.0,0.75,1,Van,8,116301.9,45.0,50.4,500.0,0,5,48.53499999999999
1,Change Oil,650.0,0.75,1,Van,8,113742.3,44.6,43.6,900.0,1,5,44.255999999999965
2,Brake Service,800.0,1.25,1,Van,8,117036.3,72.7,85.2,875.0,1,5,72.21300000000002
2,Brake Service,800.0,1.25,1,Van,8,115049.7,73.0,62.2,825.0,0,5,67.30699999999996
9,Replace Fuel Filter,550.0,0.75,1,Van,8,114009.3,45.3,44.1,525.0,0,5,47.660000000000025
1,Change Oil,650.0,0.75,1,Sedan,6,74625.9,46.5,48.8,1200.0,1,4,45.243999999999986
16,Replace Spark Plugs,350.0,0.5,1,Sedan,6,97704.6,28.9,32.3,475.0,1,4,27.835000000000004
17,Replace Shock Absorbers,1500.0,2.0,1,Sedan,6,76948.6,120.7,127.0,1850.0,1,4,126.90199999999999
2,Brake Service,800.0,1.25,1,Sedan,6,79948.9,72.9,76.7,600.0,0,4,77.14299999999997
2,Brake Service,800.0,1.25,1,Sedan,6,76414.3,71.3,74.4,500.0,0,4,68.80900000000005
15,Top Overhaul,15000.0,14.0,0,SUV,6,91809.3,810.8,721.2,24500.0,1,3,875.382999999999
2,Brake Service,800.0,1.25,1,Sedan,6,75570.3,78.2,75.7,4325.0,1,4,77.12399999999988
17,Replace Shock Absorbers,1500.0,2.0,1,Sedan,16,251224.7,119.6,116.2,1525.0,1,4,125.15799999999986
13,Replace Tie Rod / Rack End,1000.0,1.5,1,Sedan,16,223774.8,90.9,101.2,500.0,0,4,97.01699999999997
12,Replace Suspension Bushing,1500.0,2.5,0,Sedan,16,198321.4,145.6,232.8,1200.0,1,4,226.1629999999997
4,Wheel Alignment,800.0,1.0,1,Sedan,16,238206.1,60.1,58.2,950.0,1,4,59.22599999999993
2,Brake Service,800.0,1.25,1,Sedan,8,99282.2,74.5,74.3,4575.0,1,4,73.74400000000009
12,Replace Suspension Bushing,1500.0,2.5,0,Sedan,8,97636.6,146.1,200.4,1425.0,1,4,172.01699999999997
10,Replace Valve Cover Gasket,1400.0,1.75,0,Sedan,8,102249.0,103.7,129.2,1800.0,1,4,128.64400000000012
4,Wheel Alignment,800.0,1.0,1,Sedan,8,116656.0,61.6,66.5,2350.0,1,4,64.866
2,Brake Service,800.0,1.25,1,Sedan,6,92657.6,74.2,76.3,4800.0,1,4,76.85100000000006
2,Brake Service,800.0,1.25,1,Sedan,6,88653.4,73.8,78.3,1525.0,1,4,77.89900000000007
10,Replace Valve Cover Gasket,1400.0,1.75,0,Sedan,6,81320.9,106.9,152.0,1500.0,1,4,140.97799999999995
4,Wheel Alignment,800.0,1.0,1,Sedan,6,101235.0,61.4,57.9,2375.0,1,4,61.054999999999964
1,Change Oil,650.0,0.75,1,SUV,13,201228.4,46.0,50.1,850.0,1,3,48.83000000000003
9,Replace Fuel Filter,550.0,0.75,1,SUV,13,206540.1,44.3,44.8,525.0,1,3,47.36799999999998
1,Change Oil,650.0,0.75,1,SUV,13,169038.6,46.5,49.8,4450.0,1,3,48.68200000000005
10,Replace Valve Cover Gasket,1400.0,1.75,0,SUV,13,155414.7,101.5,130.3,3800.0,1,3,139.61199999999985
2,Brake Service,800.0,1.25,1,SUV,13,207147.3,75.0,75.4,2300.0,1,3,76.52899999999994
2,Brake Service,800.0,1.25,1,SUV,13,195184.8,76.9,83.8,1500.0,1,3,81.3470000000001
1,Change Oil,650.0,0.75,1,SUV,13,203346.8,43.0,40.6,550.0,0,3,41.950999999999965
13,Replace Tie Rod / Rack End,1000.0,1.5,1,Sedan,8,115376.6,93.6,93.4,4625.0,1,4,96.10299999999985
12,Replace Suspension Bushing,1500.0,2.5,0,Sedan,8,116645.0,145.4,179.1,1375.0,1,4,181.3220000000001
10,Replace Valve Cover Gasket,1400.0,1.75,0,Sedan,8,115561.0,101.0,138.2,1875.0,1,4,132.82299999999995
4,Wheel Alignment,800.0,1.0,1,Sedan,8,106620.9,58.8,53.5,2750.0,1,4,58.022000000000055
13,Replace Tie Rod / Rack End,1000.0,1.5,1,Sedan,16,199037.5,90.4,90.2,4650.0,1,4,86.906
17,Replace Shock Absorbers,1500.0,2.0,1,Sedan,16,242474.6,125.2,130.3,1275.0,1,4,130.48299999999983
4,Wheel Alignment,800.0,1.0,1,Sedan,16,240729.0,59.4,62.8,975.0,1,4,61.70500000000006
1,Change Oil,650.0,0.75,1,Sedan,16,201184.2,44.8,51.1,3600.0,1,4,49.54300000000001
4,Wheel Alignment,800.0,1.0,1,Sedan,8,100601.5,60.2,53.0,975.0,0,4,56.116000000000014
2,Brake Service,800.0,1.25,1,Sedan,8,131669.7,78.6,68.2,4300.0,1,4,73.85299999999991
12,Replace Suspension Bushing,1500.0,2.5,0,Sedan,8,93297.1,152.9,161.0,1525.0,0,4,176.64000000000007
10,Replace Valve Cover Gasket,1400.0,1.75,0,Sedan,8,113934.2,105.8,161.0,1500.0,1,4,148.893
1,Change Oil,650.0,0.75,1,Sedan,6,92902.3,44.3,49.3,575.0,0,4,47.90500000000006
16,Replace Spark Plugs,350.0,0.5,1,Sedan,6,77594.1,28.8,25.9,250.0,0,4,26.819000000000027
4,Wheel Alignment,800.0,1.0,1,Sedan,6,90057.9,59.3,62.8,975.0,1,4,61.768000000000065
2,Brake Service,800.0,1.25,1,Sedan,6,82199.3,73.5,76.1,1025.0,1,4,76.31600000000009
2,Brake Service,800.0,1.25,1,Sedan,6,80182.3,74.8,69.4,600.0,0,4,70.94699999999993
2,Brake Service,800.0,1.25,1,Sedan,8,124630.1,75.5,74.9,600.0,0,4,73.35299999999992
18,Replace Engine Support,1200.0,1.5,0,Sedan,8,105878.0,91.0,123.7,600.0,0,4,121.64000000000004
12,Replace Suspension Bushing,1500.0,2.5,0,Sedan,8,98068.4,150.8,231.6,1525.0,1,4,168.59799999999993
17,Replace Shock Absorbers,1500.0,2.0,1,Sedan,8,125023.3,118.5,116.5,1175.0,0,4,118.06199999999997
1,Change Oil,650.0,0.75,1,Van,6,80888.8,45.8,44.7,800.0,0,5,44.676999999999914
2,Brake Service,800.0,1.25,1,Van,6,78849.3,72.4,66.9,800.0,0,5,69.67999999999992
2,Brake Service,800.0,1.25,1,Sedan,6,95345.5,73.0,84.7,500.0,0,4,81.70699999999992
3,Tire Rotation & Balance,800.0,0.5,1,Sedan,6,92860.6,31.2,35.2,325.0,0,4,33.95999999999996
1,Change Oil,650.0,0.75,1,Sedan,6,86458.2,45.1,43.4,2725.0,1,4,44.17600000000003
2,Brake Service,800.0,1.25,1,Sedan,6,95274.0,72.3,74.6,2125.0,1,4,74.11600000000004
15,Top Overhaul,15000.0,14.0,0,Sedan,19,292801.5,829.8,1354.9,16300.0,1,4,1425.9359999999988
1,Change Oil,650.0,0.75,1,Hatchback,6,93553.4,45.1,48.4,550.0,0,1,47.37700000000002
2,Brake Service,800.0,1.25,1,Hatchback,6,75315.6,73.3,74.2,825.0,0,1,75.033
11,Down Clutch / Pulldown Transmission,3500.0,4.5,0,Hatchback,6,88976.4,274.6,414.0,2775.0,1,1,398.064
2,Brake Service,800.0,1.25,1,Hatchback,6,86256.6,71.4,82.2,850.0,1,1,73.48699999999997
1,Change Oil,650.0,0.75,1,Sedan,6,85078.1,47.0,49.6,750.0,0,4,48.968
2,Brake Service,800.0,1.25,1,Sedan,6,76338.0,75.3,69.8,800.0,0,4,72.74900000000008
9,Replace Fuel Filter,550.0,0.75,1,Sedan,6,76538.4,46.2,44.0,350.0,0,4,45.15299999999999
2,Brake Service,800.0,1.25,1,Sedan,6,76000.6,75.8,74.4,575.0,0,4,76.53499999999993
13,Replace Tie Rod / Rack End,1000.0,1.5,1,Sedan,6,78423.3,94.3,93.4,1175.0,0,4,95.10099999999987
4,Wheel Alignment,800.0,1.0,1,Sedan,6,99885.9,59.5,51.6,1075.0,0,4,55.31900000000002
2,Brake Service,800.0,1.25,1,Sedan,6,75269.9,71.3,68.9,1250.0,1,4,69.03399999999993
14,Rotor Disc Refacing,3000.0,2.0,1,Sedan,6,75614.8,118.8,121.6,3075.0,0,4,120.27200000000012
1,Change Oil,650.0,0.75,1,Sedan,6,82828.4,44.0,44.0,2900.0,1,4,45.52099999999999
1,Change Oil,650.0,0.75,1,Sedan,6,80854.3,44.7,47.1,825.0,1,4,46.05999999999998
2,Brake Service,800.0,1.25,1,Sedan,6,75322.7,77.4,66.7,775.0,0,4,70.66199999999989
9,Replace Fuel Filter,550.0,0.75,1,Sedan,6,88982.3,43.7,34.4,550.0,0,4,45.01500000000001
1,Change Oil,650.0,0.75,1,Sedan,6,80155.1,45.1,46.9,575.0,0,4,46.293
2,Brake Service,800.0,1.25,1,Sedan,6,96212.5,72.4,71.2,775.0,0,4,72.18999999999993
17,Replace Shock Absorbers,1500.0,2.0,1,Sedan,6,80975.7,122.2,140.0,1150.0,0,4,134.66200000000003
13,Replace Tie Rod / Rack End,1000.0,1.5,1,Sedan,6,79982.0,87.8,82.5,1150.0,0,4,85.68599999999998
16,Replace Spark Plugs,350.0,0.5,1,Sedan,6,79998.2,30.5,32.4,200.0,0,4,32.58000000000002
4,Wheel Alignment,800.0,1.0,1,Sedan,6,91945.3,57.9,55.4,850.0,0,4,56.662999999999975
1,Change Oil,650.0,0.75,1,Sedan,6,86628.9,43.1,46.0,1100.0,1,4,45.31500000000001
6,Replace Fan Belt,800.0,1.0,1,Sedan,6,92126.7,58.7,70.6,2425.0,1,4,56.850000000000016
1,Change Oil,650.0,0.75,1,Sedan,9,123360.2,44.2,49.1,650.0,1,4,47.19399999999999
2,Brake Service,800.0,1.25,1,Sedan,9,122402.7,76.4,79.3,850.0,1,4,80.012
1,Change Oil,650.0,0.75,1,Sedan,9,131273.2,46.4,49.8,325.0,0,4,49.59200000000004
6,Replace Fan Belt,800.0,1.0,1,Sedan,9,123361.3,57.6,62.9,3575.0,1,4,61.674999999999976
1,Change Oil,650.0,0.75,1,Sedan,6,83578.2,45.4,52.2,6800.0,1,4,49.18499999999994
2,Brake Service,800.0,1.25,1,Sedan,6,86386.4,73.3,70.5,625.0,0,4,73.58800000000001
1,Change Oil,650.0,0.75,1,SUV,7,101419.2,45.6,43.6,875.0,1,3,45.81599999999999
2,Brake Service,800.0,1.25,1,SUV,7,82381.1,75.8,72.2,1275.0,1,3,74.38899999999994
9,Replace Fuel Filter,550.0,0.75,1,SUV,7,104474.0,44.2,44.0,200.0,0,3,43.665000000000006
8,Change ATF / Transmission Fluid Flush,650.0,0.75,1,Sedan,17,207910.4,42.9,40.1,38350.0,1,4,42.841
14,Rotor Disc Refacing,3000.0,2.0,1,Sedan,17,238544.3,117.6,122.0,1800.0,0,4,120.95199999999997
8,Change ATF / Transmission Fluid Flush,650.0,0.75,1,Sedan,17,214003.3,45.3,46.3,675.0,1,4,46.00900000000004
11,Down Clutch / Pulldown Transmission,3500.0,4.5,0,Van,6,69833.9,272.7,375.8,5625.0,1,5,352.3369999999998
11,Down Clutch / Pulldown Transmission,3500.0,4.5,0,Sedan,6,78620.8,275.8,360.3,4550.0,1,4,349.5679999999998
11,Down Clutch / Pulldown Transmission,3500.0,4.5,0,Sedan,6,95451.4,277.9,410.7,33300.0,1,4,357.57599999999985
1,Change Oil,650.0,0.75,1,Sedan,6,93547.9,42.8,40.6,33750.0,1,4,41.132999999999946
1,Change Oil,650.0,0.75,1,Sedan,22,325479.7,45.4,50.5,600.0,1,4,48.73699999999999
2,Brake Service,800.0,1.25,1,Sedan,22,312434.4,72.3,75.1,5975.0,1,4,73.8000000000001
1,Change Oil,650.0,0.75,1,Sedan,22,273328.6,46.0,45.5,6600.0,1,4,46.19499999999998
2,Brake Service,800.0,1.25,1,Sedan,22,268260.5,73.9,82.3,800.0,1,4,79.01900000000009
1,Change Oil,650.0,0.75,1,Sedan,22,350626.3,45.1,46.4,1925.0,1,4,47.433
1,Change Oil,650.0,0.75,1,Sedan,22,300330.9,44.5,44.2,650.0,1,4,44.21899999999995
2,Brake Service,800.0,1.25,1,Sedan,22,287969.2,72.6,73.9,5875.0,1,4,72.11799999999995
1,Change Oil,650.0,0.75,1,Sedan,22,317161.8,47.2,53.0,6600.0,1,4,50.68900000000001
2,Brake Service,800.0,1.25,1,Sedan,22,291745.5,74.3,83.0,850.0,1,4,80.64999999999998
11,Down Clutch / Pulldown Transmission,3500.0,4.5,0,Sedan,6,76297.5,273.6,356.8,11125.0,1,4,353.81599999999986
1,Change Oil,650.0,0.75,1,Sedan,6,92750.1,46.1,47.0,900.0,1,4,47.19700000000001
1,Change Oil,650.0,0.75,1,Sedan,6,92575.2,43.6,51.7,900.0,1,4,47.49700000000005
1,Change Oil,650.0,0.75,1,Sedan,6,89950.2,43.3,53.0,1150.0,1,4,49.547
1,Change Oil,650.0,0.75,1,Sedan,6,81111.4,43.0,44.5,200.0,0,4,43.742
1,Change Oil,650.0,0.75,1,SUV,7,97280.3,45.6,53.7,850.0,1,3,49.73499999999996
2,Brake Service,800.0,1.25,1,SUV,7,90065.8,75.9,87.1,1225.0,1,3,73.13400000000006
14,Rotor Disc Refacing,3000.0,2.0,1,Sedan,17,232140.5,119.6,127.7,3350.0,1,4,125.25400000000005
8,Change ATF / Transmission Fluid Flush,650.0,0.75,1,Sedan,17,241501.7,46.9,44.0,1900.0,1,4,44.441
8,Change ATF / Transmission Fluid Flush,650.0,0.75,1,Sedan,17,250092.3,46.2,38.8,575.0,0,4,40.14500000000006
11,Down Clutch / Pulldown Transmission,3500.0,4.5,0,Sedan,6,92694.9,259.8,348.7,19075.0,1,4,370.62800000000004
1,Change Oil,650.0,0.75,1,Sedan,6,76874.6,44.3,40.8,22025.0,1,4,45.448999999999984
14,Rotor Disc Refacing,3000.0,2.0,1,Sedan,6,95765.2,119.4,110.8,3675.0,0,4,116.81699999999996
1,Change Oil,650.0,0.75,1,Sedan,6,81246.1,44.6,51.1,625.0,0,4,49.128000000000014
