id,job_order_id,section_id,task_title,note,task_status,completed_at,price,billable,scheduled_date,mechanic_id,estimated_finish
308,453,complete,Test drive vehicle,Auto-generated task note based on service history.,pending,,,True,,,
309,134,inspecting,Finalize quotation,Auto-generated task note based on service history.,in_progress,,,True,,,
310,224,inspecting,Clean interior,Auto-generated task note based on service history.,pending,,,True,,,
311,183,inspecting,Check fluid levels,Auto-generated task note based on service history.,completed,2026-06-06 20:37:56.293298,,True,,,
312,248,quotation,Check tire pressure,Auto-generated task note based on service history.,pending,,,True,,,
313,399,quotation,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
314,356,complete,Inspect brake pads,Auto-generated task note based on service history.,pending,,,True,,,
315,489,inspecting,Check fluid levels,Auto-generated task note based on service history.,in_progress,,,True,,,
316,422,inspecting,Clean interior,Auto-generated task note based on service history.,pending,,,True,,,
317,262,quotation,Check fluid levels,Auto-generated task note based on service history.,in_progress,,,True,,,
318,240,in_progress,Final check,Auto-generated task note based on service history.,in_progress,,,True,,,
319,338,complete,Finalize quotation,Auto-generated task note based on service history.,pending,,,True,,,
320,378,received,Check tire pressure,Auto-generated task note based on service history.,pending,,,True,,,
321,406,in_progress,Inspect brake pads,Auto-generated task note based on service history.,completed,2025-10-15 00:22:51.293298,,True,,,
322,184,complete,Finalize quotation,Auto-generated task note based on service history.,completed,2026-06-07 16:14:39.293298,,True,,,
323,412,inspecting,Check tire pressure,Auto-generated task note based on service history.,completed,2025-09-23 00:56:11.293298,,True,,,
324,197,received,Test drive vehicle,Auto-generated task note based on service history.,in_progress,,,True,,,
325,478,quotation,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
326,466,received,Test drive vehicle,Auto-generated task note based on service history.,in_progress,,,True,,,
327,353,inspecting,Check tire pressure,Auto-generated task note based on service history.,pending,,,True,,,
328,479,quotation,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
329,417,quotation,Check tire pressure,Auto-generated task note based on service history.,in_progress,,,True,,,
330,121,inspecting,Clean interior,Auto-generated task note based on service history.,completed,2025-08-14 15:20:04.293298,,True,,,
331,87,inspecting,Finalize quotation,Auto-generated task note based on service history.,pending,,,True,,,
332,225,quotation,Finalize quotation,Auto-generated task note based on service history.,in_progress,,,True,,,
333,33,in_progress,Clean interior,Auto-generated task note based on service history.,in_progress,,,True,,,
334,80,in_progress,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
335,137,received,Finalize quotation,Auto-generated task note based on service history.,completed,2026-05-31 01:40:22.293298,,True,,,
336,52,received,Inspect brake pads,Auto-generated task note based on service history.,pending,,,True,,,
337,407,received,Perform alignment,Auto-generated task note based on service history.,completed,2026-05-11 15:09:58.293298,,True,,,
338,519,in_progress,Final check,Auto-generated task note based on service history.,pending,,,True,,,
339,48,inspecting,Finalize quotation,Auto-generated task note based on service history.,in_progress,,,True,,,
340,70,complete,Clean interior,Auto-generated task note based on service history.,completed,2026-03-24 18:17:00.293298,,True,,,
341,475,in_progress,Check tire pressure,Auto-generated task note based on service history.,completed,2026-07-09 18:26:16.293298,,True,,,
342,104,complete,Clean interior,Auto-generated task note based on service history.,in_progress,,,True,,,
343,209,quotation,Inspect brake pads,Auto-generated task note based on service history.,completed,2026-01-02 04:56:29.293298,,True,,,
344,16,in_progress,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
345,520,in_progress,Test drive vehicle,Auto-generated task note based on service history.,pending,,,True,,,
346,493,received,Clean interior,Auto-generated task note based on service history.,in_progress,,,True,,,
347,475,complete,Check tire pressure,Auto-generated task note based on service history.,completed,2026-07-09 02:26:16.293298,,True,,,
348,193,inspecting,Finalize quotation,Auto-generated task note based on service history.,in_progress,,,True,,,
349,437,received,Final check,Auto-generated task note based on service history.,pending,,,True,,,
350,381,quotation,Finalize quotation,Auto-generated task note based on service history.,completed,2025-10-05 06:18:35.293298,,True,,,
351,140,inspecting,Check tire pressure,Auto-generated task note based on service history.,completed,2025-11-21 13:30:49.293298,,True,,,
352,472,inspecting,Finalize quotation,Auto-generated task note based on service history.,pending,,,True,,,
353,221,complete,Clean interior,Auto-generated task note based on service history.,in_progress,,,True,,,
354,151,quotation,Inspect brake pads,Auto-generated task note based on service history.,in_progress,,,True,,,
355,510,in_progress,Final check,Auto-generated task note based on service history.,pending,,,True,,,
356,47,inspecting,Test drive vehicle,Auto-generated task note based on service history.,completed,2026-04-29 05:30:50.293298,,True,,,
357,255,quotation,Clean interior,Auto-generated task note based on service history.,pending,,,True,,,
358,293,complete,Check tire pressure,Auto-generated task note based on service history.,completed,2025-08-23 09:58:50.293298,,True,,,
359,90,quotation,Final check,Auto-generated task note based on service history.,completed,2025-09-18 08:09:48.293298,,True,,,
360,222,in_progress,Perform alignment,Auto-generated task note based on service history.,completed,2025-12-30 17:52:44.293298,,True,,,
361,140,received,Check fluid levels,Auto-generated task note based on service history.,completed,2025-11-21 18:30:49.293298,,True,,,
362,71,inspecting,Inspect brake pads,Auto-generated task note based on service history.,in_progress,,,True,,,
363,186,inspecting,Inspect brake pads,Auto-generated task note based on service history.,pending,,,True,,,
364,402,quotation,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
365,303,quotation,Clean interior,Auto-generated task note based on service history.,in_progress,,,True,,,
366,450,complete,Finalize quotation,Auto-generated task note based on service history.,pending,,,True,,,
367,403,inspecting,Inspect brake pads,Auto-generated task note based on service history.,pending,,,True,,,
368,390,complete,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
369,429,quotation,Finalize quotation,Auto-generated task note based on service history.,in_progress,,,True,,,
370,415,inspecting,Final check,Auto-generated task note based on service history.,completed,2025-09-27 16:40:02.293298,,True,,,
371,358,in_progress,Final check,Auto-generated task note based on service history.,completed,2026-02-04 02:28:54.293298,,True,,,
372,196,inspecting,Check fluid levels,Auto-generated task note based on service history.,in_progress,,,True,,,
373,513,inspecting,Check fluid levels,Auto-generated task note based on service history.,completed,2026-07-14 12:35:38.293298,,True,,,
374,242,inspecting,Inspect brake pads,Auto-generated task note based on service history.,completed,2026-06-15 18:51:31.293298,,True,,,
375,13,in_progress,Clean interior,Auto-generated task note based on service history.,pending,,,True,,,
376,450,complete,Test drive vehicle,Auto-generated task note based on service history.,in_progress,,,True,,,
377,195,in_progress,Test drive vehicle,Auto-generated task note based on service history.,in_progress,,,True,,,
378,450,inspecting,Test drive vehicle,Auto-generated task note based on service history.,in_progress,,,True,,,
379,200,in_progress,Perform alignment,Auto-generated task note based on service history.,completed,2025-09-10 12:14:28.293298,,True,,,
380,505,inspecting,Test drive vehicle,Auto-generated task note based on service history.,completed,2026-06-14 19:35:38.293298,,True,,,
381,159,inspecting,Check tire pressure,Auto-generated task note based on service history.,in_progress,,,True,,,
382,303,received,Perform alignment,Auto-generated task note based on service history.,completed,2026-02-09 09:30:40.293298,,True,,,
383,263,complete,Check fluid levels,Auto-generated task note based on service history.,completed,2026-08-04 12:22:15.293298,,True,,,
384,503,quotation,Inspect brake pads,Auto-generated task note based on service history.,pending,,,True,,,
385,6,complete,Final check,Auto-generated task note based on service history.,pending,,,True,,,
386,311,complete,Finalize quotation,Auto-generated task note based on service history.,in_progress,,,True,,,
387,500,inspecting,Check fluid levels,Auto-generated task note based on service history.,in_progress,,,True,,,
388,428,received,Check fluid levels,Auto-generated task note based on service history.,completed,2025-08-07 06:05:21.293298,,True,,,
389,486,inspecting,Final check,Auto-generated task note based on service history.,in_progress,,,True,,,
390,238,quotation,Check tire pressure,Auto-generated task note based on service history.,in_progress,,,True,,,
391,155,complete,Final check,Auto-generated task note based on service history.,in_progress,,,True,,,
392,30,complete,Perform alignment,Auto-generated task note based on service history.,pending,,,True,,,
393,136,quotation,Check tire pressure,Auto-generated task note based on service history.,completed,2026-03-06 06:19:42.293298,,True,,,
394,91,quotation,Perform alignment,Auto-generated task note based on service history.,completed,2026-01-13 09:27:15.293298,,True,,,
395,135,inspecting,Check fluid levels,Auto-generated task note based on service history.,in_progress,,,True,,,
396,133,inspecting,Test drive vehicle,Auto-generated task note based on service history.,completed,2025-10-12 09:56:21.293298,,True,,,
397,408,in_progress,Test drive vehicle,Auto-generated task note based on service history.,in_progress,,,True,,,
398,125,quotation,Inspect brake pads,Auto-generated task note based on service history.,pending,,,True,,,
399,456,quotation,Perform alignment,Auto-generated task note based on service history.,completed,2026-07-13 21:11:03.293298,,True,,,
400,424,in_progress,Clean interior,Auto-generated task note based on service history.,in_progress,,,True,,,
401,374,inspecting,Clean interior,Auto-generated task note based on service history.,pending,,,True,,,
402,131,complete,Inspect brake pads,Auto-generated task note based on service history.,completed,2026-06-10 17:41:05.293298,,True,,,
403,369,in_progress,Perform alignment,Auto-generated task note based on service history.,completed,2026-03-21 21:56:09.293298,,True,,,
404,111,inspecting,Final check,Auto-generated task note based on service history.,pending,,,True,,,
405,183,in_progress,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
406,34,complete,Check fluid levels,Auto-generated task note based on service history.,in_progress,,,True,,,
407,414,quotation,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
408,454,quotation,Finalize quotation,Auto-generated task note based on service history.,completed,2025-10-04 13:29:27.293298,,True,,,
409,186,received,Finalize quotation,Auto-generated task note based on service history.,pending,,,True,,,
410,160,complete,Final check,Auto-generated task note based on service history.,completed,2025-12-18 23:41:44.293298,,True,,,
411,129,quotation,Inspect brake pads,Auto-generated task note based on service history.,in_progress,,,True,,,
412,106,inspecting,Final check,Auto-generated task note based on service history.,completed,2026-01-08 02:33:23.293298,,True,,,
413,4,quotation,Final check,Auto-generated task note based on service history.,pending,,,True,,,
414,396,inspecting,Perform alignment,Auto-generated task note based on service history.,completed,2026-01-14 16:37:35.293298,,True,,,
415,252,complete,Check tire pressure,Auto-generated task note based on service history.,pending,,,True,,,
416,26,inspecting,Finalize quotation,Auto-generated task note based on service history.,completed,2025-08-21 11:02:42.293298,,True,,,
417,37,complete,Test drive vehicle,Auto-generated task note based on service history.,in_progress,,,True,,,
418,257,in_progress,Clean interior,Auto-generated task note based on service history.,pending,,,True,,,
419,18,in_progress,Check fluid levels,Auto-generated task note based on service history.,in_progress,,,True,,,
420,290,complete,Finalize quotation,Auto-generated task note based on service history.,pending,,,True,,,
421,259,received,Perform alignment,Auto-generated task note based on service history.,completed,2026-04-06 10:47:00.293298,,True,,,
422,75,in_progress,Check fluid levels,Auto-generated task note based on service history.,in_progress,,,True,,,
423,362,received,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
424,33,received,Perform alignment,Auto-generated task note based on service history.,completed,2026-02-06 18:16:27.293298,,True,,,
425,309,received,Check fluid levels,Auto-generated task note based on service history.,completed,2026-03-19 14:21:58.293298,,True,,,
426,302,quotation,Perform alignment,Auto-generated task note based on service history.,pending,,,True,,,
427,186,complete,Check fluid levels,Auto-generated task note based on service history.,in_progress,,,True,,,
428,62,received,Finalize quotation,Auto-generated task note based on service history.,in_progress,,,True,,,
429,4,received,Clean interior,Auto-generated task note based on service history.,in_progress,,,True,,,
430,145,received,Check tire pressure,Auto-generated task note based on service history.,pending,,,True,,,
431,416,received,Clean interior,Auto-generated task note based on service history.,in_progress,,,True,,,
432,499,quotation,Perform alignment,Auto-generated task note based on service history.,completed,2026-04-14 19:24:06.293298,,True,,,
433,241,quotation,Finalize quotation,Auto-generated task note based on service history.,completed,2025-12-02 01:36:38.293298,,True,,,
434,171,inspecting,Finalize quotation,Auto-generated task note based on service history.,pending,,,True,,,
435,340,inspecting,Finalize quotation,Auto-generated task note based on service history.,in_progress,,,True,,,
436,337,received,Check tire pressure,Auto-generated task note based on service history.,in_progress,,,True,,,
437,230,complete,Test drive vehicle,Auto-generated task note based on service history.,pending,,,True,,,
438,79,complete,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
439,153,quotation,Finalize quotation,Auto-generated task note based on service history.,in_progress,,,True,,,
440,285,received,Test drive vehicle,Auto-generated task note based on service history.,completed,2026-02-23 20:01:08.293298,,True,,,
441,137,in_progress,Final check,Auto-generated task note based on service history.,pending,,,True,,,
442,287,quotation,Finalize quotation,Auto-generated task note based on service history.,in_progress,,,True,,,
443,398,complete,Clean interior,Auto-generated task note based on service history.,pending,,,True,,,
444,280,inspecting,Clean interior,Auto-generated task note based on service history.,completed,2025-12-10 05:47:48.293298,,True,,,
445,419,quotation,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
446,429,inspecting,Finalize quotation,Auto-generated task note based on service history.,pending,,,True,,,
447,468,complete,Inspect brake pads,Auto-generated task note based on service history.,in_progress,,,True,,,
448,136,quotation,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
449,450,quotation,Inspect brake pads,Auto-generated task note based on service history.,pending,,,True,,,
450,167,in_progress,Check tire pressure,Auto-generated task note based on service history.,pending,,,True,,,
451,213,in_progress,Final check,Auto-generated task note based on service history.,in_progress,,,True,,,
452,4,in_progress,Check fluid levels,Auto-generated task note based on service history.,in_progress,,,True,,,
453,487,quotation,Inspect brake pads,Auto-generated task note based on service history.,in_progress,,,True,,,
454,368,complete,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
455,78,in_progress,Perform alignment,Auto-generated task note based on service history.,pending,,,True,,,
456,260,received,Test drive vehicle,Auto-generated task note based on service history.,pending,,,True,,,
457,214,inspecting,Test drive vehicle,Auto-generated task note based on service history.,pending,,,True,,,
458,475,inspecting,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
459,429,received,Finalize quotation,Auto-generated task note based on service history.,completed,2026-04-04 12:08:10.293298,,True,,,
460,198,complete,Final check,Auto-generated task note based on service history.,in_progress,,,True,,,
461,317,inspecting,Test drive vehicle,Auto-generated task note based on service history.,completed,2025-12-31 00:00:13.293298,,True,,,
462,388,in_progress,Clean interior,Auto-generated task note based on service history.,pending,,,True,,,
463,75,quotation,Inspect brake pads,Auto-generated task note based on service history.,in_progress,,,True,,,
464,131,received,Check tire pressure,Auto-generated task note based on service history.,pending,,,True,,,
465,93,quotation,Perform alignment,Auto-generated task note based on service history.,pending,,,True,,,
466,321,inspecting,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
467,320,received,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
468,357,complete,Inspect brake pads,Auto-generated task note based on service history.,completed,2026-03-16 04:16:54.293298,,True,,,
469,140,complete,Check tire pressure,Auto-generated task note based on service history.,in_progress,,,True,,,
470,256,in_progress,Clean interior,Auto-generated task note based on service history.,in_progress,,,True,,,
471,25,complete,Test drive vehicle,Auto-generated task note based on service history.,pending,,,True,,,
472,469,inspecting,Finalize quotation,Auto-generated task note based on service history.,completed,2026-05-13 12:32:35.293298,,True,,,
473,250,inspecting,Finalize quotation,Auto-generated task note based on service history.,pending,,,True,,,
474,5,received,Test drive vehicle,Auto-generated task note based on service history.,in_progress,,,True,,,
475,11,quotation,Finalize quotation,Auto-generated task note based on service history.,pending,,,True,,,
476,353,in_progress,Finalize quotation,Auto-generated task note based on service history.,in_progress,,,True,,,
477,455,inspecting,Inspect brake pads,Auto-generated task note based on service history.,pending,,,True,,,
478,332,quotation,Final check,Auto-generated task note based on service history.,completed,2026-01-13 23:40:11.293298,,True,,,
479,237,in_progress,Finalize quotation,Auto-generated task note based on service history.,in_progress,,,True,,,
480,436,in_progress,Finalize quotation,Auto-generated task note based on service history.,completed,2025-10-01 11:31:37.293298,,True,,,
481,395,received,Check tire pressure,Auto-generated task note based on service history.,pending,,,True,,,
482,478,inspecting,Finalize quotation,Auto-generated task note based on service history.,completed,2025-09-02 23:37:44.293298,,True,,,
483,363,complete,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
484,58,inspecting,Clean interior,Auto-generated task note based on service history.,completed,2026-04-08 19:33:57.293298,,True,,,
485,352,complete,Perform alignment,Auto-generated task note based on service history.,pending,,,True,,,
486,396,in_progress,Check tire pressure,Auto-generated task note based on service history.,completed,2026-01-13 22:37:35.293298,,True,,,
487,32,received,Final check,Auto-generated task note based on service history.,pending,,,True,,,
488,170,received,Finalize quotation,Auto-generated task note based on service history.,pending,,,True,,,
489,74,received,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
490,207,received,Finalize quotation,Auto-generated task note based on service history.,completed,2026-06-13 22:04:52.293298,,True,,,
491,432,quotation,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
492,141,received,Inspect brake pads,Auto-generated task note based on service history.,completed,2025-10-06 22:09:57.293298,,True,,,
493,336,complete,Finalize quotation,Auto-generated task note based on service history.,completed,2025-09-22 12:37:31.293298,,True,,,
494,275,in_progress,Final check,Auto-generated task note based on service history.,completed,2026-05-31 03:10:24.293298,,True,,,
495,9,inspecting,Check tire pressure,Auto-generated task note based on service history.,pending,,,True,,,
496,37,complete,Test drive vehicle,Auto-generated task note based on service history.,pending,,,True,,,
497,454,inspecting,Check tire pressure,Auto-generated task note based on service history.,pending,,,True,,,
498,38,received,Inspect brake pads,Auto-generated task note based on service history.,completed,2025-09-27 16:56:19.293298,,True,,,
499,100,received,Check tire pressure,Auto-generated task note based on service history.,pending,,,True,,,
500,188,complete,Clean interior,Auto-generated task note based on service history.,completed,2025-08-19 07:22:32.293298,,True,,,
501,521,received,Order OEM parts for transmission rebuild,Scenario A – high-cost service task note.,in_progress,2026-05-18 02:35:39.789989,,True,,,
502,522,quotation,Leak-down test performed on repaired engine,Scenario A – high-cost service task note.,pending,2026-07-05 02:35:39.789989,,True,,,
503,523,complete,Disassemble engine components for inspection,Scenario A – high-cost service task note.,completed,2026-06-19 02:35:39.789989,,True,,,
504,524,quotation,Full alignment performed after suspension overhaul,Scenario A – high-cost service task note.,in_progress,2026-06-25 02:35:39.789989,,True,,,
505,525,in_progress,Leak-down test performed on repaired engine,Scenario A – high-cost service task note.,in_progress,2026-07-06 02:35:39.789989,,True,,,
506,526,complete,Road test completed — no abnormal sounds detected,Scenario A – high-cost service task note.,completed,,,True,,,
507,527,quotation,Final customer walk-through and sign-off obtained,Scenario A – high-cost service task note.,pending,2026-05-31 02:35:39.789989,,True,,,
508,528,received,Disassemble engine components for inspection,Scenario A – high-cost service task note.,in_progress,2026-06-17 02:35:39.789989,,True,,,
509,529,complete,Full alignment performed after suspension overhaul,Scenario A – high-cost service task note.,completed,,,True,,,
510,530,complete,Verify brake hydraulic pressure before final test,Scenario A – high-cost service task note.,completed,2026-06-17 02:35:39.789989,,True,,,
511,531,in_progress,Re-torque cylinder head bolts to spec after initial run,Scenario A – high-cost service task note.,completed,,,True,,,
512,532,received,Order OEM parts for transmission rebuild,Scenario A – high-cost service task note.,in_progress,2026-05-13 02:35:39.789989,,True,,,
513,533,quotation,Final customer walk-through and sign-off obtained,Scenario A – high-cost service task note.,in_progress,,,True,,,
514,534,complete,Re-torque cylinder head bolts to spec after initial run,Scenario A – high-cost service task note.,pending,,,True,,,
515,535,complete,Full alignment performed after suspension overhaul,Scenario A – high-cost service task note.,in_progress,2026-05-10 02:35:39.789989,,True,,,
516,536,inspecting,Leak-down test performed on repaired engine,Scenario A – high-cost service task note.,in_progress,2026-06-09 02:35:39.789989,,True,,,
517,537,quotation,Full alignment performed after suspension overhaul,Scenario A – high-cost service task note.,in_progress,,,True,,,
518,538,quotation,Order OEM parts for transmission rebuild,Scenario A – high-cost service task note.,pending,2026-07-27 02:35:39.789989,,True,,,
519,539,received,Full alignment performed after suspension overhaul,Scenario A – high-cost service task note.,in_progress,2026-05-20 02:35:39.789989,,True,,,
520,540,complete,Verify brake hydraulic pressure before final test,Scenario A – high-cost service task note.,in_progress,2026-07-05 02:35:39.789989,,True,,,
521,541,inspecting,Verify brake hydraulic pressure before final test,Scenario A – high-cost service task note.,completed,2026-07-26 02:35:39.789989,,True,,,
522,542,complete,Full alignment performed after suspension overhaul,Scenario A – high-cost service task note.,completed,,,True,,,
523,543,inspecting,Re-torque cylinder head bolts to spec after initial run,Scenario A – high-cost service task note.,in_progress,2026-06-17 02:35:39.789989,,True,,,
524,544,complete,Verify brake hydraulic pressure before final test,Scenario A – high-cost service task note.,in_progress,,,True,,,
525,545,received,Leak-down test performed on repaired engine,Scenario A – high-cost service task note.,completed,2026-07-10 02:35:39.789989,,True,,,
526,546,inspecting,Re-torque cylinder head bolts to spec after initial run,Scenario A – high-cost service task note.,in_progress,2026-07-05 02:35:39.789989,,True,,,
527,547,inspecting,Road test completed — no abnormal sounds detected,Scenario A – high-cost service task note.,completed,2026-05-15 02:35:39.789989,,True,,,
528,548,in_progress,Verify brake hydraulic pressure before final test,Scenario A – high-cost service task note.,in_progress,2026-07-08 02:35:39.789989,,True,,,
529,549,complete,Order OEM parts for transmission rebuild,Scenario A – high-cost service task note.,in_progress,2026-06-30 02:35:39.789989,,True,,,
530,550,in_progress,Full alignment performed after suspension overhaul,Scenario A – high-cost service task note.,in_progress,2026-07-21 02:35:39.789989,,True,,,
531,551,received,Full alignment performed after suspension overhaul,Scenario A – high-cost service task note.,pending,2026-06-02 02:35:39.789989,,True,,,
532,552,inspecting,Verify brake hydraulic pressure before final test,Scenario A – high-cost service task note.,pending,2026-05-14 02:35:39.789989,,True,,,
533,553,inspecting,Road test completed — no abnormal sounds detected,Scenario A – high-cost service task note.,pending,2026-07-12 02:35:39.789989,,True,,,
534,554,in_progress,Road test completed — no abnormal sounds detected,Scenario A – high-cost service task note.,completed,2026-07-13 02:35:39.789989,,True,,,
535,555,received,Full alignment performed after suspension overhaul,Scenario A – high-cost service task note.,in_progress,2026-05-19 02:35:39.789989,,True,,,
536,556,quotation,Disassemble engine components for inspection,Scenario A – high-cost service task note.,in_progress,,,True,,,
537,557,complete,Order OEM parts for transmission rebuild,Scenario A – high-cost service task note.,completed,,,True,,,
538,558,received,Order OEM parts for transmission rebuild,Scenario A – high-cost service task note.,completed,,,True,,,
539,559,inspecting,Leak-down test performed on repaired engine,Scenario A – high-cost service task note.,completed,2026-06-22 02:35:39.789989,,True,,,
540,560,received,Leak-down test performed on repaired engine,Scenario A – high-cost service task note.,in_progress,,,True,,,
541,561,received,Re-torque cylinder head bolts to spec after initial run,Scenario A – high-cost service task note.,completed,,,True,,,
542,562,quotation,Leak-down test performed on repaired engine,Scenario A – high-cost service task note.,in_progress,2026-06-26 02:35:39.789989,,True,,,
543,563,in_progress,Verify brake hydraulic pressure before final test,Scenario A – high-cost service task note.,completed,2026-06-04 02:35:39.789989,,True,,,
544,564,in_progress,Disassemble engine components for inspection,Scenario A – high-cost service task note.,in_progress,2026-06-23 02:35:39.789989,,True,,,
545,565,received,Full alignment performed after suspension overhaul,Scenario A – high-cost service task note.,pending,2026-06-07 02:35:39.789989,,True,,,
546,566,in_progress,Verify brake hydraulic pressure before final test,Scenario A – high-cost service task note.,in_progress,2026-07-23 02:35:39.789989,,True,,,
547,567,received,Disassemble engine components for inspection,Scenario A – high-cost service task note.,pending,,,True,,,
548,568,complete,Road test completed — no abnormal sounds detected,Scenario A – high-cost service task note.,completed,2026-06-23 02:35:39.789989,,True,,,
549,569,complete,Verify brake hydraulic pressure before final test,Scenario A – high-cost service task note.,pending,2026-07-24 02:35:39.789989,,True,,,
550,570,in_progress,Road test completed — no abnormal sounds detected,Scenario A – high-cost service task note.,pending,2026-07-01 02:35:39.789989,,True,,,
551,571,in_progress,Leak-down test performed on repaired engine,Scenario A – high-cost service task note.,completed,2026-07-18 02:35:39.789989,,True,,,
552,572,quotation,Order OEM parts for transmission rebuild,Scenario A – high-cost service task note.,completed,,,True,,,
553,573,received,Order OEM parts for transmission rebuild,Scenario A – high-cost service task note.,pending,2026-06-05 02:35:39.789989,,True,,,
554,574,quotation,Disassemble engine components for inspection,Scenario A – high-cost service task note.,in_progress,,,True,,,
555,575,received,Final customer walk-through and sign-off obtained,Scenario A – high-cost service task note.,in_progress,2026-07-05 02:35:39.789989,,True,,,
556,576,quotation,Final customer walk-through and sign-off obtained,Scenario A – high-cost service task note.,completed,,,True,,,
557,577,in_progress,Order OEM parts for transmission rebuild,Scenario A – high-cost service task note.,in_progress,2026-07-17 02:35:39.789989,,True,,,
558,578,received,Leak-down test performed on repaired engine,Scenario A – high-cost service task note.,pending,2026-05-15 02:35:39.789989,,True,,,
559,579,quotation,Full alignment performed after suspension overhaul,Scenario A – high-cost service task note.,completed,2026-07-22 02:35:39.789989,,True,,,
560,580,in_progress,Verify brake hydraulic pressure before final test,Scenario A – high-cost service task note.,pending,2026-06-28 02:35:39.789989,,True,,,
561,581,in_progress,Disassemble engine components for inspection,Scenario A – high-cost service task note.,in_progress,2026-05-11 02:35:39.789989,,True,,,
562,582,inspecting,Re-torque cylinder head bolts to spec after initial run,Scenario A – high-cost service task note.,in_progress,,,True,,,
563,583,received,Re-torque cylinder head bolts to spec after initial run,Scenario A – high-cost service task note.,in_progress,,,True,,,
564,584,received,Disassemble engine components for inspection,Scenario A – high-cost service task note.,pending,2026-06-08 02:35:39.789989,,True,,,
565,585,inspecting,Full alignment performed after suspension overhaul,Scenario A – high-cost service task note.,pending,2026-06-23 02:35:39.789989,,True,,,
566,586,in_progress,Full alignment performed after suspension overhaul,Scenario A – high-cost service task note.,completed,,,True,,,
567,587,inspecting,Leak-down test performed on repaired engine,Scenario A – high-cost service task note.,in_progress,,,True,,,
568,588,quotation,Final customer walk-through and sign-off obtained,Scenario A – high-cost service task note.,in_progress,,,True,,,
569,589,quotation,Disassemble engine components for inspection,Scenario A – high-cost service task note.,pending,2026-06-24 02:35:39.789989,,True,,,
570,590,complete,Road test completed — no abnormal sounds detected,Scenario A – high-cost service task note.,in_progress,,,True,,,
571,591,complete,Final customer walk-through and sign-off obtained,Scenario A – high-cost service task note.,completed,,,True,,,
572,592,complete,Leak-down test performed on repaired engine,Scenario A – high-cost service task note.,pending,2026-07-18 02:35:39.789989,,True,,,
573,593,complete,Verify brake hydraulic pressure before final test,Scenario A – high-cost service task note.,pending,,,True,,,
574,594,in_progress,Disassemble engine components for inspection,Scenario A – high-cost service task note.,completed,2026-07-15 02:35:39.789989,,True,,,
575,595,complete,Final customer walk-through and sign-off obtained,Scenario A – high-cost service task note.,in_progress,2026-06-29 02:35:39.789989,,True,,,
576,596,complete,Disassemble engine components for inspection,Scenario A – high-cost service task note.,pending,,,True,,,
577,597,received,Re-torque cylinder head bolts to spec after initial run,Scenario A – high-cost service task note.,in_progress,,,True,,,
578,598,complete,Final customer walk-through and sign-off obtained,Scenario A – high-cost service task note.,completed,,,True,,,
579,599,quotation,Re-torque cylinder head bolts to spec after initial run,Scenario A – high-cost service task note.,completed,2026-06-22 02:35:39.789989,,True,,,
580,600,complete,Leak-down test performed on repaired engine,Scenario A – high-cost service task note.,in_progress,,,True,,,
581,601,inspecting,Full alignment performed after suspension overhaul,Scenario A – high-cost service task note.,in_progress,2026-07-03 02:35:39.789989,,True,,,
582,602,complete,Verify brake hydraulic pressure before final test,Scenario A – high-cost service task note.,completed,,,True,,,
583,603,received,Order OEM parts for transmission rebuild,Scenario A – high-cost service task note.,in_progress,2026-07-01 02:35:39.789989,,True,,,
584,604,received,Re-torque cylinder head bolts to spec after initial run,Scenario A – high-cost service task note.,in_progress,,,True,,,
585,605,received,Verify brake hydraulic pressure before final test,Scenario A – high-cost service task note.,in_progress,2026-07-30 02:35:39.789989,,True,,,
586,606,in_progress,Re-torque cylinder head bolts to spec after initial run,Scenario A – high-cost service task note.,in_progress,2026-05-09 02:35:39.789989,,True,,,
587,607,in_progress,Final customer walk-through and sign-off obtained,Scenario A – high-cost service task note.,completed,2026-07-16 02:35:39.789989,,True,,,
588,608,complete,Road test completed — no abnormal sounds detected,Scenario A – high-cost service task note.,completed,,,True,,,
589,609,received,Leak-down test performed on repaired engine,Scenario A – high-cost service task note.,completed,2026-06-28 02:35:39.789989,,True,,,
