id,employee_id,shop_id,branch,location,rank,base_salary,commission_percent,jobs_capacity,color
361,362,4,Main Branch,Taguig,Mid-Level,29237.93,3.29,2,#FF5733
362,363,9,Main Branch,Pasig City,Senior,48835.80,2.17,3,#F0FF33
363,364,5,East Branch,Pasig City,Junior,25654.79,4.95,2,#F033FF
364,365,1,Main Branch,Taguig,Senior,28309.04,4.89,4,#33FFF0
365,366,4,West Branch,Manila,Junior,18154.33,4.04,4,#33FFF0
366,367,3,South Branch,Taguig,Mid-Level,28962.51,3.33,1,#F033FF
367,368,1,South Branch,Quezon City,Junior,45226.50,2.66,3,#FF5733
368,369,8,South Branch,Manila,Senior,32360.30,3.04,2,#FF5733
369,370,5,West Branch,Manila,Junior,25000.86,6.86,1,#FF5733
370,371,3,North Branch,Makati City,Mid-Level,41748.50,1.05,1,#FF5733
371,372,10,East Branch,Pasig City,Junior,19400.68,4.15,2,#F0FF33
372,373,1,South Branch,Makati City,Mid-Level,19582.48,3.21,1,#3357FF
373,374,1,Main Branch,Makati City,Senior,48225.63,3.24,3,#33FFF0
374,375,8,East Branch,Quezon City,Senior,47750.02,4.87,1,#F033FF
375,376,2,South Branch,Taguig,Junior,43292.89,3.62,3,#FF5733
376,377,5,West Branch,Taguig,Lead,28641.63,7.02,4,#33FFF0
377,378,9,West Branch,Manila,Junior,24496.37,7.10,2,#F0FF33
378,379,8,East Branch,Quezon City,Lead,38460.05,7.54,4,#FF5733
379,380,7,South Branch,Makati City,Lead,33037.10,9.02,3,#F033FF
380,381,4,East Branch,Manila,Junior,45266.95,9.40,4,#33FF57
381,382,3,South Branch,Manila,Senior,25315.73,3.69,4,#3357FF
382,383,6,North Branch,Makati City,Lead,22297.78,1.41,1,#33FF57
383,384,3,North Branch,Quezon City,Senior,36690.98,4.78,4,#F033FF
384,385,1,Main Branch,Taguig,Mid-Level,35686.26,5.12,4,#FF5733
385,386,3,East Branch,Taguig,Junior,27399.15,6.48,4,#FF5733
386,387,3,West Branch,Taguig,Junior,43250.55,9.48,3,#F033FF
387,388,9,West Branch,Pasig City,Lead,21598.22,8.98,1,#3357FF
388,389,3,Main Branch,Manila,Lead,24616.98,7.12,2,#FF5733
389,390,6,West Branch,Quezon City,Mid-Level,15028.98,1.73,4,#33FFF0
390,391,2,East Branch,Taguig,Senior,18950.37,4.71,3,#F033FF
391,392,6,Main Branch,Quezon City,Senior,15880.46,6.07,4,#F033FF
392,393,5,West Branch,Pasig City,Senior,44860.88,3.88,2,#FF5733
393,394,5,North Branch,Makati City,Lead,37493.03,1.53,2,#FF5733
394,395,2,Main Branch,Pasig City,Lead,43957.56,5.49,3,#F033FF
395,396,5,South Branch,Manila,Mid-Level,26540.58,9.71,1,#FF5733
396,397,3,East Branch,Pasig City,Lead,36902.39,4.07,2,#33FFF0
397,398,2,Main Branch,Quezon City,Senior,48521.97,6.06,1,#3357FF
398,399,1,West Branch,Taguig,Junior,48164.56,1.20,3,#33FF57
399,400,3,East Branch,Pasig City,Lead,35517.26,6.26,4,#33FFF0
400,401,3,West Branch,Taguig,Mid-Level,33165.43,7.00,2,#33FF57
401,402,5,East Branch,Quezon City,Senior,42984.40,2.12,1,#FF5733
402,403,6,East Branch,Taguig,Junior,21289.85,5.54,1,#3357FF
403,404,3,East Branch,Taguig,Lead,45334.37,2.67,2,#F0FF33
404,405,2,North Branch,Manila,Senior,16546.82,1.07,1,#33FF57
405,406,6,South Branch,Quezon City,Lead,49473.18,1.45,4,#F0FF33
406,407,3,Main Branch,Quezon City,Mid-Level,34108.71,2.49,2,#33FF57
407,408,3,East Branch,Makati City,Mid-Level,43426.39,8.98,2,#33FF57
408,409,6,South Branch,Quezon City,Mid-Level,32834.77,1.99,1,#F0FF33
409,410,7,East Branch,Makati City,Senior,44934.32,8.66,1,#FF5733
410,411,2,West Branch,Taguig,Senior,45508.06,3.16,1,#F0FF33
411,412,8,North Branch,Quezon City,Mid-Level,45922.61,2.63,2,#FF5733
412,413,5,East Branch,Taguig,Junior,22323.90,2.95,4,#F033FF
413,414,5,North Branch,Quezon City,Senior,22436.17,8.87,2,#33FF57
414,415,4,East Branch,Manila,Mid-Level,41175.64,5.53,2,#F033FF
415,416,7,South Branch,Makati City,Junior,24770.14,3.51,2,#33FF57
416,417,8,North Branch,Makati City,Junior,22306.42,1.68,1,#3357FF
417,418,8,West Branch,Manila,Junior,44346.88,2.06,2,#3357FF
418,419,7,East Branch,Makati City,Lead,24073.42,5.88,2,#F033FF
419,420,3,Main Branch,Taguig,Junior,19443.58,9.39,2,#F0FF33
420,421,2,Main Branch,Quezon City,Senior,36192.18,2.80,4,#33FF57
421,422,7,South Branch,Makati City,Senior,28120.28,5.96,2,#33FF57
422,423,9,East Branch,Makati City,Junior,33266.97,7.31,2,#33FF57
423,424,6,East Branch,Makati City,Mid-Level,29655.91,6.87,1,#F0FF33
424,425,6,Main Branch,Taguig,Senior,36353.74,1.87,3,#F033FF
425,426,4,East Branch,Manila,Senior,21819.25,9.90,2,#33FF57
426,427,10,South Branch,Manila,Senior,47541.74,1.50,4,#F033FF
427,428,5,East Branch,Makati City,Mid-Level,29362.31,3.45,1,#FF5733
428,429,3,South Branch,Manila,Senior,46516.82,1.05,3,#F033FF
429,430,4,West Branch,Manila,Lead,42096.89,8.39,2,#3357FF
430,431,8,South Branch,Manila,Mid-Level,19283.06,7.36,4,#F033FF
431,432,1,West Branch,Taguig,Senior,30607.47,3.20,4,#3357FF
432,433,6,South Branch,Taguig,Lead,34268.54,6.52,4,#F0FF33
433,434,7,South Branch,Taguig,Mid-Level,27881.39,6.69,1,#33FFF0
434,435,3,Main Branch,Manila,Junior,30943.93,6.79,2,#FF5733
435,436,3,East Branch,Taguig,Mid-Level,33637.35,5.61,4,#3357FF
436,437,1,Main Branch,Manila,Mid-Level,34031.26,3.83,1,#F033FF
437,438,8,Main Branch,Pasig City,Junior,22749.12,1.35,3,#F0FF33
438,439,6,East Branch,Quezon City,Mid-Level,18279.08,7.48,2,#F033FF
439,440,4,South Branch,Quezon City,Mid-Level,37145.37,6.35,1,#33FFF0
440,441,6,West Branch,Taguig,Junior,49028.94,5.32,3,#FF5733
441,442,7,South Branch,Manila,Mid-Level,34018.86,3.19,1,#F0FF33
442,443,3,East Branch,Makati City,Senior,17974.85,9.73,1,#FF5733
443,444,1,South Branch,Taguig,Junior,44827.61,8.55,2,#33FF57
444,445,8,Main Branch,Taguig,Senior,18515.62,2.68,4,#F0FF33
445,446,2,Main Branch,Pasig City,Junior,23928.00,1.79,1,#33FFF0
446,447,3,Main Branch,Taguig,Mid-Level,16860.69,4.47,3,#3357FF
447,448,7,West Branch,Taguig,Lead,43196.75,1.88,3,#F033FF
448,449,3,East Branch,Manila,Lead,48087.93,8.01,1,#F0FF33
449,450,2,South Branch,Manila,Junior,15146.22,7.45,2,#33FFF0
450,451,2,East Branch,Taguig,Junior,27328.01,3.53,4,#33FFF0
451,452,10,North Branch,Manila,Senior,29990.86,9.50,1,#FF5733
452,453,4,West Branch,Pasig City,Lead,43476.46,3.42,2,#FF5733
453,454,2,South Branch,Quezon City,Lead,39094.54,1.07,4,#33FF57
454,455,9,South Branch,Quezon City,Lead,43125.85,6.54,4,#F033FF
455,456,1,North Branch,Taguig,Mid-Level,22352.30,5.78,1,#33FF57
456,457,10,North Branch,Quezon City,Junior,42763.04,4.10,3,#33FFF0
457,458,1,West Branch,Makati City,Junior,29571.17,6.10,3,#3357FF
458,459,6,North Branch,Manila,Mid-Level,24621.23,1.89,3,#33FFF0
459,460,5,South Branch,Makati City,Mid-Level,49430.82,4.28,3,#F033FF
460,461,3,East Branch,Manila,Mid-Level,19777.11,9.79,4,#FF5733
461,462,3,Main Branch,Pasig City,Lead,35065.52,6.12,1,#F0FF33
462,463,5,East Branch,Pasig City,Mid-Level,45325.01,4.05,1,#F033FF
463,464,7,North Branch,Makati City,Mid-Level,39058.45,6.71,2,#3357FF
464,465,1,East Branch,Makati City,Senior,25651.04,3.18,1,#33FF57
465,466,2,Main Branch,Taguig,Lead,32087.91,3.75,2,#33FFF0
466,467,7,West Branch,Taguig,Lead,16997.40,1.20,1,#33FFF0
467,468,6,West Branch,Pasig City,Senior,26302.60,8.22,2,#FF5733
468,469,7,South Branch,Manila,Lead,23967.81,9.40,4,#F033FF
469,470,2,South Branch,Pasig City,Senior,47655.89,6.07,3,#F033FF
470,471,2,West Branch,Quezon City,Senior,49484.42,5.76,1,#3357FF
471,472,5,Main Branch,Makati City,Mid-Level,41599.43,4.47,1,#FF5733
472,473,2,East Branch,Quezon City,Mid-Level,39453.96,4.46,1,#3357FF
473,474,3,East Branch,Manila,Junior,28422.28,1.86,1,#33FF57
474,475,4,North Branch,Taguig,Mid-Level,42473.06,5.07,3,#F033FF
475,476,9,East Branch,Makati City,Junior,30042.18,6.40,2,#33FFF0
476,477,4,West Branch,Pasig City,Senior,16744.69,9.11,1,#33FFF0
477,478,4,South Branch,Makati City,Lead,42004.71,5.63,4,#3357FF
478,479,7,Main Branch,Taguig,Senior,19795.04,1.06,1,#FF5733
479,480,5,Main Branch,Taguig,Senior,28031.48,4.39,3,#33FF57
480,481,4,South Branch,Makati City,Senior,23059.08,5.95,1,#33FFF0
481,482,8,North Branch,Taguig,Junior,46652.48,2.18,2,#F033FF
482,483,6,South Branch,Quezon City,Senior,38041.66,1.98,1,#33FF57
483,484,2,East Branch,Makati City,Junior,39118.31,5.93,3,#FF5733
484,485,5,East Branch,Pasig City,Senior,35172.64,7.10,4,#F0FF33
485,486,1,Main Branch,Taguig,Junior,49318.75,5.87,4,#F033FF
486,487,7,Main Branch,Manila,Junior,18513.73,9.78,1,#3357FF
487,488,8,North Branch,Quezon City,Lead,33849.64,3.45,2,#3357FF
488,489,1,East Branch,Pasig City,Junior,34013.57,6.69,1,#F0FF33
489,490,9,North Branch,Manila,Mid-Level,39182.38,2.04,3,#F033FF
490,491,3,East Branch,Pasig City,Mid-Level,34370.11,8.66,3,#3357FF
491,492,2,North Branch,Pasig City,Junior,22407.91,2.13,4,#33FF57
492,493,6,North Branch,Quezon City,Junior,32606.62,9.88,4,#F0FF33
493,494,7,Main Branch,Taguig,Lead,26253.51,6.66,3,#33FF57
494,495,1,West Branch,Pasig City,Lead,28961.93,1.02,3,#FF5733
495,496,1,North Branch,Makati City,Lead,21181.86,9.39,2,#FF5733
496,497,4,North Branch,Pasig City,Senior,34567.61,9.27,3,#FF5733
497,498,8,North Branch,Pasig City,Junior,17742.45,8.73,2,#F0FF33
498,499,1,East Branch,Pasig City,Lead,37872.71,8.64,2,#33FFF0
499,500,4,South Branch,Pasig City,Senior,15349.13,3.05,2,#F033FF
