id,customer_user_id,assigned_employee_id,reference_type,reference_id,session_status,started_at,last_activity_at
280,141,267,job_order,,bot_handling,2026-02-12 02:35:38.293298,2026-02-19 02:35:38.293298
281,117,280,job_order,87,admin_handling,2025-08-14 02:35:38.293298,2025-08-20 02:35:38.293298
282,420,395,job_order,207,bot_handling,2026-08-03 02:35:38.293298,2026-08-07 02:35:38.293298
283,412,90,service_ticket,470,resolved,2026-02-13 02:35:38.293298,2026-02-23 02:35:38.293298
284,419,352,general,,admin_handling,2025-10-21 02:35:38.293298,2025-10-24 02:35:38.293298
285,113,496,general,246,admin_handling,2025-04-23 02:35:38.293298,2025-05-09 02:35:38.293298
286,359,364,service_ticket,134,bot_handling,2025-11-27 02:35:38.293298,2025-12-08 02:35:38.293298
287,257,229,general,,admin_handling,2025-05-30 02:35:38.293298,2025-06-11 02:35:38.293298
288,170,424,job_order,,admin_handling,2025-12-08 02:35:38.293298,2025-12-25 02:35:38.293298
289,423,397,job_order,389,waiting_for_admin,2025-11-30 02:35:38.293298,2025-12-01 02:35:38.293298
290,353,203,service_ticket,10,resolved,2025-10-01 02:35:38.293298,2025-10-14 02:35:38.293298
291,299,198,general,136,resolved,2025-04-30 02:35:38.293298,2025-05-04 02:35:38.293298
292,364,74,job_order,94,waiting_for_admin,2025-06-09 02:35:38.293298,2025-06-19 02:35:38.293298
293,360,78,general,395,waiting_for_admin,2025-04-02 02:35:38.293298,2025-04-19 02:35:38.293298
294,125,15,service_ticket,212,waiting_for_admin,2026-05-24 02:35:38.293298,2026-06-09 02:35:38.293298
295,112,484,general,105,admin_handling,2025-12-26 02:35:38.293298,2025-12-28 02:35:38.293298
296,204,223,general,190,admin_handling,2025-07-29 02:35:38.293298,2025-07-31 02:35:38.293298
297,146,204,job_order,275,waiting_for_admin,2025-12-15 02:35:38.293298,2025-12-19 02:35:38.293298
298,404,250,service_ticket,,bot_handling,2025-06-18 02:35:38.293298,2025-06-29 02:35:38.293298
299,224,408,general,,bot_handling,2025-08-06 02:35:38.293298,2025-08-17 02:35:38.293298
300,372,194,general,5,admin_handling,2025-04-15 02:35:38.293298,2025-04-24 02:35:38.293298
