id,user_id,employees_id,action_performed,entity_type,entity_id,old_values,new_values,action_date
241,,31,rejected,service_tickets,418,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-23 11:48:50.293298
242,,450,claimed,retention_offers,228,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 243}",2026-07-17 06:06:23.293298
243,,461,logged_in,employees,461,,,2026-07-23 06:20:48.293298
244,27,,logged_in,users,27,,,2026-07-17 02:59:20.293298
245,,329,status_changed,job_orders,264,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-08-01 09:40:44.293298
246,,318,status_changed,job_orders,467,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-08-03 10:25:48.293298
247,,446,deleted,payments,359,"{""id"": 359, ""is_active"": true}",,2026-07-07 02:50:19.293298
248,,440,logged_in,employees,440,,,2026-07-31 06:55:02.293298
249,,244,logged_in,employees,244,,,2026-07-21 01:43:40.293298
250,,487,deleted,users,84,"{""id"": 84, ""is_active"": true}",,2026-07-10 21:13:41.293298
251,188,,status_changed,job_orders,344,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-28 01:46:05.293298
252,325,,created,vehicles,455,,"{""id"": 455, ""is_active"": true}",2026-07-07 02:36:08.293298
253,229,,created,job_orders,93,,"{""id"": 93, ""is_active"": true}",2026-07-24 17:41:26.293298
254,,172,created,payments,242,,"{""id"": 242, ""is_active"": true}",2026-07-09 13:34:50.293298
255,,371,updated,job_orders,108,"{""amount"": 926.60, ""record_id"": 108}","{""amount"": 3497.59, ""record_id"": 108}",2026-07-20 22:23:34.293298
256,,312,created,payments,342,,"{""id"": 342, ""is_active"": true}",2026-07-17 07:05:35.293298
257,203,,deleted,job_orders,464,"{""id"": 464, ""is_active"": true}",,2026-07-11 14:20:28.293298
258,80,,deleted,users,128,"{""id"": 128, ""is_active"": true}",,2026-08-05 02:26:58.293298
259,,384,deleted,vehicles,140,"{""id"": 140, ""is_active"": true}",,2026-07-29 10:16:07.293298
260,,171,created,payments,385,,"{""id"": 385, ""is_active"": true}",2026-07-26 23:35:15.293298
261,,116,approved,service_tickets,386,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-16 13:31:07.293298
262,,417,created,users,482,,"{""id"": 482, ""is_active"": true}",2026-08-04 16:22:35.293298
263,421,,status_changed,job_orders,488,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-29 13:25:36.293298
264,,212,status_changed,job_orders,243,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-24 04:53:49.293298
265,,349,updated,users,323,"{""amount"": 785.54, ""record_id"": 323}","{""amount"": 3337.30, ""record_id"": 323}",2026-07-23 21:01:35.293298
266,,276,created,vehicles,427,,"{""id"": 427, ""is_active"": true}",2026-07-28 17:46:49.293298
267,351,,rejected,service_tickets,125,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-11 08:37:07.293298
268,,307,logged_in,employees,307,,,2026-07-19 02:34:38.293298
269,,287,approved,service_tickets,74,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-07 15:07:10.293298
270,,261,approved,service_tickets,297,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-24 17:11:18.293298
271,,387,deleted,job_orders,106,"{""id"": 106, ""is_active"": true}",,2026-07-22 13:54:06.293298
272,,84,updated,vehicles,358,"{""amount"": 603.40, ""record_id"": 358}","{""amount"": 2264.19, ""record_id"": 358}",2026-08-03 12:12:40.293298
273,,68,logged_in,employees,68,,,2026-07-13 09:54:45.293298
274,396,,logged_in,users,396,,,2026-07-27 08:16:12.293298
275,160,,deleted,users,466,"{""id"": 466, ""is_active"": true}",,2026-07-24 19:22:53.293298
276,,445,logged_in,employees,445,,,2026-07-29 06:49:54.293298
277,,397,deleted,users,485,"{""id"": 485, ""is_active"": true}",,2026-07-18 18:46:15.293298
278,256,,rejected,service_tickets,277,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-07 23:11:15.293298
279,,169,logged_in,employees,169,,,2026-07-25 05:40:54.293298
280,432,,status_changed,job_orders,478,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-27 03:03:09.293298
281,,121,deleted,vehicles,263,"{""id"": 263, ""is_active"": true}",,2026-08-04 11:37:12.293298
282,332,,updated,users,205,"{""amount"": 1219.66, ""record_id"": 205}","{""amount"": 1552.33, ""record_id"": 205}",2026-07-23 01:00:09.293298
283,238,,claimed,retention_offers,263,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 64}",2026-07-19 09:19:48.293298
284,,207,created,vehicles,322,,"{""id"": 322, ""is_active"": true}",2026-07-20 20:37:20.293298
285,204,,logged_in,users,204,,,2026-07-10 15:50:25.293298
286,,324,updated,job_orders,416,"{""amount"": 595.17, ""record_id"": 416}","{""amount"": 2936.59, ""record_id"": 416}",2026-07-30 01:05:44.293298
287,,367,logged_in,employees,367,,,2026-08-04 00:08:53.293298
288,,22,created,job_orders,228,,"{""id"": 228, ""is_active"": true}",2026-07-12 10:32:13.293298
289,176,,created,payments,460,,"{""id"": 460, ""is_active"": true}",2026-07-21 07:19:55.293298
290,,343,rejected,service_tickets,425,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-10 04:27:07.293298
291,18,,rejected,service_tickets,369,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-15 10:04:37.293298
292,,141,rejected,service_tickets,305,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-21 06:10:03.293298
293,428,,status_changed,job_orders,476,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-08-01 03:34:55.293298
294,23,,created,users,451,,"{""id"": 451, ""is_active"": true}",2026-07-11 16:50:46.293298
295,,190,logged_in,employees,190,,,2026-07-12 05:21:12.293298
296,,91,status_changed,job_orders,257,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-30 19:22:03.293298
297,,121,logged_in,employees,121,,,2026-07-28 22:52:30.293298
298,,17,deleted,payments,3,"{""id"": 3, ""is_active"": true}",,2026-07-17 02:02:26.293298
299,,412,claimed,retention_offers,405,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 10}",2026-07-22 14:29:15.293298
300,200,,created,vehicles,74,,"{""id"": 74, ""is_active"": true}",2026-07-10 16:25:28.293298
301,171,,deleted,job_orders,463,"{""id"": 463, ""is_active"": true}",,2026-07-25 05:22:56.293298
302,,186,logged_in,employees,186,,,2026-07-29 12:47:04.293298
303,326,,rejected,service_tickets,418,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-08 11:17:48.293298
304,,196,created,users,436,,"{""id"": 436, ""is_active"": true}",2026-07-10 17:02:10.293298
305,61,,created,payments,421,,"{""id"": 421, ""is_active"": true}",2026-07-07 15:35:40.293298
306,,25,status_changed,job_orders,71,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-15 09:43:22.293298
307,,122,approved,service_tickets,104,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-27 12:59:24.293298
308,,396,updated,job_orders,417,"{""amount"": 1150.22, ""record_id"": 417}","{""amount"": 1562.70, ""record_id"": 417}",2026-07-21 19:32:58.293298
309,162,,logged_in,users,162,,,2026-07-07 00:11:49.293298
310,,458,claimed,retention_offers,163,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 185}",2026-07-28 18:29:47.293298
311,,293,logged_in,employees,293,,,2026-07-22 04:10:58.293298
312,,321,created,payments,170,,"{""id"": 170, ""is_active"": true}",2026-08-01 13:09:34.293298
313,,121,created,payments,34,,"{""id"": 34, ""is_active"": true}",2026-08-04 06:16:36.293298
314,,374,claimed,retention_offers,220,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 224}",2026-07-15 14:11:11.293298
315,,83,updated,vehicles,126,"{""amount"": 1161.98, ""record_id"": 126}","{""amount"": 2477.07, ""record_id"": 126}",2026-07-30 15:24:27.293298
316,422,,status_changed,job_orders,398,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-21 06:12:12.293298
317,,278,created,vehicles,17,,"{""id"": 17, ""is_active"": true}",2026-07-07 18:02:37.293298
318,,11,deleted,job_orders,224,"{""id"": 224, ""is_active"": true}",,2026-07-28 04:37:03.293298
319,32,,status_changed,job_orders,170,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-17 23:07:29.293298
320,319,,approved,service_tickets,288,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-18 05:38:57.293298
321,,117,status_changed,job_orders,409,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-07 03:57:37.293298
322,255,,created,vehicles,310,,"{""id"": 310, ""is_active"": true}",2026-07-30 08:34:00.293298
323,,313,deleted,payments,384,"{""id"": 384, ""is_active"": true}",,2026-07-29 06:24:51.293298
324,,2,status_changed,job_orders,370,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-28 15:01:52.293298
325,,442,status_changed,job_orders,196,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-30 15:52:07.293298
326,,418,updated,vehicles,107,"{""amount"": 1153.83, ""record_id"": 107}","{""amount"": 2132.04, ""record_id"": 107}",2026-07-17 19:23:51.293298
327,,415,rejected,service_tickets,27,"{""status"": ""pending""}","{""status"": ""declined""}",2026-08-01 12:30:06.293298
328,426,,logged_in,users,426,,,2026-07-21 10:44:39.293298
329,,332,deleted,users,74,"{""id"": 74, ""is_active"": true}",,2026-07-20 18:41:04.293298
330,,252,logged_in,employees,252,,,2026-07-30 21:57:59.293298
331,,258,approved,service_tickets,361,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-22 00:37:24.293298
332,,456,created,vehicles,482,,"{""id"": 482, ""is_active"": true}",2026-07-16 05:22:55.293298
333,,217,created,vehicles,119,,"{""id"": 119, ""is_active"": true}",2026-07-24 20:38:21.293298
334,173,,claimed,retention_offers,383,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 481}",2026-07-20 22:36:50.293298
335,,393,approved,service_tickets,472,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-14 15:30:24.293298
336,,295,rejected,service_tickets,17,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-11 02:30:12.293298
337,,142,logged_in,employees,142,,,2026-07-15 03:22:14.293298
338,234,,status_changed,job_orders,81,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-29 08:04:52.293298
339,,467,approved,service_tickets,462,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-26 14:01:04.293298
340,281,,approved,service_tickets,210,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-26 01:02:11.293298
341,157,,created,payments,399,,"{""id"": 399, ""is_active"": true}",2026-07-21 03:27:01.293298
342,,164,status_changed,job_orders,441,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-08-03 15:24:29.293298
343,,10,claimed,retention_offers,483,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 20}",2026-08-01 15:21:42.293298
344,,94,updated,payments,318,"{""amount"": 760.88, ""record_id"": 318}","{""amount"": 2799.03, ""record_id"": 318}",2026-07-25 05:03:25.293298
345,,262,rejected,service_tickets,359,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-23 21:53:23.293298
346,106,,logged_in,users,106,,,2026-07-30 18:17:34.293298
347,484,,created,payments,371,,"{""id"": 371, ""is_active"": true}",2026-07-08 18:24:17.293298
348,77,,approved,service_tickets,60,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-26 20:42:17.293298
349,,167,claimed,retention_offers,282,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 325}",2026-07-13 01:46:38.293298
350,,61,deleted,job_orders,71,"{""id"": 71, ""is_active"": true}",,2026-08-03 04:58:57.293298
351,,264,logged_in,employees,264,,,2026-07-12 12:31:25.293298
352,,130,deleted,vehicles,428,"{""id"": 428, ""is_active"": true}",,2026-07-18 01:15:36.293298
353,470,,created,job_orders,384,,"{""id"": 384, ""is_active"": true}",2026-07-21 07:48:51.293298
354,,374,rejected,service_tickets,52,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-19 20:29:14.293298
355,,443,created,users,255,,"{""id"": 255, ""is_active"": true}",2026-07-26 07:09:22.293298
356,14,,logged_in,users,14,,,2026-07-19 15:38:09.293298
357,,326,claimed,retention_offers,384,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 326}",2026-07-10 15:09:43.293298
358,,473,updated,job_orders,327,"{""amount"": 1317.78, ""record_id"": 327}","{""amount"": 3202.01, ""record_id"": 327}",2026-07-20 20:12:38.293298
359,,238,created,job_orders,392,,"{""id"": 392, ""is_active"": true}",2026-07-15 18:12:09.293298
360,,15,status_changed,job_orders,71,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-31 05:34:35.293298
361,61,,updated,users,174,"{""amount"": 789.99, ""record_id"": 174}","{""amount"": 2458.18, ""record_id"": 174}",2026-07-14 16:04:36.293298
362,,34,updated,vehicles,358,"{""amount"": 828.98, ""record_id"": 358}","{""amount"": 2381.10, ""record_id"": 358}",2026-07-09 12:24:02.293298
363,,237,created,job_orders,64,,"{""id"": 64, ""is_active"": true}",2026-07-19 17:25:46.293298
364,,328,updated,vehicles,450,"{""amount"": 1093.62, ""record_id"": 450}","{""amount"": 2171.87, ""record_id"": 450}",2026-07-15 06:14:10.293298
365,,151,created,vehicles,179,,"{""id"": 179, ""is_active"": true}",2026-07-25 05:26:02.293298
366,,101,rejected,service_tickets,488,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-30 12:26:32.293298
367,,352,approved,service_tickets,178,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-23 20:22:23.293298
368,,399,created,payments,2,,"{""id"": 2, ""is_active"": true}",2026-07-12 08:39:54.293298
369,,352,claimed,retention_offers,345,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 368}",2026-07-15 11:11:11.293298
370,,459,updated,job_orders,343,"{""amount"": 729.82, ""record_id"": 343}","{""amount"": 1579.94, ""record_id"": 343}",2026-07-12 11:19:57.293298
371,160,,logged_in,users,160,,,2026-08-03 15:46:33.293298
372,,330,claimed,retention_offers,171,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 308}",2026-07-10 18:22:27.293298
373,,12,approved,service_tickets,208,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-23 01:37:04.293298
374,370,,status_changed,job_orders,10,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-07 03:40:51.293298
375,,417,rejected,service_tickets,387,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-23 02:12:23.293298
376,141,,claimed,retention_offers,357,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 300}",2026-07-08 05:45:18.293298
377,,50,deleted,vehicles,169,"{""id"": 169, ""is_active"": true}",,2026-07-26 19:58:30.293298
378,,237,rejected,service_tickets,412,"{""status"": ""pending""}","{""status"": ""declined""}",2026-08-02 09:50:14.293298
379,129,,approved,service_tickets,253,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-10 23:05:26.293298
380,40,,status_changed,job_orders,207,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-16 08:54:03.293298
381,,464,approved,service_tickets,497,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-07 10:37:37.293298
382,457,,rejected,service_tickets,204,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-25 15:54:15.293298
383,,250,updated,users,303,"{""amount"": 1391.42, ""record_id"": 303}","{""amount"": 3013.06, ""record_id"": 303}",2026-07-22 07:43:55.293298
384,,30,logged_in,employees,30,,,2026-07-24 04:11:44.293298
385,,329,claimed,retention_offers,19,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 343}",2026-07-23 19:39:10.293298
386,,30,rejected,service_tickets,334,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-09 17:52:06.293298
387,,370,deleted,job_orders,204,"{""id"": 204, ""is_active"": true}",,2026-08-04 06:26:47.293298
388,401,,updated,job_orders,452,"{""amount"": 1145.40, ""record_id"": 452}","{""amount"": 2303.94, ""record_id"": 452}",2026-07-17 16:09:31.293298
389,,480,rejected,service_tickets,359,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-07 03:31:04.293298
390,185,,created,payments,220,,"{""id"": 220, ""is_active"": true}",2026-07-30 22:36:11.293298
391,,46,approved,service_tickets,124,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-22 09:15:26.293298
392,,150,updated,payments,140,"{""amount"": 855.68, ""record_id"": 140}","{""amount"": 2081.15, ""record_id"": 140}",2026-07-10 03:03:24.293298
393,81,,deleted,vehicles,244,"{""id"": 244, ""is_active"": true}",,2026-07-22 08:32:12.293298
394,,104,claimed,retention_offers,94,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 58}",2026-07-16 21:40:45.293298
395,,474,claimed,retention_offers,24,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 45}",2026-07-17 08:53:43.293298
396,,258,deleted,job_orders,151,"{""id"": 151, ""is_active"": true}",,2026-07-11 18:32:59.293298
397,,428,deleted,users,7,"{""id"": 7, ""is_active"": true}",,2026-07-29 21:40:36.293298
398,,346,created,users,253,,"{""id"": 253, ""is_active"": true}",2026-07-09 03:11:20.293298
399,,35,approved,service_tickets,135,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-17 18:10:26.293298
400,,363,created,payments,39,,"{""id"": 39, ""is_active"": true}",2026-07-13 06:42:16.293298
401,482,,approved,service_tickets,388,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-10 03:07:59.293298
402,133,,deleted,users,203,"{""id"": 203, ""is_active"": true}",,2026-07-19 15:08:34.293298
403,,366,status_changed,job_orders,296,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-22 01:24:54.293298
404,208,,approved,service_tickets,12,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-22 12:11:52.293298
405,499,,rejected,service_tickets,258,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-22 16:58:17.293298
406,,379,claimed,retention_offers,30,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 193}",2026-07-25 19:27:28.293298
407,,463,deleted,payments,413,"{""id"": 413, ""is_active"": true}",,2026-07-22 21:56:46.293298
408,,280,created,payments,325,,"{""id"": 325, ""is_active"": true}",2026-07-08 21:01:44.293298
409,,428,claimed,retention_offers,134,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 283}",2026-07-21 06:38:33.293298
410,,215,approved,service_tickets,447,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-22 16:50:17.293298
411,,202,deleted,job_orders,143,"{""id"": 143, ""is_active"": true}",,2026-08-03 14:02:59.293298
412,,453,logged_in,employees,453,,,2026-08-03 08:29:34.293298
413,,257,status_changed,job_orders,32,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-26 22:21:46.293298
414,,328,created,job_orders,418,,"{""id"": 418, ""is_active"": true}",2026-07-12 20:34:31.293298
415,,21,rejected,service_tickets,255,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-24 17:17:20.293298
416,,157,claimed,retention_offers,46,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 304}",2026-08-02 15:48:59.293298
417,,202,rejected,service_tickets,302,"{""status"": ""pending""}","{""status"": ""declined""}",2026-08-02 20:27:02.293298
418,,420,status_changed,job_orders,73,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-20 01:09:32.293298
419,,405,logged_in,employees,405,,,2026-07-13 20:16:18.293298
420,,454,status_changed,job_orders,193,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-12 19:30:34.293298
421,,334,rejected,service_tickets,166,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-24 08:11:24.293298
422,,67,rejected,service_tickets,444,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-16 22:44:25.293298
423,,352,logged_in,employees,352,,,2026-08-03 02:03:15.293298
424,,439,updated,payments,476,"{""amount"": 795.30, ""record_id"": 476}","{""amount"": 1941.19, ""record_id"": 476}",2026-07-17 11:23:34.293298
425,,273,status_changed,job_orders,372,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-08-01 16:42:48.293298
426,,416,deleted,job_orders,416,"{""id"": 416, ""is_active"": true}",,2026-07-25 18:35:01.293298
427,,87,updated,payments,151,"{""amount"": 1371.64, ""record_id"": 151}","{""amount"": 1506.59, ""record_id"": 151}",2026-07-20 08:39:54.293298
428,410,,approved,service_tickets,413,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-28 17:13:26.293298
429,,462,claimed,retention_offers,428,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 401}",2026-07-08 13:01:01.293298
430,,208,claimed,retention_offers,65,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 85}",2026-07-26 19:22:44.293298
431,20,,created,vehicles,156,,"{""id"": 156, ""is_active"": true}",2026-07-23 12:56:44.293298
432,161,,created,job_orders,200,,"{""id"": 200, ""is_active"": true}",2026-08-02 07:00:40.293298
433,197,,status_changed,job_orders,177,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-16 11:37:25.293298
434,,139,deleted,job_orders,177,"{""id"": 177, ""is_active"": true}",,2026-07-12 06:39:59.293298
435,,155,approved,service_tickets,334,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-12 04:47:30.293298
436,,389,rejected,service_tickets,241,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-20 21:40:31.293298
437,,493,logged_in,employees,493,,,2026-07-23 23:37:08.293298
438,,231,updated,payments,384,"{""amount"": 1486.90, ""record_id"": 384}","{""amount"": 3402.27, ""record_id"": 384}",2026-07-18 06:54:14.293298
439,,136,rejected,service_tickets,466,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-21 04:38:40.293298
440,,446,claimed,retention_offers,248,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 244}",2026-07-30 08:12:20.293298
441,,251,rejected,service_tickets,338,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-17 02:08:56.293298
442,279,,claimed,retention_offers,193,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 455}",2026-07-16 12:38:44.293298
443,,447,approved,service_tickets,357,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-15 00:32:23.293298
444,,317,approved,service_tickets,137,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-16 20:43:53.293298
445,,191,logged_in,employees,191,,,2026-07-09 05:50:42.293298
446,239,,approved,service_tickets,38,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-30 21:54:07.293298
447,,467,updated,job_orders,374,"{""amount"": 1486.92, ""record_id"": 374}","{""amount"": 3458.92, ""record_id"": 374}",2026-07-28 09:34:00.293298
448,,44,status_changed,job_orders,218,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-30 05:07:38.293298
449,210,,rejected,service_tickets,110,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-13 18:12:55.293298
450,,66,logged_in,employees,66,,,2026-07-25 19:21:50.293298
451,,490,created,payments,10,,"{""id"": 10, ""is_active"": true}",2026-07-09 02:24:23.293298
452,412,,updated,vehicles,208,"{""amount"": 695.15, ""record_id"": 208}","{""amount"": 3262.50, ""record_id"": 208}",2026-07-23 11:20:12.293298
453,,360,logged_in,employees,360,,,2026-07-24 15:37:24.293298
454,,257,updated,vehicles,336,"{""amount"": 669.00, ""record_id"": 336}","{""amount"": 2474.57, ""record_id"": 336}",2026-07-15 15:02:23.293298
455,,334,rejected,service_tickets,468,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-16 14:19:26.293298
456,,471,logged_in,employees,471,,,2026-07-22 07:07:07.293298
457,160,,rejected,service_tickets,30,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-17 08:56:08.293298
458,,90,updated,users,116,"{""amount"": 1019.51, ""record_id"": 116}","{""amount"": 3307.33, ""record_id"": 116}",2026-07-20 10:40:47.293298
459,,82,status_changed,job_orders,15,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-28 23:16:19.293298
460,,11,created,job_orders,39,,"{""id"": 39, ""is_active"": true}",2026-07-30 07:53:17.293298
461,218,,claimed,retention_offers,249,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 403}",2026-07-13 05:02:21.293298
462,,363,claimed,retention_offers,129,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 57}",2026-07-08 23:42:09.293298
463,,419,created,vehicles,274,,"{""id"": 274, ""is_active"": true}",2026-07-22 05:58:28.293298
464,,170,rejected,service_tickets,64,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-30 21:41:17.293298
465,,318,approved,service_tickets,298,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-19 00:52:36.293298
466,,288,logged_in,employees,288,,,2026-07-20 15:36:08.293298
467,,453,status_changed,job_orders,56,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-30 22:10:55.293298
468,70,,status_changed,job_orders,186,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-10 10:00:22.293298
469,,49,created,payments,491,,"{""id"": 491, ""is_active"": true}",2026-07-11 10:13:25.293298
470,,327,created,payments,278,,"{""id"": 278, ""is_active"": true}",2026-07-11 00:58:51.293298
471,,154,status_changed,job_orders,144,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-11 19:43:59.293298
472,,301,claimed,retention_offers,63,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 175}",2026-07-13 16:24:51.293298
473,,353,status_changed,job_orders,69,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-12 09:57:13.293298
474,177,,updated,vehicles,206,"{""amount"": 999.25, ""record_id"": 206}","{""amount"": 3240.58, ""record_id"": 206}",2026-07-16 11:25:28.293298
475,170,,deleted,vehicles,59,"{""id"": 59, ""is_active"": true}",,2026-07-16 15:30:19.293298
476,,473,updated,job_orders,372,"{""amount"": 1232.94, ""record_id"": 372}","{""amount"": 2910.83, ""record_id"": 372}",2026-07-09 01:59:44.293298
477,,392,approved,service_tickets,351,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-14 21:09:34.293298
478,98,,logged_in,users,98,,,2026-07-28 10:45:13.293298
479,,27,rejected,service_tickets,283,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-16 21:03:37.293298
480,181,,deleted,users,143,"{""id"": 143, ""is_active"": true}",,2026-07-07 14:24:47.293298
481,,357,logged_in,employees,357,,,2026-07-29 00:18:24.293298
482,274,,deleted,vehicles,368,"{""id"": 368, ""is_active"": true}",,2026-07-16 09:39:17.293298
483,,463,rejected,service_tickets,474,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-21 01:12:18.293298
484,,203,updated,job_orders,92,"{""amount"": 1225.93, ""record_id"": 92}","{""amount"": 2469.04, ""record_id"": 92}",2026-07-28 11:44:58.293298
485,,323,deleted,payments,161,"{""id"": 161, ""is_active"": true}",,2026-08-01 06:22:37.293298
486,400,,claimed,retention_offers,157,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 342}",2026-07-30 12:28:07.293298
487,33,,claimed,retention_offers,55,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 256}",2026-07-08 02:34:43.293298
